Unnamed: 0,time_sch,dest,url,time_act,orig,code,pass_load
1254,2023-12-19 21:45:00,London,https://www.heathrow.com/arrivals/terminal-5/flight-details/BA581/19-12-2023,22:07,Milan,BA581,402
618,2023-12-19 21:50:00,Bahrain,https://www.heathrow.com/departures/terminal-4/flight-details/GF006/19-12-2023,22:02,London,GF006,315
617,2023-12-19 21:50:00,Sydney,https://www.heathrow.com/departures/terminal-5/flight-details/BA015/19-12-2023,22:12,London,BA015,255
1256,2023-12-19 21:50:00,London,https://www.heathrow.com/arrivals/terminal-5/flight-details/BA783/19-12-2023,21:35,Stockholm,BA783,298
1255,2023-12-19 21:50:00,London,https://www.heathrow.com/arrivals/terminal-5/flight-details/BA427/19-12-2023,21:35,Amsterdam,BA427,323
1257,2023-12-19 21:55:00,London,https://www.heathrow.com/arrivals/terminal-5/flight-details/BA633/19-12-2023,22:12,Athens,BA633,256
1258,2023-12-19 21:55:00,London,https://www.heathrow.com/arrivals/terminal-3/flight-details/BA867/19-12-2023,22:12,Budapest,BA867,289
1259,2023-12-19 21:55:00,London,https://www.heathrow.com/arrivals/terminal-5/flight-details/BA547/19-12-2023,,Rome,BA547,334
619,2023-12-19 22:00:00,Dubai,https://www.heathrow.com/departures/terminal-3/flight-details/EK006/19-12-2023,22:21,London,EK006,284
1261,2023-12-19 22:00:00,London,https://www.heathrow.com/arrivals/terminal-2/flight-details/LO285/19-12-2023,21:44,Warsaw,LO285,385
620,2023-12-19 22:00:00,LIM,https://www.heathrow.com/departures/terminal-3/flight-details/LA2475/19-12-2023,,London,LA2475,387
1260,2023-12-19 22:00:00,London,https://www.heathrow.com/arrivals/terminal-5/flight-details/BA489/19-12-2023,21:18,Barcelona,BA489,280
1262,2023-12-19 22:00:00,London,https://www.heathrow.com/arrivals/terminal-2/flight-details/EI186/19-12-2023,21:27,Dublin,EI186,299
1263,2023-12-19 22:05:00,London,https://www.heathrow.com/arrivals/terminal-5/flight-details/BA503/19-12-2023,22:03,Lisbon,BA503,296
621,2023-12-19 22:05:00,Hong Kong City,https://www.heathrow.com/departures/terminal-3/flight-details/CX254/19-12-2023,22:34,London,CX254,375
622,2023-12-19 22:05:00,Cork,https://www.heathrow.com/departures/terminal-2/flight-details/EI725/19-12-2023,22:04,London,EI725,355
623,2023-12-19 22:05:00,Singapore,https://www.heathrow.com/departures/terminal-2/flight-details/SQ321/19-12-2023,22:06,London,SQ321,251
624,2023-12-19 22:05:00,Baku,https://www.heathrow.com/departures/terminal-4/flight-details/J2008/19-12-2023,22:23,London,J2008,278
625,2023-12-19 22:05:00,TFU,https://www.heathrow.com/departures/terminal-2/flight-details/CA424/19-12-2023,22:14,London,CA424,275
626,2023-12-19 22:10:00,Buenos Aires,https://www.heathrow.com/departures/terminal-5/flight-details/BA249/19-12-2023,23:00,London,BA249,214
1267,2023-12-19 22:10:00,London,https://www.heathrow.com/arrivals/terminal-5/flight-details/BA349/19-12-2023,21:10,Nice,BA349,288
1266,2023-12-19 22:10:00,London,https://www.heathrow.com/arrivals/terminal-5/flight-details/BA465/19-12-2023,21:03,Madrid,BA465,292
1265,2023-12-19 22:10:00,London,https://www.heathrow.com/arrivals/terminal-3/flight-details/AA142/19-12-2023,10:36,New York City,AA142,206
1264,2023-12-19 22:10:00,London,https://www.heathrow.com/arrivals/terminal-4/flight-details/QR005/19-12-2023,21:46,Doha,QR005,396
1268,2023-12-19 22:15:00,London,https://www.heathrow.com/arrivals/terminal-2/flight-details/LH922/19-12-2023,21:56,Frankfurt,LH922,291
1269,2023-12-19 22:15:00,London,https://www.heathrow.com/arrivals/terminal-2/flight-details/TK1987/19-12-2023,21:56,Istanbul,TK1987,386
628,2023-12-19 22:15:00,Lagos,https://www.heathrow.com/departures/terminal-3/flight-details/VS411/19-12-2023,23:02,London,VS411,308
627,2023-12-19 22:15:00,Athens,https://www.heathrow.com/departures/terminal-2/flight-details/A3609/19-12-2023,22:26,London,A3609,339
630,2023-12-19 22:20:00,Kuwait,https://www.heathrow.com/departures/terminal-5/flight-details/BA157/19-12-2023,22:38,London,BA157,325
631,2023-12-19 22:20:00,Tel Aviv,https://www.heathrow.com/departures/terminal-4/flight-details/LY318/19-12-2023,23:08,London,LY318,276
629,2023-12-19 22:20:00,Istanbul,https://www.heathrow.com/departures/terminal-2/flight-details/TK1984/19-12-2023,22:41,London,TK1984,338
1270,2023-12-19 22:20:00,London,https://www.heathrow.com/arrivals/terminal-3/flight-details/BA861/19-12-2023,21:56,Prague,BA861,329
633,2023-12-19 22:25:00,Johannesburg,https://www.heathrow.com/departures/terminal-3/flight-details/VS449/19-12-2023,22:30,London,VS449,276
632,2023-12-19 22:25:00,Cape Town,https://www.heathrow.com/departures/terminal-5/flight-details/BA059/19-12-2023,22:52,London,BA059,231
635,2023-12-19 22:30:00,Cairo,https://www.heathrow.com/departures/terminal-2/flight-details/MS780/19-12-2023,22:43,London,MS780,244
634,2023-12-19 22:30:00,Abuja,https://www.heathrow.com/departures/terminal-5/flight-details/BA083/19-12-2023,22:49,London,BA083,296
636,2023-12-19 22:30:00,Mexico City,https://www.heathrow.com/departures/terminal-3/flight-details/AM008/19-12-2023,22:54,London,AM008,245
1271,2023-12-19 22:30:00,London,https://www.heathrow.com/arrivals/terminal-5/flight-details/BA663/19-12-2023,20:06,Larnaca,BA663,276
1273,2023-12-19 22:40:00,London,https://www.heathrow.com/arrivals/terminal-3/flight-details/AA090/19-12-2023,09:14,Chicago,AA090,335
1272,2023-12-19 22:40:00,London,https://www.heathrow.com/arrivals/terminal-2/flight-details/TP1366/19-12-2023,22:23,Lisbon,TP1366,292
1274,2023-12-19 22:55:00,London,https://www.heathrow.com/arrivals/terminal-2/flight-details/LH2486/19-12-2023,23:04,Munich,LH2486,359
