time_sch,time_act,code,dest,stat,orig,pass_load,time_diff
2023-12-22 17:35:00,2023-12-22 18:01:00,BA 8455 British Airways,Amsterdam,BAGGAGE HANDLED,London City (LCY),205,1560.0
2023-12-22 17:35:00,2023-12-22 18:37:00,DY 1258 Norwegian,Amsterdam,BAGGAGE HANDLED,Oslo (OSL),330,3720.0
2023-12-22 17:40:00,2023-12-22 19:00:00,EZY 2169 easyJet,Amsterdam,BAGGAGE HANDLED,Manchester (MAN),269,4800.0
2023-12-22 17:40:00,2023-12-22 18:14:00,EJU 7807 easyJet Europe,Milan Bergamo (BGY),DEPARTED,Amsterdam,356,2040.0
2023-12-22 17:40:00,2023-12-22 18:16:00,EZY 2520 easyJet,London Luton (LTN),DEPARTED,Amsterdam,183,2160.0
2023-12-22 17:45:00,2023-12-22 18:09:00,KL 1980 KLM,Amsterdam,BAGGAGE HANDLED,Budapest (BUD),321,1440.0
2023-12-22 17:45:00,2023-12-22 17:59:00,LH 996 Lufthansa,Amsterdam,BAGGAGE HANDLED,Frankfurt (FRA),315,840.0
2023-12-22 17:45:00,2023-12-22 17:45:00,HV 6002 Transavia,Amsterdam,BAGGAGE HANDLED,Oporto (OPO),290,0.0
2023-12-22 17:45:00,2023-12-22 20:16:00,HV 5819 Transavia,Bari (BRI),DEPARTED,Amsterdam,324,9060.0
2023-12-22 17:50:00,2023-12-22 18:38:00,KL 1799 KLM,Munich (MUC),DEPARTED,Amsterdam,312,2880.0
2023-12-22 17:50:00,2023-12-22 18:45:00,EZY 8684 easyJet,London Gatwick (LGW),DEPARTED,Amsterdam,184,3300.0
2023-12-22 17:50:00,2023-12-22 19:31:00,TP 673 TAP Air Portugal,Lisbon (LIS),DEPARTED,Amsterdam,359,6060.0
2023-12-22 17:55:00,2023-12-22 18:09:00,KL 1245 KLM,Paris de Gaulle (CDG),DEPARTED,Amsterdam,322,840.0
2023-12-22 17:55:00,2023-12-22 17:55:00,KL 1830 KLM,Amsterdam,BAGGAGE HANDLED,Berlin Brandenburg (BER),297,0.0
2023-12-22 18:00:00,2023-12-22 18:27:00,AY 1305 Finnair,Amsterdam,BAGGAGE HANDLED,Helsinki (HEL),248,1620.0
2023-12-22 18:00:00,2023-12-22 18:00:00,KL 1020 KLM,Amsterdam,CANCELLED,London Heathrow (LHR),412,0.0
2023-12-22 18:00:00,2023-12-23 01:09:00,CD 592 Corendon Dutch Airlines,Amsterdam,BAGGAGE HANDLED,Tenerife (TFS),206,-60660.0
2023-12-22 18:05:00,2023-12-22 18:31:00,BA 2544 British Airways,Amsterdam,BAGGAGE HANDLED,London Gatwick (LGW),233,1560.0
2023-12-22 18:05:00,2023-12-22 19:30:00,HV 6602 Transavia,Amsterdam,BAGGAGE HANDLED,Innsbruck (INN),254,5100.0
2023-12-22 18:05:00,2023-12-22 19:16:00,AZ 109 ITA Airways,Rome (FCO),DEPARTED,Amsterdam,285,4260.0
2023-12-22 18:10:00,2023-12-22 20:26:00,EZY 2170 easyJet,Manchester (MAN),DEPARTED,Amsterdam,367,8160.0
2023-12-22 18:10:00,2023-12-22 18:34:00,CZ 345 China Southern Airlines,Amsterdam,BAGGAGE HANDLED,Beijing Daxing (PKX),210,1440.0
2023-12-22 18:10:00,2023-12-22 18:10:00,KL 1117 KLM,Stockholm (ARN),DEPARTED,Amsterdam,288,0.0
2023-12-22 18:15:00,2023-12-22 18:52:00,BA 8456 British Airways,London City (LCY),DEPARTED,Amsterdam,233,2220.0
2023-12-22 18:15:00,2023-12-22 19:48:00,SK 1555 Scandinavian Airlines,Amsterdam,BAGGAGE HANDLED,Stockholm (ARN),268,5580.0
2023-12-22 18:20:00,2023-12-22 18:20:00,AF 1140 Air France,Amsterdam,BAGGAGE HANDLED,Paris de Gaulle (CDG),203,0.0
2023-12-22 18:20:00,2023-12-22 19:12:00,EJU 7936 easyJet Europe,Amsterdam,BAGGAGE HANDLED,Copenhagen (CPH),250,3120.0
2023-12-22 18:20:00,2023-12-22 19:44:00,DY 1259 Norwegian,Oslo (OSL),DEPARTED,Amsterdam,300,5040.0
2023-12-22 18:20:00,2023-12-22 18:20:00,KL 991 KLM,London City (LCY),CANCELLED,Amsterdam,264,0.0
2023-12-22 18:25:00,2023-12-22 18:25:00,SK 827 Scandinavian Airlines,Amsterdam,BAGGAGE HANDLED,Oslo (OSL),275,0.0
2023-12-22 18:25:00,2023-12-22 18:53:00,EY 77 Etihad Airways,Amsterdam,BAGGAGE HANDLED,Abu Dhabi (AUH),283,1680.0
2023-12-22 18:25:00,2023-12-22 18:25:00,BT 619 AirBaltic,Amsterdam,BAGGAGE HANDLED,Riga (RIX),317,0.0
2023-12-22 18:30:00,2023-12-22 20:45:00,EJU 7925 easyJet Europe,Prague (PRG),DEPARTED,Amsterdam,478,8100.0
2023-12-22 18:30:00,2023-12-22 18:30:00,EJU 7863 easyJet Europe,Basel (BSL),DEPARTED,Amsterdam,278,0.0
2023-12-22 18:30:00,2023-12-22 19:02:00,BT 1561 AirBaltic,Amsterdam,BAGGAGE HANDLED,Tallinn (TLL),253,1920.0
2023-12-22 18:30:00,2023-12-22 19:14:00,LH 997 Lufthansa,Frankfurt (FRA),DEPARTED,Amsterdam,296,2640.0
2023-12-22 18:30:00,2023-12-22 19:28:00,TK 1954 Turkish Airlines,Istanbul Airport (IST),DEPARTED,Amsterdam,211,3480.0
2023-12-22 18:35:00,2023-12-22 19:16:00,EJU 7848 easyJet Europe,Amsterdam,BAGGAGE HANDLED,Bristol (BRS),295,2460.0
2023-12-22 18:35:00,2023-12-22 20:16:00,PC 7211 Pegasus Airlines,Istanbul Sabiha (SAW),DEPARTED,Amsterdam,310,6060.0
2023-12-22 18:35:00,2023-12-22 19:09:00,CZ 307 China Southern Airlines,Amsterdam,BAGGAGE HANDLED,Guangzhou (CAN),317,2040.0
2023-12-22 18:40:00,2023-12-22 18:40:00,VY 8306 Vueling,Amsterdam,BAGGAGE HANDLED,Barcelona (BCN),285,0.0
2023-12-22 18:45:00,2023-12-22 19:05:00,HV 5673 Transavia,Ibiza (IBZ),DEPARTED,Amsterdam,403,1200.0
2023-12-22 18:45:00,2023-12-22 20:10:00,EJU 7937 easyJet Europe,Copenhagen (CPH),DEPARTED,Amsterdam,241,5100.0
2023-12-22 18:45:00,2023-12-22 18:45:00,I2 3724 Iberia Express,Amsterdam,BAGGAGE HANDLED,Madrid (MAD),271,0.0
2023-12-22 18:50:00,2023-12-22 19:01:00,KL 1027 KLM,London Heathrow (LHR),DEPARTED,Amsterdam,213,660.0
2023-12-22 18:50:00,2023-12-22 19:53:00,WA 1522 KLM Cityhopper,Amsterdam,BAGGAGE HANDLED,Norwich (NWI),355,3780.0
2023-12-22 18:50:00,2023-12-22 19:35:00,LH 998 Lufthansa,Amsterdam,BAGGAGE HANDLED,Frankfurt (FRA),235,2700.0
2023-12-22 18:50:00,2023-12-22 20:02:00,KL 1996 KLM,Amsterdam,BAGGAGE HANDLED,Krakow (KRK),281,4320.0
2023-12-22 18:50:00,2023-12-22 18:50:00,KL 1848 KLM,Amsterdam,CANCELLED,Vienna (VIE),352,0.0
2023-12-22 18:50:00,2023-12-22 18:50:00,KL 1632 KLM,Amsterdam,BAGGAGE HANDLED,Milan Malpensa (MXP),220,0.0
2023-12-22 18:50:00,2023-12-22 19:26:00,EW 7184 Eurowings,Amsterdam,BAGGAGE HANDLED,Hamburg (HAM),328,2160.0
2023-12-22 18:55:00,2023-12-22 19:07:00,KL 1204 KLM,Amsterdam,BAGGAGE HANDLED,Stavanger (SVG),261,720.0
2023-12-22 18:55:00,2023-12-22 19:14:00,KL 1326 KLM,Amsterdam,BAGGAGE HANDLED,Aalesund (AES),178,1140.0
2023-12-22 18:55:00,2023-12-22 22:42:00,KL 1366 KLM,Amsterdam,BAGGAGE HANDLED,Warsaw (WAW),254,13620.0
2023-12-22 18:55:00,2023-12-22 19:11:00,KL 1644 KLM,Amsterdam,BAGGAGE HANDLED,Florence (FLR),265,960.0
2023-12-22 18:55:00,2023-12-22 19:46:00,LO 267 LOT Polish Airlines,Amsterdam,BAGGAGE HANDLED,Warsaw (WAW),341,3060.0
2023-12-22 18:55:00,2023-12-22 19:40:00,RO 363 Tarom,Amsterdam,BAGGAGE HANDLED,Bucharest (OTP),252,2700.0
2023-12-22 18:55:00,2023-12-22 19:32:00,XQ 722 SunExpress,Amsterdam,BAGGAGE HANDLED,Kayseri (ASR),245,2220.0
2023-12-22 18:55:00,2023-12-22 19:28:00,KL 1148 KLM,Amsterdam,BAGGAGE HANDLED,Oslo (OSL),237,1980.0
2023-12-22 18:55:00,2023-12-22 20:16:00,D8 4533 Norwegian,Amsterdam,BAGGAGE HANDLED,Stockholm (ARN),306,4860.0
2023-12-22 18:55:00,2023-12-22 18:55:00,KL 1162 KLM,Amsterdam,CANCELLED,Gothenburg (GOT),337,0.0
2023-12-22 18:55:00,2023-12-22 19:52:00,BA 2545 British Airways,London Gatwick (LGW),DEPARTED,Amsterdam,320,3420.0
2023-12-22 18:55:00,2023-12-22 19:14:00,HV 5135 Transavia,Barcelona (BCN),DEPARTED,Amsterdam,332,1140.0
2023-12-22 18:55:00,2023-12-22 21:15:00,SK 1556 Scandinavian Airlines,Stockholm (ARN),DEPARTED,Amsterdam,327,8400.0
2023-12-22 18:55:00,2023-12-22 18:55:00,EJU 4231 easyJet Europe,Amsterdam,BAGGAGE HANDLED,Naples (NAP),303,0.0
2023-12-22 18:55:00,2023-12-22 18:55:00,FR 5691 Ryanair,Amsterdam,BAGGAGE HANDLED,Malaga (AGP),295,0.0
2023-12-22 19:00:00,2023-12-22 19:46:00,AY 1306 Finnair,Helsinki (HEL),DEPARTED,Amsterdam,302,2760.0
2023-12-22 19:00:00,2023-12-22 19:28:00,UX 1094 Air Europa,Madrid (MAD),DEPARTED,Amsterdam,217,1680.0
2023-12-22 19:00:00,2023-12-22 19:24:00,AZ 112 ITA Airways,Amsterdam,BAGGAGE HANDLED,Milan Linate (LIN),322,1440.0
2023-12-22 19:00:00,2023-12-22 19:51:00,KL 876 KLM,Amsterdam,BAGGAGE HANDLED,Bangkok (BKK),377,3060.0
2023-12-22 19:00:00,2023-12-22 19:00:00,KL 1308 KLM,Amsterdam,BAGGAGE HANDLED,Toulouse (TLS),325,0.0
2023-12-22 19:00:00,2023-12-22 19:00:00,KL 1460 KLM,Amsterdam,BAGGAGE HANDLED,Nantes (NTE),315,0.0
2023-12-22 19:00:00,2023-12-22 21:04:00,KL 1758 KLM,Amsterdam,BAGGAGE HANDLED,Bremen (BRE),303,7440.0
2023-12-22 19:00:00,2023-12-22 19:00:00,VY 8367 Vueling,Amsterdam,BAGGAGE HANDLED,Malaga (AGP),269,0.0
2023-12-22 19:05:00,2023-12-22 19:05:00,KL 1770 KLM,Amsterdam,CANCELLED,Frankfurt (FRA),289,0.0
2023-12-22 19:05:00,2023-12-22 19:26:00,HV 5627 Transavia,Palma (PMI),DEPARTED,Amsterdam,308,1260.0
2023-12-22 19:05:00,2023-12-22 19:43:00,SK 828 Scandinavian Airlines,Oslo (OSL),DEPARTED,Amsterdam,306,2280.0
2023-12-22 19:10:00,2023-12-22 19:10:00,AF 1141 Air France,Paris de Gaulle (CDG),DEPARTED,Amsterdam,386,0.0
2023-12-22 19:10:00,2023-12-22 19:22:00,BT 620 AirBaltic,Riga (RIX),DEPARTED,Amsterdam,367,720.0
2023-12-22 19:10:00,2023-12-22 19:58:00,EJU 7845 easyJet Europe,Birmingham (BHX),DEPARTED,Amsterdam,321,2880.0
2023-12-22 19:10:00,2023-12-22 20:19:00,LH 2308 Lufthansa,Amsterdam,BAGGAGE HANDLED,Munich (MUC),242,4140.0
2023-12-22 19:10:00,2023-12-22 19:43:00,LX 734 Swiss International Airlines,Amsterdam,BAGGAGE HANDLED,Zurich (ZRH),285,1980.0
2023-12-22 19:10:00,2023-12-22 21:00:00,KL 1912 KLM,Amsterdam,BAGGAGE HANDLED,Hanover (HAJ),300,6600.0
2023-12-22 19:10:00,2023-12-22 19:34:00,KL 1258 KLM,Amsterdam,BAGGAGE HANDLED,Nice (NCE),330,1440.0
2023-12-22 19:10:00,2023-12-22 19:27:00,FR 3102 Ryanair,Amsterdam,BAGGAGE HANDLED,Dublin (DUB),383,1020.0
2023-12-22 19:15:00,2023-12-22 21:15:00,OS 375 Austrian Airlines,Amsterdam,BAGGAGE HANDLED,Vienna (VIE),315,7200.0
2023-12-22 19:15:00,2023-12-22 20:13:00,EJU 8674 easyJet Europe,London Gatwick (LGW),DEPARTED,Amsterdam,357,3480.0
2023-12-22 19:15:00,2023-12-22 20:38:00,KL 1978 KLM,Amsterdam,BAGGAGE HANDLED,Budapest (BUD),329,4980.0
2023-12-22 19:15:00,2023-12-22 19:49:00,KL 1932 KLM,Amsterdam,BAGGAGE HANDLED,Geneva (GVA),255,2040.0
2023-12-22 19:15:00,2023-12-22 19:15:00,KL 1592 KLM,Amsterdam,BAGGAGE HANDLED,Bologna (BLQ),344,0.0
2023-12-22 19:15:00,2023-12-22 19:15:00,KL 1798 KLM,Amsterdam,CANCELLED,Munich (MUC),293,0.0
2023-12-22 19:15:00,2023-12-22 19:15:00,BA 8459 British Airways,Amsterdam,BAGGAGE HANDLED,London City (LCY),301,0.0
2023-12-22 19:15:00,2023-12-22 20:54:00,KL 990 KLM,Amsterdam,BAGGAGE HANDLED,London City (LCY),344,5940.0
2023-12-22 19:15:00,2023-12-22 19:15:00,KL 1190 KLM,Amsterdam,CANCELLED,Bergen (BGO),320,0.0
2023-12-22 19:15:00,2023-12-22 19:45:00,KL 1268 KLM,Amsterdam,BAGGAGE HANDLED,Marseille (MRS),293,1800.0
2023-12-22 19:15:00,2023-12-22 19:59:00,KL 1962 KLM,Amsterdam,BAGGAGE HANDLED,Zurich (ZRH),189,2640.0
2023-12-22 19:15:00,2023-12-22 20:18:00,KL 1490 KLM,Amsterdam,BAGGAGE HANDLED,Humberside (HUY),303,3780.0
2023-12-22 19:20:00,2023-12-22 20:13:00,FR 5692 Ryanair,Malaga (AGP),DEPARTED,Amsterdam,275,3180.0
2023-12-22 19:20:00,2023-12-22 19:20:00,EJU 7831 easyJet Europe,London Luton (LTN),DEPARTED,Amsterdam,218,0.0
2023-12-22 19:25:00,2023-12-22 19:56:00,VY 8307 Vueling,Barcelona (BCN),DEPARTED,Amsterdam,374,1860.0
2023-12-22 19:25:00,2023-12-22 19:25:00,KL 1022 KLM,Amsterdam,BAGGAGE HANDLED,London Heathrow (LHR),255,0.0
2023-12-22 19:25:00,2023-12-22 20:06:00,EW 2180 Eurowings,Amsterdam,BAGGAGE HANDLED,Stuttgart (STR),309,2460.0
2023-12-22 19:25:00,2023-12-22 20:02:00,I2 3725 Iberia Express,Madrid (MAD),DEPARTED,Amsterdam,371,2220.0
2023-12-22 19:30:00,2023-12-22 20:01:00,KL 1538 KLM,Amsterdam,BAGGAGE HANDLED,Teesside International (MME),302,1860.0
2023-12-22 19:30:00,2023-12-22 19:42:00,KL 1116 KLM,Amsterdam,BAGGAGE HANDLED,Stockholm (ARN),210,720.0
2023-12-22 19:30:00,2023-12-22 20:05:00,BA 440 British Airways,Amsterdam,BAGGAGE HANDLED,London Heathrow (LHR),345,2100.0
2023-12-22 19:30:00,2023-12-22 20:15:00,KL 997 KLM,London City (LCY),DEPARTED,Amsterdam,274,2700.0
2023-12-22 19:30:00,2023-12-22 19:59:00,EJU 4232 easyJet Europe,Naples (NAP),DEPARTED,Amsterdam,348,1740.0
2023-12-22 19:35:00,2023-12-22 20:36:00,KL 1746 KLM,Amsterdam,BAGGAGE HANDLED,Luxembourg (LUX),254,3660.0
2023-12-22 19:35:00,2023-12-22 21:11:00,KL 1990 KLM,Amsterdam,BAGGAGE HANDLED,Basel (BSL),244,5760.0
2023-12-22 19:35:00,2023-12-22 20:47:00,KL 1862 KLM,Amsterdam,BAGGAGE HANDLED,Dusseldorf (DUS),208,4320.0
2023-12-22 19:35:00,2023-12-22 19:35:00,KL 1704 KLM,Amsterdam,CANCELLED,Madrid (MAD),204,0.0
2023-12-22 19:35:00,2023-12-22 19:57:00,KL 1696 KLM,Amsterdam,BAGGAGE HANDLED,Lisbon (LIS),344,1320.0
2023-12-22 19:35:00,2023-12-22 19:35:00,KL 1688 KLM,Amsterdam,CANCELLED,Bilbao (BIO),320,0.0
2023-12-22 19:35:00,2023-12-22 19:35:00,KL 1614 KLM,Amsterdam,CANCELLED,Istanbul Airport (IST),267,0.0
2023-12-22 19:35:00,2023-12-22 19:35:00,KL 1550 KLM,Amsterdam,CANCELLED,Leeds Bradford (LBA),283,0.0
2023-12-22 19:35:00,2023-12-22 19:35:00,KL 1504 KLM,Amsterdam,CANCELLED,Valencia (VLC),241,0.0
2023-12-22 19:35:00,2023-12-22 20:08:00,KL 1336 KLM,Amsterdam,BAGGAGE HANDLED,Aalborg (AAL),257,1980.0
2023-12-22 19:35:00,2023-12-22 20:41:00,KL 1286 KLM,Amsterdam,BAGGAGE HANDLED,Edinburgh (EDI),301,3960.0
2023-12-22 19:35:00,2023-12-22 21:13:00,KL 1406 KLM,Amsterdam,BAGGAGE HANDLED,Montpellier (MPL),291,5880.0
2023-12-22 19:35:00,2023-12-22 19:35:00,KL 920 KLM,Amsterdam,CANCELLED,Southampton (SOU),312,0.0
2023-12-22 19:35:00,2023-12-22 20:32:00,LH 999 Lufthansa,Frankfurt (FRA),DEPARTED,Amsterdam,192,3420.0
2023-12-22 19:35:00,2023-12-22 19:35:00,KQ 117 Kenya Airways,Nairobi (NBO),DEPARTED,Amsterdam,273,0.0
2023-12-22 19:35:00,2023-12-22 20:34:00,EW 7185 Eurowings,Hamburg (HAM),DEPARTED,Amsterdam,296,3540.0
2023-12-22 19:35:00,2023-12-22 19:54:00,AF 1440 Air France,Amsterdam,BAGGAGE HANDLED,Paris de Gaulle (CDG),285,1140.0
2023-12-22 19:35:00,2023-12-22 20:28:00,KL 1054 KLM,Amsterdam,BAGGAGE HANDLED,Bristol (BRS),282,3180.0
2023-12-22 19:40:00,2023-12-22 20:09:00,VY 8366 Vueling,Malaga (AGP),DEPARTED,Amsterdam,283,1740.0
2023-12-22 19:40:00,2023-12-22 20:43:00,KL 1135 KLM,Copenhagen (CPH),DEPARTED,Amsterdam,312,3780.0
2023-12-22 19:40:00,2023-12-22 21:32:00,D8 4534 Norwegian,Stockholm (ARN),DEPARTED,Amsterdam,310,6720.0
2023-12-22 19:40:00,2023-12-22 20:11:00,BT 1562 AirBaltic,Tallinn (TLL),DEPARTED,Amsterdam,309,1860.0
2023-12-22 19:40:00,2023-12-22 20:39:00,EI 610 Aer Lingus,Amsterdam,BAGGAGE HANDLED,Dublin (DUB),250,3540.0
2023-12-22 19:40:00,2023-12-22 20:13:00,EI 844 Aer Lingus,Amsterdam,BAGGAGE HANDLED,Cork (ORK),372,1980.0
2023-12-22 19:40:00,2023-12-22 20:11:00,KL 896 KLM,Amsterdam,BAGGAGE HANDLED,Shanghai (PVG),291,1860.0
2023-12-22 19:45:00,2023-12-22 20:33:00,WA 1066 KLM Cityhopper,Amsterdam,BAGGAGE HANDLED,Cardiff (CWL),252,2880.0
2023-12-22 19:45:00,2023-12-22 21:06:00,RO 364 Tarom,Bucharest (OTP),DEPARTED,Amsterdam,265,4860.0
2023-12-22 19:45:00,2023-12-22 21:21:00,LO 268 LOT Polish Airlines,Warsaw (WAW),DEPARTED,Amsterdam,257,5760.0
2023-12-22 19:45:00,2023-12-22 20:28:00,FR 3103 Ryanair,Dublin (DUB),DEPARTED,Amsterdam,277,2580.0
2023-12-22 19:50:00,2023-12-22 21:26:00,LH 2309 Lufthansa,Munich (MUC),DEPARTED,Amsterdam,371,5760.0
2023-12-22 19:50:00,2023-12-22 20:43:00,8R 6774 Amelia,Amsterdam,BAGGAGE HANDLED,Strasbourg (SXB),216,3180.0
2023-12-22 19:50:00,2023-12-22 19:50:00,KL 964 KLM,Amsterdam,CANCELLED,Newcastle (NCL),379,0.0
2023-12-22 19:50:00,2023-12-22 20:45:00,KL 1080 KLM,Amsterdam,BAGGAGE HANDLED,Manchester (MAN),314,3300.0
2023-12-22 19:50:00,2023-12-22 22:16:00,KL 1170 KLM,Amsterdam,BAGGAGE HANDLED,Helsinki (HEL),282,8760.0
2023-12-22 19:50:00,2023-12-22 20:34:00,KL 1182 KLM,Amsterdam,BAGGAGE HANDLED,Linkoping (LPI),291,2640.0
2023-12-22 19:50:00,2023-12-22 19:50:00,KL 1604 KLM,Amsterdam,CANCELLED,Rome (FCO),316,0.0
2023-12-22 19:50:00,2023-12-22 19:50:00,KL 1714 KLM,Amsterdam,CANCELLED,Oporto (OPO),329,0.0
2023-12-22 19:50:00,2023-12-22 20:57:00,KL 1888 KLM,Amsterdam,BAGGAGE HANDLED,Nuremberg (NUE),236,4020.0
2023-12-22 19:50:00,2023-12-22 19:50:00,KL 1833 KLM,Berlin Brandenburg (BER),DEPARTED,Amsterdam,343,0.0
2023-12-22 19:50:00,2023-12-22 22:06:00,KL 1876 KLM,Amsterdam,BAGGAGE HANDLED,Stuttgart (STR),392,8160.0
2023-12-22 19:50:00,2023-12-22 20:24:00,BA 8458 British Airways,London City (LCY),DEPARTED,Amsterdam,237,2040.0
2023-12-22 19:50:00,2023-12-22 20:49:00,AZ 113 ITA Airways,Milan Linate (LIN),DEPARTED,Amsterdam,267,3540.0
2023-12-22 19:55:00,2023-12-22 19:55:00,KL 1348 KLM,Amsterdam,CANCELLED,Billund (BLL),186,0.0
2023-12-22 19:55:00,2023-12-22 20:51:00,KL 1432 KLM,Amsterdam,BAGGAGE HANDLED,Birmingham (BHX),263,3360.0
2023-12-22 19:55:00,2023-12-22 20:44:00,KL 1478 KLM,Amsterdam,BAGGAGE HANDLED,Glasgow (GLA),343,2940.0
2023-12-22 19:55:00,2023-12-22 20:27:00,KL 1656 KLM,Amsterdam,BAGGAGE HANDLED,Venice (VCE),316,1920.0
2023-12-22 19:55:00,2023-12-22 20:38:00,KL 1674 KLM,Amsterdam,BAGGAGE HANDLED,Barcelona (BCN),263,2580.0
2023-12-22 19:55:00,2023-12-22 20:25:00,KL 1784 KLM,Amsterdam,BAGGAGE HANDLED,Hamburg (HAM),375,1800.0
2023-12-22 19:55:00,2023-12-22 19:55:00,KL 1832 KLM,Amsterdam,CANCELLED,Berlin Brandenburg (BER),339,0.0
2023-12-22 19:55:00,2023-12-22 20:42:00,KL 1248 KLM,Amsterdam,BAGGAGE HANDLED,Kristiansand (KRS),339,2820.0
2023-12-22 19:55:00,2023-12-22 20:49:00,KL 948 KLM,Amsterdam,BAGGAGE HANDLED,Belfast City Airport (BHD),344,3240.0
2023-12-22 20:00:00,2023-12-22 21:26:00,XQ 945 SunExpress,Izmir (ADB),DEPARTED,Amsterdam,274,5160.0
2023-12-22 20:00:00,2023-12-22 21:02:00,KL 1433 KLM,Birmingham (BHX),DEPARTED,Amsterdam,348,3720.0
2023-12-22 20:00:00,2023-12-22 20:58:00,LX 735 Swiss International Airlines,Zurich (ZRH),DEPARTED,Amsterdam,301,3480.0
2023-12-22 20:00:00,2023-12-22 22:47:00,OS 376 Austrian Airlines,Vienna (VIE),DEPARTED,Amsterdam,230,10020.0
2023-12-22 20:00:00,2023-12-22 20:00:00,KL 1244 KLM,Amsterdam,CANCELLED,Paris de Gaulle (CDG),340,0.0
2023-12-22 20:00:00,2023-12-22 20:40:00,KL 1218 KLM,Amsterdam,BAGGAGE HANDLED,Sandefjord (TRF),233,2400.0
2023-12-22 20:00:00,2023-12-22 20:23:00,EK 149 Emirates,Amsterdam,BAGGAGE HANDLED,Dubai International (DXB),250,1380.0
2023-12-22 20:00:00,2023-12-22 20:00:00,KL 1576 KLM,Amsterdam,CANCELLED,Athens (ATH),307,0.0
2023-12-22 20:00:00,2023-12-22 22:10:00,KL 1922 KLM,Amsterdam,BAGGAGE HANDLED,Warsaw (WAW),323,7800.0
2023-12-22 20:00:00,2023-12-22 20:48:00,OR 1662 TUI fly,Amsterdam,BAGGAGE HANDLED,Tenerife (TFS),346,2880.0
2023-12-22 20:00:00,2023-12-22 20:52:00,KL 1448 KLM,Amsterdam,BAGGAGE HANDLED,Aberdeen (ABZ),292,3120.0
2023-12-22 20:05:00,2023-12-22 20:46:00,KL 994 KLM,Amsterdam,BAGGAGE HANDLED,London City (LCY),239,2460.0
2023-12-22 20:05:00,2023-12-22 21:05:00,EZY 8681 easyJet,Amsterdam,BAGGAGE HANDLED,London Gatwick (LGW),339,3600.0
2023-12-22 20:05:00,2023-12-22 21:10:00,KL 1358 KLM,Amsterdam,BAGGAGE HANDLED,Prague (PRG),319,3900.0
2023-12-22 20:05:00,2023-12-22 21:02:00,KL 938 KLM,Amsterdam,BAGGAGE HANDLED,Dublin (DUB),386,3420.0
2023-12-22 20:05:00,2023-12-22 21:19:00,EW 2181 Eurowings,Stuttgart (STR),DEPARTED,Amsterdam,296,4440.0
2023-12-22 20:05:00,2023-12-22 20:15:00,KL 807 KLM,Manila (MNL),DEPARTED,Amsterdam,281,600.0
2023-12-22 20:10:00,2023-12-22 20:50:00,KL 1081 KLM,Manchester (MAN),DEPARTED,Amsterdam,288,2400.0
2023-12-22 20:10:00,2023-12-22 21:19:00,KL 1030 KLM,Amsterdam,BAGGAGE HANDLED,London Heathrow (LHR),300,4140.0
2023-12-22 20:15:00,2023-12-22 20:27:00,KL 979 KLM,London City (LCY),DEPARTED,Amsterdam,317,720.0
2023-12-22 20:15:00,2023-12-22 21:29:00,BA 441 British Airways,London Heathrow (LHR),DEPARTED,Amsterdam,274,4440.0
2023-12-22 20:20:00,2023-12-22 21:34:00,EI 611 Aer Lingus,Dublin (DUB),DEPARTED,Amsterdam,334,4440.0
2023-12-22 20:20:00,2023-12-22 21:30:00,KL 1134 KLM,Amsterdam,BAGGAGE HANDLED,Copenhagen (CPH),316,4200.0
2023-12-22 20:20:00,2023-12-22 21:45:00,JU 364 Air Serbia,Amsterdam,BAGGAGE HANDLED,Belgrade (BEG),310,5100.0
2023-12-22 20:20:00,2023-12-22 20:32:00,EJU 3855 easyJet Europe,Amsterdam,BAGGAGE HANDLED,Milan Malpensa (MXP),309,720.0
2023-12-22 20:25:00,2023-12-22 21:22:00,VY 8312 Vueling,Amsterdam,BAGGAGE HANDLED,Barcelona (BCN),240,3420.0
2023-12-22 20:25:00,2023-12-22 21:26:00,KL 888 KLM,Amsterdam,BAGGAGE HANDLED,Hong Kong (HKG),204,3660.0
2023-12-22 20:25:00,2023-12-22 22:23:00,EZY 3301 easyJet,Amsterdam,BAGGAGE HANDLED,Edinburgh (EDI),304,7080.0
2023-12-22 20:25:00,2023-12-22 21:17:00,EJU 5285 easyJet Europe,Amsterdam,BAGGAGE HANDLED,Berlin Brandenburg (BER),347,3120.0
2023-12-22 20:25:00,2023-12-22 21:01:00,AF 1441 Air France,Paris de Gaulle (CDG),DEPARTED,Amsterdam,269,2160.0
2023-12-22 20:30:00,2023-12-22 20:30:00,KL 1033 KLM,London Heathrow (LHR),CANCELLED,Amsterdam,399,0.0
2023-12-22 20:30:00,2023-12-22 21:08:00,BA 2546 British Airways,Amsterdam,BAGGAGE HANDLED,London Gatwick (LGW),289,2280.0
2023-12-22 20:30:00,2023-12-22 21:20:00,EZS 1517 easyJet Switzerland,Amsterdam,BAGGAGE HANDLED,Geneva (GVA),375,3000.0
2023-12-22 20:30:00,2023-12-22 20:41:00,KL 1211 KLM,Kristiansand (KRS),DEPARTED,Amsterdam,348,660.0
2023-12-22 20:35:00,2023-12-22 21:07:00,KL 1774 KLM,Amsterdam,BAGGAGE HANDLED,Frankfurt (FRA),295,1920.0
2023-12-22 20:35:00,2023-12-22 21:16:00,EZY 2521 easyJet,Amsterdam,BAGGAGE HANDLED,London Luton (LTN),366,2460.0
