time_sch,time_act,code,dest,stat,orig,pass_load,time_diff
2023-12-22 20:35:00,2023-12-22 21:40:00,BA 442 British Airways,Amsterdam,BAGGAGE HANDLED,London Heathrow (LHR),216,3900.0
2023-12-22 20:35:00,2023-12-22 21:52:00,8R 6775 Amelia,Strasbourg (SXB),DEPARTED,Amsterdam,332,4620.0
2023-12-22 20:35:00,2023-12-22 20:53:00,CZ 346 China Southern Airlines,Beijing Daxing (PKX),DEPARTED,Amsterdam,336,1080.0
2023-12-22 20:35:00,2023-12-22 21:14:00,EI 845 Aer Lingus,Cork (ORK),DEPARTED,Amsterdam,249,2340.0
2023-12-22 20:35:00,2023-12-22 20:35:00,KL 855 KLM,Seoul Incheon (ICN),DEPARTED,Amsterdam,292,0.0
2023-12-22 20:35:00,2023-12-22 21:58:00,KL 1263 KLM,Nice (NCE),DEPARTED,Amsterdam,286,4980.0
2023-12-22 20:35:00,2023-12-22 22:00:00,KL 1319 KLM,Bordeaux (BOD),DEPARTED,Amsterdam,323,5100.0
2023-12-22 20:35:00,2023-12-22 20:35:00,KL 1419 KLM,Lyon (LYS),DEPARTED,Amsterdam,298,0.0
2023-12-22 20:35:00,2023-12-22 20:35:00,KL 1501 KLM,Valencia (VLC),CANCELLED,Amsterdam,377,0.0
2023-12-22 20:35:00,2023-12-22 20:35:00,KL 1689 KLM,Bilbao (BIO),DEPARTED,Amsterdam,382,0.0
2023-12-22 20:35:00,2023-12-22 20:35:00,KL 1715 KLM,Oporto (OPO),CANCELLED,Amsterdam,374,0.0
2023-12-22 20:35:00,2023-12-22 21:07:00,KL 809 KLM,Jakarta (CGK),DEPARTED,Amsterdam,325,1920.0
2023-12-22 20:40:00,2023-12-22 21:33:00,EJU 4073 easyJet Europe,Amsterdam,BAGGAGE HANDLED,Venice (VCE),308,3180.0
2023-12-22 20:40:00,2023-12-22 20:40:00,KL 1891 KLM,Nuremberg (NUE),DEPARTED,Amsterdam,362,0.0
2023-12-22 20:40:00,2023-12-22 20:40:00,KL 1835 KLM,Berlin Brandenburg (BER),CANCELLED,Amsterdam,274,0.0
2023-12-22 20:40:00,2023-12-22 20:40:00,KL 1171 KLM,Helsinki (HEL),DEPARTED,Amsterdam,366,0.0
2023-12-22 20:40:00,2023-12-22 20:40:00,KL 1151 KLM,Oslo (OSL),DEPARTED,Amsterdam,280,0.0
2023-12-22 20:40:00,2023-12-22 21:30:00,KL 1461 KLM,Nantes (NTE),DEPARTED,Amsterdam,340,3000.0
2023-12-22 20:40:00,2023-12-22 20:40:00,KL 1659 KLM,Venice (VCE),DEPARTED,Amsterdam,281,0.0
2023-12-22 20:40:00,2023-12-22 21:07:00,KL 1789 KLM,Hamburg (HAM),DEPARTED,Amsterdam,389,1620.0
2023-12-22 20:40:00,2023-12-22 20:40:00,KL 1177 KLM,Trondheim (TRD),CANCELLED,Amsterdam,304,0.0
2023-12-22 20:40:00,2023-12-22 21:49:00,KL 1801 KLM,Munich (MUC),DEPARTED,Amsterdam,350,4140.0
2023-12-22 20:45:00,2023-12-22 22:02:00,EZY 8682 easyJet,London Gatwick (LGW),DEPARTED,Amsterdam,277,4620.0
2023-12-22 20:45:00,2023-12-22 22:56:00,KL 1269 KLM,Marseille (MRS),DEPARTED,Amsterdam,277,7860.0
2023-12-22 20:45:00,2023-12-22 21:39:00,KL 1379 KLM,Bucharest (OTP),DEPARTED,Amsterdam,340,3240.0
2023-12-22 20:45:00,2023-12-22 20:45:00,KL 1707 KLM,Madrid (MAD),DEPARTED,Amsterdam,248,0.0
2023-12-22 20:50:00,2023-12-22 21:25:00,EZY 2923 easyJet,Amsterdam,BAGGAGE HANDLED,Bristol (BRS),254,2100.0
2023-12-22 20:50:00,2023-12-22 21:49:00,KL 1991 KLM,Basel (BSL),DEPARTED,Amsterdam,390,3540.0
2023-12-22 20:50:00,2023-12-22 20:50:00,KL 1923 KLM,Gdansk (GDN),CANCELLED,Amsterdam,298,0.0
2023-12-22 20:50:00,2023-12-22 21:26:00,KL 1359 KLM,Prague (PRG),DEPARTED,Amsterdam,301,2160.0
2023-12-22 20:50:00,2023-12-22 22:40:00,KL 1163 KLM,Gothenburg (GOT),DEPARTED,Amsterdam,268,6600.0
2023-12-22 20:50:00,2023-12-22 21:35:00,EZY 8685 easyJet,Amsterdam,BAGGAGE HANDLED,London Gatwick (LGW),390,2700.0
2023-12-22 20:50:00,2023-12-22 20:50:00,KL 1964 KLM,Amsterdam,CANCELLED,Zurich (ZRH),377,0.0
2023-12-22 20:55:00,2023-12-22 21:23:00,KL 1150 KLM,Amsterdam,BAGGAGE HANDLED,Oslo (OSL),311,1680.0
2023-12-22 20:55:00,2023-12-22 22:00:00,EZY 3445 easyJet,Amsterdam,BAGGAGE HANDLED,Liverpool (LPL),365,3900.0
2023-12-22 20:55:00,2023-12-22 21:40:00,EJU 3856 easyJet Europe,Milan Malpensa (MXP),DEPARTED,Amsterdam,299,2700.0
2023-12-22 20:55:00,2023-12-22 21:37:00,EY 78 Etihad Airways,Abu Dhabi (AUH),DEPARTED,Amsterdam,358,2520.0
2023-12-22 20:55:00,2023-12-22 21:25:00,KL 1121 KLM,Stockholm (ARN),DEPARTED,Amsterdam,250,1800.0
2023-12-22 20:55:00,2023-12-22 21:15:00,KL 1183 KLM,Linkoping (LPI),DEPARTED,Amsterdam,286,1200.0
2023-12-22 20:55:00,2023-12-22 22:14:00,KL 1559 KLM,Turin (TRN),DEPARTED,Amsterdam,361,4740.0
2023-12-22 20:55:00,2023-12-22 22:42:00,KL 1581 KLM,Athens (ATH),DEPARTED,Amsterdam,227,6420.0
2023-12-22 20:55:00,2023-12-22 21:12:00,KL 1681 KLM,Barcelona (BCN),DEPARTED,Amsterdam,326,1020.0
2023-12-22 21:00:00,2023-12-22 23:41:00,KL 1309 KLM,Toulouse (TLS),DEPARTED,Amsterdam,216,9660.0
2023-12-22 21:00:00,2023-12-22 22:15:00,EJU 5286 easyJet Europe,Berlin Brandenburg (BER),DEPARTED,Amsterdam,262,4500.0
2023-12-22 21:00:00,2023-12-22 23:26:00,EZY 3302 easyJet,Edinburgh (EDI),DEPARTED,Amsterdam,233,8760.0
2023-12-22 21:00:00,2023-12-22 21:37:00,BA 8457 British Airways,Amsterdam,BAGGAGE HANDLED,London City (LCY),191,2220.0
2023-12-22 21:00:00,2023-12-22 21:26:00,KL 701 KLM,Santiago (SCL),DEPARTED,Amsterdam,227,1560.0
2023-12-22 21:00:00,2023-12-22 21:00:00,EZY 2167 easyJet,Amsterdam,CANCELLED,Manchester (MAN),311,0.0
2023-12-22 21:00:00,2023-12-22 21:47:00,VY 8304 Vueling,Amsterdam,BAGGAGE HANDLED,Barcelona (BCN),359,2820.0
2023-12-22 21:00:00,2023-12-22 22:00:00,KL 1849 KLM,Vienna (VIE),DEPARTED,Amsterdam,290,3600.0
2023-12-22 21:00:00,2023-12-22 21:00:00,KL 1435 KLM,Birmingham (BHX),DEPARTED,Amsterdam,279,0.0
2023-12-22 21:00:00,2023-12-22 22:03:00,KL 1609 KLM,Rome (FCO),DEPARTED,Amsterdam,371,3780.0
2023-12-22 21:00:00,2023-12-22 21:00:00,KL 1647 KLM,Florence (FLR),CANCELLED,Amsterdam,349,0.0
2023-12-22 21:00:00,2023-12-22 21:33:00,KL 1761 KLM,Bremen (BRE),DEPARTED,Amsterdam,313,1980.0
2023-12-22 21:00:00,2023-12-22 21:00:00,KL 1221 KLM,Sandefjord (TRF),CANCELLED,Amsterdam,310,0.0
2023-12-22 21:00:00,2023-12-22 21:21:00,KL 1939 KLM,Zagreb (ZAG),DEPARTED,Amsterdam,297,1260.0
2023-12-22 21:00:00,2023-12-22 22:14:00,KL 1969 KLM,Zurich (ZRH),DEPARTED,Amsterdam,348,4440.0
2023-12-22 21:00:00,2023-12-22 23:51:00,KL 1999 KLM,Krakow (KRK),DEPARTED,Amsterdam,255,10260.0
2023-12-22 21:05:00,2023-12-22 22:07:00,EZS 1518 easyJet Switzerland,Geneva (GVA),DEPARTED,Amsterdam,405,3720.0
2023-12-22 21:05:00,2023-12-22 21:05:00,SK 553 Scandinavian Airlines,Amsterdam,CANCELLED,Copenhagen (CPH),347,0.0
2023-12-22 21:05:00,2023-12-22 22:11:00,KL 1024 KLM,Amsterdam,BAGGAGE HANDLED,London Heathrow (LHR),328,3960.0
2023-12-22 21:05:00,2023-12-22 21:50:00,KL 1915 KLM,Hanover (HAJ),DEPARTED,Amsterdam,346,2700.0
2023-12-22 21:05:00,2023-12-22 22:00:00,KL 1981 KLM,Budapest (BUD),DEPARTED,Amsterdam,306,3300.0
2023-12-22 21:05:00,2023-12-22 21:37:00,KL 1089 KLM,Cork (ORK),DEPARTED,Amsterdam,276,1920.0
2023-12-22 21:05:00,2023-12-22 23:11:00,JU 365 Air Serbia,Belgrade (BEG),DEPARTED,Amsterdam,321,7560.0
2023-12-22 21:05:00,2023-12-22 21:28:00,KL 1337 KLM,Aalborg (AAL),DEPARTED,Amsterdam,252,1380.0
2023-12-22 21:10:00,2023-12-22 21:29:00,FR 5298 Ryanair,Amsterdam,BAGGAGE HANDLED,Dublin (DUB),260,1140.0
2023-12-22 21:10:00,2023-12-22 22:45:00,EJU 7806 easyJet Europe,Amsterdam,BAGGAGE HANDLED,Milan Linate (LIN),331,5700.0
2023-12-22 21:10:00,2023-12-22 21:36:00,KL 835 KLM,Denpasar (DPS),DEPARTED,Amsterdam,276,1560.0
2023-12-22 21:10:00,2023-12-22 21:10:00,KL 992 KLM,Amsterdam,CANCELLED,London City (LCY),310,0.0
2023-12-22 21:10:00,2023-12-22 21:43:00,TK 1955 Turkish Airlines,Amsterdam,BAGGAGE HANDLED,Istanbul Airport (IST),256,1980.0
2023-12-22 21:10:00,2023-12-22 21:10:00,KL 1139 KLM,Copenhagen (CPH),DEPARTED,Amsterdam,217,0.0
2023-12-22 21:10:00,2023-12-22 21:10:00,KL 1193 KLM,Bergen (BGO),CANCELLED,Amsterdam,383,0.0
2023-12-22 21:10:00,2023-12-22 22:51:00,KL 1205 KLM,Stavanger (SVG),DEPARTED,Amsterdam,364,6060.0
2023-12-22 21:10:00,2023-12-22 21:10:00,KL 1697 KLM,Lisbon (LIS),DEPARTED,Amsterdam,319,0.0
2023-12-22 21:10:00,2023-12-22 21:32:00,KL 1934 KLM,Amsterdam,BAGGAGE HANDLED,Geneva (GVA),316,1320.0
2023-12-22 21:15:00,2023-12-22 22:13:00,PC 1255 Pegasus Airlines,Amsterdam,BAGGAGE HANDLED,Istanbul Sabiha (SAW),288,3480.0
2023-12-22 21:15:00,2023-12-22 22:17:00,EJU 4074 easyJet Europe,Venice (VCE),DEPARTED,Amsterdam,238,3720.0
2023-12-22 21:20:00,2023-12-22 22:05:00,KL 1539 KLM,Teesside International (MME),DEPARTED,Amsterdam,329,2700.0
2023-12-22 21:20:00,2023-12-22 21:39:00,KL 1627 KLM,Milan Linate (LIN),DEPARTED,Amsterdam,342,1140.0
2023-12-22 21:20:00,2023-12-22 22:08:00,KL 1863 KLM,Dusseldorf (DUS),DEPARTED,Amsterdam,338,2880.0
2023-12-22 21:20:00,2023-12-22 22:07:00,KL 1879 KLM,Stuttgart (STR),DEPARTED,Amsterdam,221,2820.0
2023-12-22 21:20:00,2023-12-22 22:05:00,KL 1527 KLM,Norwich (NWI),DEPARTED,Amsterdam,279,2700.0
2023-12-22 21:20:00,2023-12-22 22:03:00,KL 1937 KLM,Geneva (GVA),DEPARTED,Amsterdam,239,2580.0
2023-12-22 21:20:00,2023-12-22 21:20:00,KL 1998 KLM,Amsterdam,CANCELLED,Krakow (KRK),312,0.0
2023-12-22 21:20:00,2023-12-22 21:20:00,KL 1634 KLM,Amsterdam,CANCELLED,Milan Malpensa (MXP),328,0.0
2023-12-22 21:20:00,2023-12-22 22:03:00,KL 1595 KLM,Bologna (BLQ),DEPARTED,Amsterdam,320,2580.0
2023-12-22 21:20:00,2023-12-22 22:25:00,KL 1899 KLM,Belgrade (BEG),DEPARTED,Amsterdam,266,3900.0
2023-12-22 21:20:00,2023-12-22 22:14:00,EZY 2522 easyJet,London Luton (LTN),DEPARTED,Amsterdam,335,3240.0
2023-12-22 21:20:00,2023-12-22 22:43:00,BA 2547 British Airways,London Gatwick (LGW),DEPARTED,Amsterdam,327,4980.0
2023-12-22 21:25:00,2023-12-22 22:39:00,EZY 2924 easyJet,Bristol (BRS),DEPARTED,Amsterdam,341,4440.0
2023-12-22 21:25:00,2023-12-22 22:45:00,EZY 3446 easyJet,Liverpool (LPL),DEPARTED,Amsterdam,244,4800.0
2023-12-22 21:25:00,2023-12-22 21:49:00,KL 939 KLM,Dublin (DUB),DEPARTED,Amsterdam,258,1440.0
2023-12-22 21:25:00,2023-12-22 22:08:00,KL 1749 KLM,Luxembourg (LUX),DEPARTED,Amsterdam,288,2580.0
2023-12-22 21:25:00,2023-12-22 22:25:00,OR 1632 TUI fly,Amsterdam,BAGGAGE HANDLED,Las Palmas de Gran Canaria (LPA),246,3600.0
2023-12-22 21:30:00,2023-12-22 22:53:00,BA 443 British Airways,London Heathrow (LHR),DEPARTED,Amsterdam,253,4980.0
2023-12-22 21:30:00,2023-12-22 21:49:00,CD 512 Corendon Dutch Airlines,Amsterdam,BAGGAGE HANDLED,Banjul (BJL),308,1140.0
2023-12-22 21:30:00,2023-12-22 22:00:00,EZY 2168 easyJet,Manchester (MAN),CANCELLED,Amsterdam,269,1800.0
2023-12-22 21:30:00,2023-12-22 22:19:00,KL 1275 KLM,Wroclaw (WRO),DEPARTED,Amsterdam,255,2940.0
2023-12-22 21:30:00,2023-12-22 22:26:00,EZY 8686 easyJet,London Gatwick (LGW),DEPARTED,Amsterdam,382,3360.0
2023-12-22 21:30:00,2023-12-22 22:45:00,KL 1369 KLM,Warsaw (WAW),DEPARTED,Amsterdam,315,4500.0
2023-12-22 21:35:00,2023-12-22 22:24:00,FR 5299 Ryanair,Dublin (DUB),DEPARTED,Amsterdam,284,2940.0
2023-12-22 21:35:00,2023-12-22 22:21:00,KL 1293 KLM,Edinburgh (EDI),DEPARTED,Amsterdam,387,2760.0
2023-12-22 21:35:00,2023-12-22 21:57:00,VY 8436 Vueling,Amsterdam,BAGGAGE HANDLED,Lisbon (LIS),375,1320.0
2023-12-22 21:40:00,2023-12-22 22:30:00,KL 1493 KLM,Humberside (HUY),DEPARTED,Amsterdam,251,3000.0
2023-12-22 21:40:00,2023-12-22 23:14:00,VY 8305 Vueling,Barcelona (BCN),DEPARTED,Amsterdam,278,5640.0
2023-12-22 21:40:00,2023-12-22 21:50:00,CZ 308 China Southern Airlines,Guangzhou (CAN),DEPARTED,Amsterdam,375,600.0
2023-12-22 21:40:00,2023-12-22 21:52:00,HV 6146 Transavia,Amsterdam,BAGGAGE HANDLED,Alicante (ALC),244,720.0
2023-12-22 21:40:00,2023-12-22 22:34:00,KL 1349 KLM,Billund (BLL),DEPARTED,Amsterdam,355,3240.0
2023-12-22 21:45:00,2023-12-22 21:58:00,KL 1368 KLM,Amsterdam,BAGGAGE HANDLED,Warsaw (WAW),289,780.0
2023-12-22 21:45:00,2023-12-22 22:21:00,KL 1800 KLM,Amsterdam,BAGGAGE HANDLED,Munich (MUC),369,2160.0
2023-12-22 21:45:00,2023-12-22 22:17:00,KL 1083 KLM,Manchester (MAN),DEPARTED,Amsterdam,275,1920.0
2023-12-22 21:45:00,2023-12-22 22:18:00,KL 1733 KLM,Brussels (BRU),DEPARTED,Amsterdam,214,1980.0
2023-12-22 21:45:00,2023-12-22 21:45:00,SK 554 Scandinavian Airlines,Copenhagen (CPH),CANCELLED,Amsterdam,339,0.0
2023-12-22 21:50:00,2023-12-22 22:02:00,KL 1246 KLM,Amsterdam,BAGGAGE HANDLED,Paris de Gaulle (CDG),302,720.0
2023-12-22 21:55:00,2023-12-22 22:18:00,VY 8311 Vueling,Amsterdam,BAGGAGE HANDLED,Barcelona (BCN),317,1380.0
2023-12-22 22:00:00,2023-12-22 22:00:00,BA 444 British Airways,Amsterdam,BAGGAGE HANDLED,London Heathrow (LHR),348,0.0
2023-12-22 22:00:00,2023-12-22 22:00:00,EJU 7808 easyJet Europe,Amsterdam,BAGGAGE HANDLED,Milan Bergamo (BGY),359,0.0
2023-12-22 22:00:00,2023-12-22 22:00:00,EJU 7864 easyJet Europe,Amsterdam,BAGGAGE HANDLED,Basel (BSL),323,0.0
2023-12-22 22:00:00,2023-12-22 22:42:00,EK 150 Emirates,Dubai International (DXB),DEPARTED,Amsterdam,308,2520.0
2023-12-22 22:00:00,2023-12-22 22:26:00,KL 1069 KLM,Cardiff (CWL),DEPARTED,Amsterdam,338,1560.0
2023-12-22 22:05:00,2023-12-22 22:38:00,HV 6868 Transavia,Amsterdam,BAGGAGE HANDLED,Athens (ATH),313,1980.0
2023-12-22 22:05:00,2023-12-22 22:30:00,LH 1002 Lufthansa,Amsterdam,BAGGAGE HANDLED,Frankfurt (FRA),349,1500.0
2023-12-22 22:10:00,2023-12-22 22:10:00,EJU 7926 easyJet Europe,Amsterdam,CANCELLED,Prague (PRG),304,0.0
2023-12-22 22:10:00,2023-12-22 22:10:00,EJU 7832 easyJet Europe,Amsterdam,BAGGAGE HANDLED,London Luton (LTN),383,0.0
2023-12-22 22:10:00,2023-12-22 23:25:00,EJU 7938 easyJet Europe,Amsterdam,BAGGAGE HANDLED,Copenhagen (CPH),242,4500.0
2023-12-22 22:15:00,2023-12-22 22:15:00,KL 1676 KLM,Amsterdam,CANCELLED,Barcelona (BCN),337,0.0
2023-12-22 22:15:00,2023-12-22 22:32:00,KL 998 KLM,Amsterdam,BAGGAGE HANDLED,London City (LCY),314,1020.0
2023-12-22 22:15:00,2023-12-22 23:17:00,EJU 7962 easyJet Europe,Amsterdam,BAGGAGE HANDLED,Lisbon (LIS),308,3720.0
2023-12-22 22:15:00,2023-12-22 23:01:00,OS 377 Austrian Airlines,Amsterdam,BAGGAGE HANDLED,Vienna (VIE),209,2760.0
2023-12-22 22:20:00,2023-12-22 22:45:00,EJU 7846 easyJet Europe,Amsterdam,BAGGAGE HANDLED,Birmingham (BHX),269,1500.0
2023-12-22 22:20:00,2023-12-22 22:57:00,EJU 8675 easyJet Europe,Amsterdam,BAGGAGE HANDLED,London Gatwick (LGW),249,2220.0
2023-12-22 22:20:00,2023-12-22 22:20:00,TP 674 TAP Air Portugal,Amsterdam,BAGGAGE HANDLED,Lisbon (LIS),195,0.0
2023-12-22 22:25:00,2023-12-22 22:36:00,LX 736 Swiss International Airlines,Amsterdam,BAGGAGE HANDLED,Zurich (ZRH),275,660.0
2023-12-22 22:30:00,2023-12-22 23:07:00,LO 269 LOT Polish Airlines,Amsterdam,BAGGAGE HANDLED,Warsaw (WAW),322,2220.0
2023-12-22 22:35:00,2023-12-22 22:35:00,KL 1032 KLM,Amsterdam,BAGGAGE HANDLED,London Heathrow (LHR),274,0.0
2023-12-22 22:35:00,2023-12-22 22:35:00,LH 2310 Lufthansa,Amsterdam,CANCELLED,Munich (MUC),354,0.0
2023-12-22 22:40:00,2023-12-22 22:40:00,KL 1551 KLM,Leeds Bradford (LBA),CANCELLED,Amsterdam,231,0.0
2023-12-22 22:40:00,2023-12-22 22:40:00,KL 1057 KLM,Bristol (BRS),CANCELLED,Amsterdam,276,0.0
2023-12-22 22:40:00,2023-12-22 23:13:00,KL 965 KLM,Newcastle (NCL),DEPARTED,Amsterdam,325,1980.0
2023-12-22 22:40:00,2023-12-22 22:40:00,AZ 118 ITA Airways,Amsterdam,BAGGAGE HANDLED,Milan Linate (LIN),242,0.0
2023-12-22 22:45:00,2023-12-22 23:03:00,KL 1451 KLM,Aberdeen (ABZ),DEPARTED,Amsterdam,276,1080.0
2023-12-22 23:00:00,2023-12-22 23:00:00,KL 980 KLM,Amsterdam,BAGGAGE HANDLED,London City (LCY),402,0.0
2023-12-22 23:00:00,2023-12-22 23:14:00,KL 1118 KLM,Amsterdam,BAGGAGE HANDLED,Stockholm (ARN),323,840.0
2023-12-22 23:00:00,2023-12-22 23:00:00,KL 1706 KLM,Amsterdam,CANCELLED,Madrid (MAD),256,0.0
2023-12-22 23:00:00,2023-12-22 23:33:00,KL 1434 KLM,Amsterdam,BAGGAGE HANDLED,Birmingham (BHX),298,1980.0
2023-12-22 23:05:00,2023-12-22 23:34:00,TK 1956 Turkish Airlines,Istanbul Airport (IST),DEPARTED,Amsterdam,296,1740.0
2023-12-22 23:05:00,2023-12-23 00:13:00,KL 1136 KLM,Amsterdam,BAGGAGE HANDLED,Copenhagen (CPH),292,-82320.0
2023-12-22 23:20:00,2023-12-22 23:20:00,KL 1834 KLM,Amsterdam,BAGGAGE HANDLED,Berlin Brandenburg (BER),334,0.0
2023-12-22 23:20:00,2023-12-22 23:58:00,KL 1082 KLM,Amsterdam,BAGGAGE HANDLED,Manchester (MAN),289,2280.0
2023-12-22 23:25:00,2023-12-22 23:25:00,OR 3701 TUI fly,Amsterdam,BAGGAGE HANDLED,Boavista Island (BVC),299,0.0
2023-12-22 23:25:00,2023-12-22 23:25:00,KL 1608 KLM,Amsterdam,BAGGAGE HANDLED,Rome (FCO),385,0.0
2023-12-22 23:25:00,2023-12-22 23:25:00,HV 5754 Transavia,Amsterdam,BAGGAGE HANDLED,Marrakech (RAK),280,0.0
2023-12-22 23:40:00,2023-12-23 00:03:00,HV 5952 Transavia,Amsterdam,BAGGAGE HANDLED,Lisbon (LIS),291,-85020.0
2023-12-22 23:40:00,2023-12-23 00:00:00,HV 6902 Transavia,Amsterdam,BAGGAGE HANDLED,Dubai International (DXB),386,-85200.0
2023-12-22 23:40:00,2023-12-23 02:31:00,HV 5820 Transavia,Amsterdam,BAGGAGE HANDLED,Bari (BRI),288,-76140.0
2023-12-22 23:55:00,2023-12-23 00:47:00,HV 6332 Transavia,Amsterdam,BAGGAGE HANDLED,Valencia (VLC),329,-83280.0
