code,time_sch,dest,time_act,commercial,orig
CX 261,00:05,Paris,Dep 00:09,1,HKG
RH 358,00:05,"Almaty
Milan/MXP",Dep 07:08,0,HKG
CX 2035,00:10,HKG,At gate 23:55 (20/12/2023),0,"Osaka/Kansai
Taipei"
MU 725,00:15,HKG,At gate 00:29,1,Shanghai/PVG
CX 289,00:15,Frankfurt,Dep 00:17,1,HKG
CX 880,00:15,Los Angeles,Dep 00:17,1,HKG
HX 313,00:20,HKG,At gate 00:09,1,Beijing/PEK
LD 681,00:20,HKG,At gate 00:36,0,Taipei
CX 636,00:20,HKG,At gate 00:26,1,Singapore
KZ 203,00:25,HKG,At gate 01:06,0,Tokyo/NRT
CX 105,00:25,Melbourne,Dep 00:43,1,HKG
LD 392,00:25,HKG,At gate 00:09,0,Penang
UO 863,00:30,HKG,At gate 02:26,1,Osaka/Kansai
7C 2107,00:30,HKG,At gate 01:42,1,Seoul/ICN
UO 651,00:30,HKG,At gate 01:44,1,Tokyo/NRT
OZ 746,00:30,Seoul/ICN,Dep 01:39,1,HKG
QR 815,00:30,Doha,Dep 00:26,1,HKG
EK 381,00:35,Dubai,Dep 00:44,1,HKG
CX 3170,00:40,"Miami
Anchorage
Houston",Dep 02:35,0,HKG
KE 179,00:40,HKG,At gate 01:27,1,Seoul/ICN
LD 129,00:45,HKG,At gate 01:19,0,Seoul/ICN
LD 456,00:45,HKG,At gate 00:47,0,"Cebu
Manila"
MM 067,00:45,HKG,At gate 01:36,1,Osaka/Kansai
CX 233,00:50,Milan/MXP,Dep 00:52,1,HKG
CX 3069,00:55,HKG,At gate 12:54,0,"Felipe Angeles
Guadalajara
Anchorage"
KE 178,00:55,Seoul/ICN,Dep 02:04,1,HKG
UO 627,00:55,HKG,At gate 01:49,1,Seoul/ICN
EK 9278,00:55,HKG,At gate 00:47,0,Dubai
LD 205,01:00,HKG,At gate 01:14,0,Osaka/Kansai
GTR3935,01:00,"Nur-Sultan
Budapest",Dep 05:09,0,HKG
CI 5835,01:00,HKG,At gate 06:22,0,Taipei
CX 888,01:00,Vancouver,Dep 01:14,1,HKG
FX 9730,01:00,Anchorage,Dep 03:04,0,HKG
7C 2185,01:05,HKG,At gate 02:22,1,Jeju
LD 769,01:10,HKG,At gate 02:10,0,Beijing/PEK
CX 219,01:10,Manchester,Dep 01:17,1,HKG
ES 726,01:10,Bahrain,Dep 01:17,0,HKG
NH 8511,01:10,HKG,At gate 01:27,0,Tokyo/NRT
LD 217,01:15,HKG,At gate 01:26,0,Nagoya
CX 006,01:15,Tokyo/NRT,Dep 04:07,0,HKG
UO 693,01:15,HKG,At gate 02:40,1,Tokyo/NRT
8K 525,01:20,HKG,At gate 01:30,0,Hanoi
KE 313,01:20,HKG,At gate 01:55,0,Seoul/ICN
HX 763,01:20,Bangkok,Dep 01:18,1,HKG
LD 562,01:20,HKG,At gate 01:38,0,Ho Chi Minh
HX 611,01:25,HKG,At gate 02:31,1,Tokyo/NRT
BR 6535,01:25,HKG,At gate 01:36,0,Taipei
LD 842,01:25,HKG,At gate 01:15,0,Bangkok
LD 326,01:25,HKG,At gate 01:28,0,Singapore
CX 524,01:25,Tokyo/NRT,Dep 02:11,1,HKG
LD 783,01:25,HKG,At gate 01:48,0,Shanghai/PVG
7C 2108,01:30,Seoul/ICN,Dep 02:53,1,HKG
TW 117,01:30,HKG,At gate 03:02,1,Seoul/ICN
TH 3507,01:30,HKG,At gate 01:21,0,Subang
LD 209,01:30,HKG,At gate 01:58,0,Tokyo/NRT
MM 068,01:35,Osaka/Kansai,Dep 02:33,1,HKG
CV 7333,01:40,"Ashgabat
Budapest
Luxembourg",Dep 02:25,0,HKG
CX 566,01:50,Osaka/Kansai,Dep 02:03,1,HKG
HX 707,01:55,Denpasar,Dep 02:09,1,HKG
HX 285,02:00,HKG,At gate 01:54,1,Taipei
RH 318,02:00,HKG,At gate 03:19 (22/12/2023),0,Hanoi
CX 3248,02:00,HKG,At gate 02:03,0,Hanoi
3S 520,02:00,HKG,At gate 01:05,0,"Leipzig
Bahrain"
KE 180,02:05,Seoul/ICN,Dep 02:23,1,HKG
HX 606,02:20,Tokyo/NRT,Dep 02:25,1,HKG
7C 2186,02:25,Jeju,Dep 03:15,1,HKG
TW 118,02:30,Seoul/ICN,Dep 04:01,1,HKG
OZ 967,02:35,HKG,At gate 04:41,0,Seoul/ICN
HX 637,02:35,HKG,At gate 03:51,1,Osaka/Kansai
5X 004,02:40,HKG,At gate 02:50,0,"Philadelphia
Cologne
London/STN"
NH 8512,02:40,Tokyo/NRT,Dep 02:45,0,HKG
UO 676,02:40,Jeju,Dep 03:28,1,HKG
KZ 202,02:45,Tokyo/NRT,Dep 02:58,0,HKG
HX 602,02:50,Osaka/Kansai,Dep 02:42,1,HKG
QY 546,02:55,HKG,At gate 03:01,0,"Leipzig
Delhi"
RH 962,02:55,Osaka/Kansai,Dep 03:13,0,HKG
ES 727,02:55,HKG,At gate 02:38,0,Bahrain
CI 5836,03:00,Taipei,Dep 08:07,0,HKG
CX 3254,03:00,Shanghai/PVG,Dep 03:19,0,HKG
LD 327,03:20,Singapore,Dep 03:41,0,HKG
LD 768,03:20,Beijing/PEK,Dep 03:32,0,HKG
CX 844,03:20,New York/JFK,Dep 04:02,1,HKG
KE 314,03:20,Seoul/ICN,Dep 04:16,0,HKG
LD 128,03:25,Seoul/ICN,Dep 03:32,0,HKG
LD 720,03:25,Chengdu,Dep 03:26,0,HKG
BR 6536,03:25,Taipei,Dep 03:34,0,HKG
K4 250,03:25,HKG,Est at 23:25 (22/12/2023),0,"Miami
Anchorage"
LD 204,03:30,Osaka/Kansai,Dep 03:46,0,HKG
8K 526,03:30,Bangkok,Dep 03:45,0,HKG
D0 514,03:35,HKG,At gate 03:37,0,"East Midlands
Dubai"
LD 457,03:40,"Manila
Cebu",Dep 04:13,0,HKG
3S 632,03:40,HKG,At gate 03:51,0,"Frankfurt
Mumbai"
LD 831,03:40,Bangkok,Dep 03:59,0,HKG
LD 216,03:45,Nagoya,Dep 03:56,0,HKG
TH 3508,03:45,Subang,Dep 04:23,0,HKG
LD 208,03:45,Tokyo/NRT,Dep 04:00,0,HKG
LD 561,03:45,Ho Chi Minh,Dep 03:58,0,HKG
LD 782,03:50,Shanghai/PVG,Dep 04:07,0,HKG
ES 745,03:55,HKG,At gate 03:40,0,"Bahrain
Bangkok"
LD 391,04:00,Penang,Dep 04:22,0,HKG
EK 9885,04:10,Dubai/DWC,Dep 04:13,0,HKG
K4 612,04:10,HKG,At gate 20:12,0,"Cincinnati
Anchorage"
UO 623,04:10,HKG,At gate 05:15,1,Tokyo/HND
3S 539,04:15,"Singapore
Leipzig",Dep 04:33,0,HKG
LD 680,04:20,Taipei,Dep 05:11,0,HKG
UO 765,04:20,HKG,At gate 03:58,1,Phuket
ES 738,04:25,"Bengaluru
Bahrain",Dep 05:05,0,HKG
LD 721,04:25,HKG,At gate 04:03,0,Chengdu
FX 021,04:30,HKG,At gate 04:29,0,Osaka/Kansai
CX 3142,04:30,HKG,At gate 04:32,0,Delhi
RH 4569,04:30,HKG,At gate 20:36,0,Taipei
3S 522,04:30,HKG,At gate 03:46,0,"Leipzig
Bahrain"
5Y 8131,04:50,"Delhi
Anchorage",Dep 05:45,0,HKG
D0 038,04:50,HKG,At gate 06:28,0,"East Midlands
Almaty"
CX 086,05:00,"Anchorage
Felipe Angeles",Dep 06:27,0,HKG
7L 1922,05:00,HKG,Est at 12:00 (22/12/2023),0,"Baku
Tashkent"
CX 040,05:05,HKG,At gate 06:13,0,Mumbai
PO 785,05:05,HKG,At gate 12:47,0,"Miami
Anchorage"
HB 232,05:10,HKG,At gate 05:09,1,Manila
RH 354,05:10,HKG,At gate 05:02,0,Manila
CX 714,05:20,HKG,At gate 05:03,1,Singapore
QR 8058,05:25,HKG,At gate 05:43,0,"Doha
Almaty"
CX 829,05:25,HKG,At gate 05:21,1,Toronto
3S 580,05:35,HKG,At gate 06:35,0,"Leipzig
Seoul/ICN"
D0 513,05:35,"Dubai
East Midlands",Dep 06:00,0,HKG
ES 724,05:35,Bahrain,Dep 05:59,0,HKG
3S 633,05:40,"Dubai/DWC
Frankfurt",Dep 05:37,0,HKG
UK 101,05:55,HKG,At gate 05:13,1,Delhi
HX 780,05:55,HKG,At gate 05:54,1,Bangkok
UO 629,05:55,HKG,At gate 07:49,1,Tokyo/HND
CX 796,06:00,HKG,At gate 06:01,1,Jakarta
QY 547,06:00,"Almaty
Cologne",Dep 06:31,0,HKG
K4 284,06:05,HKG,At gate 07:04,0,"YHM
Los Angeles"
CX 873,06:15,HKG,At gate 06:28,1,San Francisco
CX 698,06:15,HKG,At gate 05:55,1,Delhi
AI 314,06:15,HKG,At gate 06:25,1,Delhi
CX 382,06:20,HKG,At gate 07:07,1,Zurich
RH 331,06:25,Bangkok,Dep 11:04,0,HKG
3S 522,06:30,"Tokyo/NRT
Cincinnati",Dep 06:36,0,HKG
EY 947,06:35,HKG,At gate 06:06,0,Abu Dhabi
CX 843,06:35,HKG,At gate 06:42,1,New York/JFK
O3 6925,06:40,HKG,At gate 06:49,0,Ningbo
CX 865,06:45,HKG,At gate 07:18,1,Vancouver
UA 877,06:45,HKG,At gate 06:59,1,San Francisco
FX 021,06:50,"Liege
Memphis",Dep 06:23,0,HKG
CX 288,06:50,HKG,At gate 07:13,1,Frankfurt
CX 3280,06:55,"Los Angeles
Anchorage
Portland",Dep 08:30,0,HKG
D0 039,06:55,"Almaty
East Midlands",Dep 07:40,0,HKG
CX 178,06:55,HKG,At gate 07:04,1,Melbourne
RH 352,07:00,HKG,At gate 07:14,0,Manila
K4 613,07:00,"Anchorage
New York/JFK",Est at 13:45 (22/12/2023),0,HKG
CX 260,07:00,HKG,At gate 06:33,1,Paris
K4 251,07:05,"Anchorage
Miami",Est at 07:00 (23/12/2023),0,HKG
HX 762,07:05,HKG,At gate 06:41,1,Bangkok
5Y 8892,07:10,Anchorage,Dep 23:57,0,HKG
UO 618,07:10,Seoul/ICN,Dep 07:08,1,HKG
5Y 8523,07:15,"Anchorage
Chicago",Dep 07:16,0,HKG
CX 2061,07:15,HKG,At gate 06:55,0,Chengdu
CX 881,07:20,HKG,At gate 07:10,1,Los Angeles
OZ 968,07:20,Seoul/ICN,Dep 08:40,0,HKG
HX 682,07:25,Okinawa,Dep 07:25,1,HKG
QR 8059,07:25,Doha,Dep 08:14,0,HKG
CX 366,07:30,Shanghai/PVG,Dep 07:38,1,HKG
CX 907,07:30,Manila,Dep 07:37,1,HKG
7L 1923,07:30,Baku,Est at 14:00 (22/12/2023),0,HKG
UO 724,07:35,Phuket,Dep 07:40,1,HKG
CX 270,07:35,HKG,At gate 07:24,1,Amsterdam
SQ 7191,07:35,HKG,At gate 09:09,0,"Los Angeles
Anchorage"
UO 820,07:35,Okinawa,Dep 07:49,1,HKG
UO 550,07:35,Hanoi,Dep 07:39,1,HKG
5Y 8763,07:40,"Anchorage
Chicago",Dep 22:17,0,HKG
MU 726,07:40,Shanghai/PVG,Dep 07:44,1,HKG
CX 252,07:40,HKG,At gate 07:19,1,London/LHR
UO 600,07:45,Fukuoka,Dep 07:57,1,HKG
AI 315,07:45,Delhi,Dep 10:28,1,HKG
3S 593,07:45,"Delhi
Leipzig",Dep 08:44,0,HKG
CX 140,07:45,HKG,At gate 08:06,1,Perth
UO 704,07:50,Bangkok,Dep 07:56,1,HKG
CX 691,07:50,Singapore,Dep 07:52,1,HKG
CX 982,07:55,Guangzhou,Dep 08:25,1,HKG
HX 452,07:55,Chengdu Tianfu,Dep 07:57,1,HKG
O3 6926,07:55,Ningbo,Dep 07:39,0,HKG
5X 067,08:00,HKG,At gate 08:37,0,"Louisville
Ho Chi Minh"
UO 130,08:00,Kaohsiung,Dep 08:01,1,HKG
5Y 9447,08:00,HKG,At gate 08:18,0,Rzeszow
CX 488,08:00,Taipei,Dep 08:08,1,HKG
HX 764,08:05,HKG,At gate 07:48,1,Bangkok
CX 976,08:05,HKG,At gate 08:04,1,Manila
CX 932,08:05,Chongqing,Dep 08:11,1,HKG
CX 596,08:10,Osaka/Kansai,Dep 08:18,1,HKG
CI 922,08:10,Taipei,Dep 08:10,1,HKG
CX 526,08:10,Tokyo/NRT,Dep 08:14,1,HKG
CX 434,08:10,Seoul/ICN,Dep 08:13,1,HKG
RW 662,08:10,HKG,At gate 08:29,1,Clark
5J 272,08:10,HKG,At gate 08:38,1,Manila
CX 633,08:15,Penang,Dep 08:21,1,HKG
HB 340,08:15,Osaka/Kansai,Dep 08:19,1,HKG
CV 4963,08:15,HKG,At gate 07:57,0,"Luxembourg
Kuwait"
CX 257,08:25,London/LHR,Dep 08:49,1,HKG
UO 552,08:25,Da Nang,Dep 08:34,1,HKG
HB 760,08:25,Seoul/ICN,Dep 08:28,1,HKG
CX 767,08:25,Ho Chi Minh,Dep 08:37,1,HKG
UO 846,08:25,Kagoshima,Dep 08:27,1,HKG
CX 3116,08:25,HKG,At gate 08:25,0,Chennai
CX 936,08:30,Wuhan,Dep 08:48,1,HKG
CA 118,08:30,Beijing/PEK,Dep 08:33,1,HKG
CX 705,08:30,Bangkok,Dep 08:41,1,HKG
CX 564,08:30,"Taipei
Osaka/Kansai",Dep 08:31,1,HKG
CX 771,08:35,Phuket,Dep 08:49,1,HKG
EY 948,08:35,Abu Dhabi,Dep 08:32,0,HKG
CZ 5010,08:40,Beijing/PKX,Dep 08:36,1,HKG
HX 112,08:40,Hangzhou,Dep 08:42,1,HKG
CX 512,08:45,Fukuoka,Dep 08:54,1,HKG
MH 079,08:45,Kuala Lumpur,Dep 08:45,1,HKG
CX 139,08:45,Sydney,Dep 08:47,1,HKG
AK 8008,08:50,HKG,At gate 09:15,0,Kota Kinabalu
CX 432,08:50,Kaohsiung,Dep 08:52,1,HKG
HX 664,08:50,Nagoya,Dep 08:51,1,HKG
BR 891,08:50,HKG,At gate 09:10,1,Taipei
CX 548,08:55,Tokyo/HND,Dep 09:02,1,HKG
HB 702,08:55,Taipei,Dep 09:09,1,HKG
UK 102,08:55,Delhi,Dep 09:03,1,HKG
UO 686,08:55,Osaka/Kansai,Dep 08:58,1,HKG
5J 240,08:55,HKG,At gate 08:49,1,Cebu
EK 9820,08:55,HKG,At gate 09:37,0,"Dubai/DWC
Auckland"
PO 786,09:00,"Los Angeles
Miami",Dep 14:57,0,HKG
HX 628,09:00,Seoul/ICN,Dep 09:14,1,HKG
CX 759,09:00,Singapore,Dep 09:04,1,HKG
HX 236,09:00,Shanghai/PVG,Dep 11:28,1,HKG
CX 386,09:00,Beijing/PEK,Dep 09:09,1,HKG
CX 530,09:00,"Taipei
Nagoya",Dep 09:19,1,HKG
CX 901,09:00,Manila,Dep 09:20,1,HKG
CI 601,09:05,HKG,At gate 10:00,1,Taipei
3S 538,09:05,HKG,At gate 09:22,0,"Leipzig
Singapore"
SQ 899,09:05,Singapore,Dep 09:27,1,HKG
CX 504,09:05,Tokyo/NRT,Dep 09:25,1,HKG
HX 252,09:05,Taipei,Dep 09:31,1,HKG
CX 580,09:10,Sapporo,Dep 09:24,1,HKG
RW 906,09:10,Davao,Dep 09:34,1,HKG
CX 694,09:10,HKG,At gate 09:26,1,Delhi
UO 758,09:10,Bangkok,Dep 09:21,1,HKG
K4 285,09:10,Los Angeles,Dep 09:21,0,HKG
5J 150,09:15,HKG,At gate 08:58,1,Clark
EK 9342,09:15,HKG,At gate 09:28,0,Dubai/DWC
HX 608,09:15,Tokyo/NRT,Dep 09:37,1,HKG
CI 933,09:20,HKG,At gate 09:18,1,Kaohsiung
UO 848,09:20,Tokyo/NRT,Dep 09:41,1,HKG
CX 777,09:20,Jakarta,Dep 09:29,1,HKG
HB 320,09:20,Tokyo/NRT,Dep 09:34,1,HKG
CX 410,09:20,Seoul/ICN,Dep 09:34,1,HKG
CV 7623,09:25,HKG,At gate 09:59,0,"Luxembourg
Hanoi"
5J 273,09:25,Manila,Dep 10:03,1,HKG
5Y 8227,09:30,HKG,Est at 22:51 (22/12/2023),0,"Miami
Anchorage"
CX 830,09:30,New York/JFK,Dep 10:06,1,HKG
CX 970,09:30,Xiamen,Dep 09:45,1,HKG
FD 515,09:30,HKG,At gate 09:26,1,Chiang Mai
CX 043,09:30,Delhi,Dep 09:43,0,HKG
MU 724,09:35,Shanghai/PVG,Dep 09:45,1,HKG
CX 3195,09:35,HKG,At gate 19:24,0,"New York/JFK
Toronto
Anchorage"
CX 660,09:35,HKG,At gate 09:43,1,Mumbai
SQ 7952,09:40,HKG,At gate 09:30,0,Singapore
5J 241,09:40,Cebu,Dep 09:50,1,HKG
HX 308,09:40,Beijing/PKX,Dep 09:52,1,HKG
HX 640,09:45,Fukuoka,Dep 09:59,1,HKG
5J 110,09:45,HKG,At gate 10:05,1,Manila
CX 368,09:45,Shanghai/PVG,Dep 11:16,1,HKG
CX 536,09:45,Nagoya,Dep 09:56,1,HKG
HX 741,09:50,Phuket,Dep 10:12,1,HKG
5Y 9449,09:50,HKG,At gate 16:28,0,Rzeszow
FD 508,09:50,HKG,At gate 09:31,1,Bangkok/DMK
UO 850,09:55,Osaka/Kansai,Dep 10:04,1,HKG
UO 680,09:55,Nagoya,Dep 10:01,1,HKG
CX 615,09:55,Bangkok,Dep 10:53,1,HKG
CI 903,09:55,HKG,At gate 10:57,1,Taipei
BR 892,10:00,Taipei,Dep 10:28,1,HKG
CX 450,10:00,"Taipei
Tokyo/NRT",Dep 10:14,1,HKG
5J 149,10:00,Clark,Dep 10:14,1,HKG
CX 348,10:00,Shanghai/SHA,Dep 10:28,1,HKG
CX 785,10:00,Denpasar,Dep 10:20,1,HKG
UO 190,10:05,Taichung,Dep 10:14,1,HKG
SQ 7191,10:05,Singapore,Dep 13:03,0,HKG
