code,time_sch,dest,time_act,commercial,orig
CX 826,18:40,Toronto,Dep 19:31,1,HKG
3U 3960,18:40,Chengdu Tianfu,Dep 18:30,1,HKG
UO 116,18:45,Taipei,Dep 19:33,1,HKG
CX 879,18:45,HKG,At gate 19:34,1,San Francisco
CX 254,18:45,HKG,At gate 19:04,1,London/LHR
FM 810,18:45,Shanghai/SHA,Dep 18:51,1,HKG
QR 817,18:50,Doha,Dep 19:05,1,HKG
FX 169A,18:50,HKG,Est at 20:40 (22/12/2023),0,"Memphis
Anchorage
Tokyo/NRT"
UO 134,18:50,Kaohsiung,Dep 18:42,1,HKG
SQ 895,18:50,Singapore,Dep 18:58,1,HKG
HX 107,18:55,Haikou,Dep 18:57,1,HKG
CX 674,18:55,HKG,At gate 20:08,1,Bangkok
CX 805,18:55,HKG,At gate 18:45,1,Toronto
TG 639,18:55,Bangkok,Dep 20:12,1,HKG
CI 919,18:55,HKG,At gate 19:16,1,Taipei
CX 527,18:55,HKG,At gate 19:14,1,Tokyo/NRT
CI 5821,19:00,HKG,At gate 20:38,0,Taipei
7L 625,19:00,Baku,Dep 13:59,0,HKG
CA 115,19:00,HKG,At gate 19:01,1,Beijing/PEK
UO 669,19:00,HKG,At gate 21:24,1,Fukuoka
UO 851,19:00,HKG,At gate 19:37,1,Osaka/Kansai
CX 344,19:00,Beijing/PEK,Dep 19:12,1,HKG
UO 681,19:00,HKG,At gate 19:30,1,Nagoya
UO 631,19:00,HKG,At gate 19:15,1,Seoul/ICN
UA 801,19:05,HKG,At gate 20:27,1,Los Angeles
CX 831,19:05,HKG,At gate 18:35,1,New York/JFK
CX 885,19:05,HKG,At gate 19:12,1,Los Angeles
CX 421,19:05,HKG,At gate 19:10,1,Taipei
CX 797,19:05,Jakarta,Dep 19:34,1,HKG
CX 135,19:05,Melbourne,Dep 19:19,1,HKG
CX 837,19:10,HKG,At gate 20:11,1,Vancouver
QR 8452,19:10,HKG,At gate 19:47,0,"Doha
Osaka/Kansai"
ZH 8034,19:10,Chengdu Tianfu,Dep 19:05,1,HKG
CX 957,19:10,HKG,At gate 18:55,1,Zhengzhou
CX 539,19:10,HKG,At gate 19:27,1,Nagoya
AY 099,19:10,HKG,At gate 19:13,1,Helsinki
CX 916,19:15,Chengdu Tianfu,Dep 19:13,1,HKG
5J 113,19:15,Manila,Dep 19:21,1,HKG
FD 504,19:15,HKG,At gate 19:36,1,Bangkok/DMK
CX 362,19:20,Shanghai/PVG,Dep 19:45,1,HKG
PR 307,19:20,Manila,Dep 19:32,1,HKG
CX 111,19:20,Sydney,Dep 19:38,1,HKG
MU 505,19:20,HKG,At gate 19:35,1,Shanghai/PVG
UA 869,19:20,HKG,At gate 19:50,1,San Francisco
HX 169,19:25,Sanya,Dep 19:21,1,HKG
5J 237,19:25,Cebu,Dep 19:47,1,HKG
MF 8652,19:25,Fuzhou,Dep 19:24,1,HKG
7L 8212,19:30,"Anchorage
New York/JFK
Baku",Est at 16:30 (22/12/2023),0,HKG
CX 589,19:30,HKG,At gate 22:26,1,Fukuoka
QF 030,19:30,Melbourne,Dep 20:12,1,HKG
CX 722,19:30,HKG,At gate 19:42,1,Kuala Lumpur
ZH 9095,19:30,HKG,At gate 19:36,1,Wuxi
CI 935,19:35,HKG,At gate 20:06,1,Kaohsiung
CX 667,19:35,Dhaka,Dep 19:38,1,HKG
HO 1291,19:35,HKG,At gate 19:53,1,Shanghai/PVG
UO 115,19:35,HKG,At gate 20:13,1,Taipei
HX 776,19:40,HKG,At gate 19:48,1,Bangkok
BR 872,19:40,Taipei,Dep 21:13,1,HKG
HX 241,19:40,HKG,At gate 20:23,1,Shanghai/PVG
AK 239,19:45,HKG,At gate 20:09,1,Kota Kinabalu
TG 606,19:45,HKG,At gate 19:28,1,Bangkok
HX 687,19:45,HKG,At gate 19:52,1,Kumamoto
UO 226,19:50,Ningbo,Dep 20:04,1,HKG
UO 628,19:50,Tokyo/HND,Dep 20:50,1,HKG
HX 609,19:50,HKG,At gate 21:04,1,Tokyo/NRT
SQ 897,19:55,Singapore,Dep 19:55,1,HKG
FD 524,19:55,HKG,At gate 20:25,1,Phuket
CI 920,19:55,Taipei,Dep 20:20,1,HKG
UO 849,20:00,HKG,At gate 21:04,1,Tokyo/NRT
CX 3429,20:00,HKG,At gate 22:45,0,"Chicago
Anchorage"
MU 2570,20:00,Wuhan,Dep 19:52,1,HKG
HC 511,20:00,"Muscat
Maastricht",Dep 20:53,0,HKG
ET 3685,20:00,Addis Ababa,Dep 00:11 (22/12/2023),0,HKG
UO 701,20:05,HKG,At gate 20:49,1,Bangkok
CX 988,20:05,Guangzhou,Dep 20:43,1,HKG
BR 857,20:05,HKG,At gate 21:14,1,Taipei
CI 923,20:10,HKG,At gate 20:11,1,Taipei
HB 321,20:10,HKG,At gate 20:49,1,Tokyo/NRT
UO 764,20:10,Phuket,Dep 20:10,1,HKG
CX 663,20:10,Mumbai,Dep 20:31,1,HKG
FD 505,20:10,Bangkok/DMK,Dep 20:14,1,HKG
CX 549,20:15,HKG,At gate 20:36,1,Tokyo/HND
VJ 966,20:15,HKG,At gate 20:20,1,Da Nang
CA 116,20:15,Beijing/PEK,Dep 20:13,1,HKG
AC 008,20:20,Vancouver,Dep 21:25,1,HKG
MU 506,20:20,Shanghai/PVG,Dep 20:34,1,HKG
5X 063,20:20,"Anchorage
Louisville",Dep 20:19,0,HKG
CX 913,20:20,Manila,Dep 21:13,1,HKG
CX 561,20:25,HKG,At gate 20:44,1,Osaka/Kansai
5Y 8127,20:25,"Anchorage
Los Angeles",Dep 01:30 (22/12/2023),0,HKG
CX 715,20:25,Singapore,Dep 20:30,1,HKG
CX 757,20:25,Bangkok,Dep 20:39,1,HKG
CX 776,20:25,HKG,At gate 20:25,1,Jakarta
CX 679,20:30,Delhi,Dep 21:15,1,HKG
5J 120,20:30,HKG,At gate 20:17,1,Clark
CX 369,20:30,HKG,At gate 20:44,1,Shanghai/PVG
CX 918,20:30,HKG,At gate 21:35,1,Manila
HX 220,20:30,Nanjing,Dep 20:26,1,HKG
AK 130,20:30,HKG,At gate 20:57,1,Kuala Lumpur
HO 1292,20:35,Shanghai/PVG,Dep 20:41,1,HKG
CX 331,20:35,HKG,At gate 20:44,1,Beijing/PEK
CI 936,20:35,Kaohsiung,Dep 21:02,1,HKG
HX 619,20:35,HKG,At gate 21:18,1,Osaka/Kansai
ET 3717,20:40,Liege,Dep 05:36 (22/12/2023),0,HKG
CX 473,20:40,HKG,At gate 20:44,1,Taipei
AK 238,20:40,Kota Kinabalu,Dep 21:29,1,HKG
ZH 9096,20:40,Wuxi,Dep 20:44,1,HKG
HX 304,20:45,Beijing/PEK,Dep 21:11,1,HKG
5J 114,20:45,HKG,At gate 21:19,1,Manila
CX 734,20:45,HKG,At gate 20:53,1,Singapore
TG 607,20:45,Bangkok,Dep 21:03,1,HKG
5X 1939,20:45,"Anchorage
Ontario",Dep 20:42,0,HKG
HX 239,20:45,HKG,At gate 20:58,1,Shanghai/SHA
CX 623,20:50,Bengaluru,Dep 21:02,1,HKG
HX 496,20:50,Chongqing,Dep 20:51,1,HKG
CA 117,20:50,HKG,At gate 21:10,1,Beijing/PEK
UO 567,20:50,HKG,At gate 20:47,1,Nha Trang
BR 809,20:50,HKG,At gate 21:16,1,Taipei
FD 525,20:50,Phuket,Dep 21:25,1,HKG
HX 284,20:55,Taipei,Dep 20:58,1,HKG
CX 581,20:55,HKG,At gate 21:26,1,Sapporo
TR 974,20:55,HKG,At gate 20:47,1,Singapore
UO 899,21:00,HKG,At gate 21:39,1,Osaka/Kansai
CI 5822,21:00,Taipei,Dep 23:21,0,HKG
EK 385,21:00,"Bangkok
Dubai",Dep 21:05,1,HKG
UO 559,21:00,HKG,At gate 22:04,1,Da Nang
MU 723,21:00,HKG,At gate 21:56,1,Shanghai/PVG
UO 639,21:05,HKG,At gate 21:50,1,Fukuoka
CX 3250,21:05,"Zhengzhou
Shanghai/PVG",Dep 20:56,0,HKG
UA 802,21:05,Los Angeles,Dep 22:09,1,HKG
QR 8453,21:05,Doha,Dep 21:11,0,HKG
CX 784,21:10,HKG,At gate 21:22,1,Denpasar
BR 858,21:10,Taipei,Dep 22:13,1,HKG
CX 521,21:10,HKG,At gate 21:38,1,Tokyo/NRT
CI 924,21:10,Taipei,Dep 21:19,1,HKG
HX 234,21:10,Shanghai/PVG,Dep 21:11,1,HKG
CX 459,21:10,HKG,At gate 20:57,1,Kaohsiung
CX 198,21:15,HKG,At gate 21:48,1,Auckland
VJ 967,21:15,Da Nang,Dep 21:35,1,HKG
RH 9486,21:15,HKG,Est at 12:15 (22/12/2023),0,"Istanbul
Almaty"
5J 121,21:15,Clark,Dep 21:30,1,HKG
CX 2091,21:15,HKG,At gate 03:03 (22/12/2023),0,"Dallas FT.Worth
Anchorage"
AK 131,21:20,Kuala Lumpur,Dep 22:00,1,HKG
UO 871,21:20,HKG,At gate 21:56,1,Tokyo/NRT
CX 161,21:20,Sydney,Dep 21:48,1,HKG
CX 126,21:20,HKG,Est at 16:11 (22/12/2023),1,Christchurch
HX 128,21:25,Hangzhou,Dep 21:29,1,HKG
CX 708,21:25,HKG,At gate 22:11,1,Bangkok
PR 310,21:25,HKG,At gate 21:27,1,Manila
CX 100,21:25,HKG,At gate 21:51,1,Sydney
TH 6820,21:30,HKG,At gate 21:40,0,Kuala Lumpur
FD 502,21:30,HKG,At gate 21:15,1,Bangkok/DMK
CX 565,21:30,HKG,At gate 21:49,1,"Osaka/Kansai
Taipei"
AK 8578,21:30,HKG,At gate 02:30 (22/12/2023),0,Kuching
QR 816,21:30,HKG,At gate 21:30,1,Doha
CX 507,21:35,HKG,At gate 21:38,1,Osaka/Kansai
CX 113,21:35,Auckland,Dep 21:46,1,HKG
CX 451,21:45,HKG,At gate 22:08,1,"Tokyo/NRT
Taipei"
AY 100,21:45,Helsinki,Dep 21:44,1,HKG
CX 104,21:45,HKG,At gate 22:06,1,Melbourne
3S 590,21:45,Cincinnati,Dep 22:02,0,HKG
BR 810,21:50,Taipei,Dep 22:17,1,HKG
CX 724,21:50,HKG,At gate 22:20,1,Kuala Lumpur
EK 380,21:50,HKG,At gate 22:07,1,Dubai
CX 375,21:55,HKG,At gate 22:16,1,Wenzhou
CX 583,21:55,HKG,At gate 22:47,1,Sapporo
CX 381,21:55,HKG,At gate 22:07,1,Shanghai/PVG
TR 975,21:55,Singapore,Dep 22:06,1,HKG
5J 122,22:00,HKG,At gate 21:42,1,Clark
UO 825,22:00,HKG,At gate 22:17,1,Okinawa
HB 284,22:00,HKG,At gate 21:56,1,Bangkok
5J 115,22:00,Manila,Dep 22:59,1,HKG
CX 716,22:05,HKG,At gate 21:51,1,Singapore
CX 531,22:05,HKG,At gate 22:31,1,"Nagoya
Taipei"
CX 939,22:05,Manila,Dep 22:44,1,HKG
CX 3262,22:10,Chongqing,Dep 00:39 (22/12/2023),0,HKG
CX 902,22:15,HKG,At gate 22:12,1,Manila
CX 742,22:15,HKG,At gate 22:30,1,Hanoi
CX 979,22:15,HKG,At gate 22:42,1,Xiamen
FX 598A,22:15,Memphis,Est at 22:00 (22/12/2023),0,HKG
UO 183,22:20,HKG,At gate 22:20,1,Taichung
CX 505,22:20,HKG,At gate 22:55,1,Tokyo/NRT
FX 5391,22:20,"Osaka/Kansai
Oakland",Dep 22:28,0,HKG
FD 503,22:25,Bangkok/DMK,Dep 22:10,1,HKG
CX 393,22:25,HKG,At gate 22:39,1,Beijing/PEK
ET 645,22:25,HKG,At gate 22:49,1,Manila
UA 878,22:30,San Francisco,Dep 22:31,1,HKG
CX 048,22:35,HKG,At gate 22:28,0,Hanoi
JL 735,22:35,HKG,At gate 22:53,1,Tokyo/NRT
CX 991,22:35,HKG,At gate 22:36,1,Fuzhou
UO 135,22:35,HKG,At gate 22:25,1,Kaohsiung
CX 419,22:40,HKG,At gate 23:06,1,Seoul/ICN
SQ 898,22:45,HKG,At gate 22:50,1,Singapore
PR 311,22:45,Manila,Dep 22:46,1,HKG
CX 3144,22:45,HKG,At gate 22:18,0,Delhi
HX 283,22:50,HKG,At gate 23:13,1,Taipei
HX 593,22:50,HKG,At gate 23:23,1,Hakodate
OZ 745,22:50,HKG,At gate 23:58,1,Seoul/ICN
LX 139,22:50,Zurich,Dep 22:55,1,HKG
HX 779,22:55,Bangkok,Dep 23:04,1,HKG
CX 251,22:55,London/LHR,Dep 23:13,1,HKG
CX 408,22:55,Taipei,Dep 23:20,1,HKG
CI 921,23:00,HKG,At gate 23:47,1,Taipei
CC 303P,23:00,HKG,Est at 16:00 (22/12/2023),0,Kuwait
CX 702,23:00,HKG,At gate 00:35 (22/12/2023),1,Bangkok
BA 032,23:00,London/LHR,Dep 22:57,1,HKG
AK 8901,23:00,Penang,Dep 03:35 (22/12/2023),0,HKG
5J 123,23:00,Clark,Dep 23:12,1,HKG
TH 6821,23:05,Kuala Lumpur,Dep 23:13,0,HKG
UO 573,23:05,HKG,At gate 23:21,1,Manila
UO 117,23:05,HKG,At gate 00:23 (22/12/2023),1,Taipei
KE 177,23:10,HKG,At gate 00:03 (22/12/2023),1,Seoul/ICN
CX 479,23:10,HKG,At gate 23:18,1,Taipei
UO 755,23:10,HKG,At gate 23:12,1,Chiang Mai
RH 4568,23:15,Taipei,Est at 13:45 (22/12/2023),0,HKG
CX 764,23:15,HKG,At gate 23:51,1,Ho Chi Minh
CX 271,23:20,Amsterdam,Dep 23:34,1,HKG
HB 705,23:20,HKG,At gate 23:11,1,Taipei
HX 108,23:20,HKG,At gate 22:43,1,Haikou
ES 729,23:20,HKG,At gate 23:25,0,Bahrain
CZ 5009,23:20,HKG,At gate 00:21 (22/12/2023),1,Beijing/PKX
UO 647,23:25,HKG,At gate 00:11 (22/12/2023),1,Tokyo/NRT
EK 9836,23:30,HKG,At gate 05:47 (22/12/2023),0,Dubai/DWC
TK 071,23:30,Istanbul,Dep 23:35,1,HKG
CX 255,23:35,London/LHR,Dep 23:44,1,HKG
CX 989,23:35,HKG,At gate 00:12 (22/12/2023),1,Guangzhou
RH 351,23:35,Manila,Dep 00:18 (22/12/2023),0,HKG
BA 028,23:40,London/LHR,Dep 23:41,1,HKG
SV 986,23:40,HKG,At gate 23:42,0,Riyadh
HX 170,23:40,HKG,At gate 23:32,1,Sanya
LH 797,23:45,Frankfurt,Dep 23:56,1,HKG
UO 703,23:45,HKG,At gate 23:37,1,Bangkok
HX 761,23:50,Bangkok,Dep 23:47,1,HKG
HX 766,23:50,HKG,At gate 23:50,1,Bangkok
HB 231,23:50,Manila,Dep 23:55,1,HKG
MH 078,23:50,HKG,At gate 00:07 (22/12/2023),1,Kuala Lumpur
UO 624,23:55,Tokyo/HND,Dep 00:04 (22/12/2023),1,HKG
ET 645,23:55,Addis Ababa,Dep 00:09 (22/12/2023),1,HKG
CX 101,23:55,Sydney,Dep 00:02 (22/12/2023),1,HKG
UO 689,23:55,HKG,At gate 00:16 (22/12/2023),1,Osaka/Kansai
CX 2080,23:55,"Anchorage
Miami",Est at 10:15 (22/12/2023),0,HKG
