code,time_sch,dest,time_act,commercial,orig,pass_load
5X 064,2023-12-21 16:15:00,HKG,2023-12-21 18:08:00,0,"Louisville
Anchorage
Seoul/ICN",252
CX 903,2023-12-21 16:15:00,Manila,2023-12-21 16:16:00,1,HKG,276
RW 905,2023-12-21 16:15:00,HKG,2023-12-21 17:15:00,1,Davao,321
CX 840,2023-12-21 16:20:00,New York/JFK,2023-12-21 17:28:00,1,HKG,306
C8 9263,2023-12-21 16:20:00,HKG,2023-12-21 18:49:00,0,"Ashgabat
Tokyo/NRT",276
CX 349,2023-12-21 16:20:00,HKG,2023-12-21 16:33:00,1,Shanghai/SHA,217
MU 509,2023-12-21 16:20:00,HKG,2023-12-21 16:38:00,1,Shanghai/PVG,383
GJ 8053,2023-12-21 16:20:00,HKG,2023-12-21 19:33:00,1,Hangzhou,364
CI 915,2023-12-21 16:25:00,HKG,2023-12-21 16:47:00,1,Taipei,319
CX 542,2023-12-21 16:25:00,Tokyo/HND,2023-12-21 17:12:00,1,HKG,238
HU 705,2023-12-21 16:25:00,HKG,2023-12-21 15:58:00,1,Haikou,327
CX 729,2023-12-21 16:25:00,Kuala Lumpur,2023-12-21 16:27:00,1,HKG,335
CX 3079,2023-12-21 16:30:00,Hanoi,2023-12-21 16:34:00,0,HKG,342
UO 759,2023-12-21 16:30:00,HKG,2023-12-21 16:15:00,1,Bangkok,320
MU 595,2023-12-21 16:30:00,HKG,2023-12-21 16:03:00,1,Hangzhou,221
UO 558,2023-12-21 16:30:00,Da Nang,2023-12-21 17:29:00,1,HKG,279
QR 8421,2023-12-21 16:30:00,Doha,2023-12-21 16:24:00,0,HKG,329
UO 862,2023-12-21 16:30:00,Osaka/Kansai,2023-12-21 16:27:00,1,HKG,338
QF 127,2023-12-21 16:35:00,HKG,2023-12-21 17:00:00,1,Sydney,266
FX 014,2023-12-21 16:35:00,"Taipei
Memphis",2023-12-21 15:41:00,0,HKG,239
UO 133,2023-12-21 16:35:00,HKG,2023-12-21 16:25:00,1,Kaohsiung,341
UO 626,2023-12-21 16:35:00,Seoul/ICN,2023-12-21 16:54:00,1,HKG,244
CX 502,2023-12-21 16:35:00,Osaka/Kansai,2023-12-21 16:38:00,1,HKG,258
CX 882,2023-12-21 16:40:00,Los Angeles,2023-12-21 16:54:00,1,HKG,255
VJ 985,2023-12-21 16:40:00,Phu Quoc Island,2023-12-21 18:21:00,1,HKG,269
CX 416,2023-12-21 16:40:00,Seoul/ICN,2023-12-21 16:44:00,1,HKG,382
FX 5391,2023-12-21 16:40:00,HKG,2023-12-21 16:46:00,0,Seoul/ICN,288
LH 796,2023-12-21 16:40:00,HKG,2023-12-21 17:17:00,1,Frankfurt,253
CA 109,2023-12-21 16:45:00,HKG,2023-12-21 16:36:00,1,Beijing/PEK,315
CX 367,2023-12-21 16:45:00,HKG,2023-12-21 18:12:00,1,Shanghai/PVG,284
CX 799,2023-12-21 16:45:00,Ho Chi Minh,2023-12-21 17:49:00,1,HKG,387
CX 458,2023-12-21 16:45:00,Kaohsiung,2023-12-21 16:45:00,1,HKG,375
UO 754,2023-12-21 16:50:00,Chiang Mai,2023-12-21 16:52:00,1,HKG,214
CZ 5072,2023-12-21 16:50:00,HKG,2023-12-21 16:39:00,1,Zhangjiajie,339
CX 396,2023-12-21 16:50:00,Wenzhou,2023-12-21 16:46:00,1,HKG,275
CX 770,2023-12-21 16:50:00,HKG,2023-12-21 17:09:00,1,Phuket,355
MM 065,2023-12-21 16:50:00,HKG,2023-12-21 17:25:00,1,Osaka/Kansai,251
9C 8921,2023-12-21 16:50:00,HKG,2023-12-21 16:53:00,1,Shanghai/PVG,278
5Y 8014,2023-12-21 16:55:00,"Anchorage
Dallas FT.Worth",2023-12-21 19:51:00,0,HKG,308
FJ 392,2023-12-21 16:55:00,Nadi,2023-12-21 17:18:00,1,HKG,338
HX 765,2023-12-21 16:55:00,Bangkok,2023-12-21 16:54:00,1,HKG,325
UO 702,2023-12-21 16:55:00,Bangkok,2023-12-21 17:06:00,1,HKG,276
ZH 9092,2023-12-21 16:55:00,Quanzhou,2023-12-21 17:05:00,1,HKG,231
CX 634,2023-12-21 16:55:00,HKG,2023-12-21 16:53:00,1,Penang,276
CX 731,2023-12-21 17:00:00,Dubai,2023-12-21 17:09:00,1,HKG,303
3S 519,2023-12-21 17:00:00,Leipzig,2023-12-21 17:10:00,0,HKG,350
CX 614,2023-12-21 17:00:00,HKG,2023-12-21 17:47:00,1,Bangkok,419
K4 703,2023-12-21 17:00:00,"Seoul/ICN
Anchorage
New York/JFK",2023-12-22 07:11:00,0,HKG,374
CX 453,2023-12-21 17:00:00,HKG,2023-12-21 17:22:00,1,Seoul/ICN,244
TK 070,2023-12-21 17:00:00,HKG,2023-12-21 16:53:00,1,Istanbul,245
7L 624,2023-12-21 17:00:00,HKG,2023-12-21 11:54:00,0,Baku,296
UO 113,2023-12-21 17:00:00,HKG,2023-12-21 17:00:00,1,Taipei,397
5Y 8539,2023-12-21 17:05:00,HKG,2023-12-21 20:24:00,0,"Miami
Anchorage",282
5Y 654,2023-12-21 17:05:00,"Seoul/ICN
Anchorage
Chicago",2023-12-21 22:52:00,0,HKG,287
CX 513,2023-12-21 17:05:00,HKG,2023-12-21 18:52:00,1,Fukuoka,303
CX 357,2023-12-21 17:05:00,HKG,2023-12-21 17:25:00,1,Nanjing,297
SQ 894,2023-12-21 17:05:00,HKG,2023-12-21 16:51:00,1,Singapore,395
CX 690,2023-12-21 17:05:00,HKG,2023-12-21 16:42:00,1,Singapore,287
MU 734,2023-12-21 17:05:00,Kunming,2023-12-21 17:18:00,1,HKG,303
PG 806,2023-12-21 17:05:00,Samui,2023-12-21 17:00:00,1,HKG,248
EK 9841,2023-12-21 17:10:00,Dubai/DWC,2023-12-21 18:01:00,0,HKG,280
CX 162,2023-12-21 17:10:00,HKG,2023-12-21 18:27:00,1,Sydney,244
MU 2089,2023-12-21 17:10:00,HKG,2023-12-21 17:32:00,1,Ningbo,214
CA 106,2023-12-21 17:10:00,Dalian,2023-12-21 18:47:00,1,HKG,331
HX 636,2023-12-21 17:10:00,Osaka/Kansai,2023-12-21 17:07:00,1,HKG,309
F5 2237,2023-12-21 17:10:00,Delhi,2023-12-21 17:14:00,0,HKG,349
HB 761,2023-12-21 17:15:00,HKG,2023-12-21 17:38:00,1,Seoul/ICN,230
RW 663,2023-12-21 17:15:00,Clark,2023-12-21 18:15:00,1,HKG,190
KE 8314,2023-12-21 17:15:00,Seoul/ICN,2023-12-21 21:38:00,0,HKG,237
CX 987,2023-12-21 17:15:00,HKG,2023-12-21 18:17:00,1,Chengdu Tianfu,354
CX 743,2023-12-21 17:15:00,Hanoi,2023-12-21 17:29:00,1,HKG,302
HX 205,2023-12-21 17:20:00,HKG,2023-12-21 17:58:00,1,Nanjing,384
UO 572,2023-12-21 17:25:00,Manila,2023-12-21 17:39:00,1,HKG,306
CA 428,2023-12-21 17:25:00,Chengdu Tianfu,2023-12-21 17:21:00,1,HKG,280
CI 916,2023-12-21 17:25:00,Taipei,2023-12-21 17:50:00,1,HKG,234
HB 341,2023-12-21 17:25:00,HKG,2023-12-21 18:24:00,1,Osaka/Kansai,340
HX 309,2023-12-21 17:30:00,HKG,2023-12-21 17:24:00,1,Beijing/PKX,331
MU 596,2023-12-21 17:30:00,Hangzhou,2023-12-21 17:28:00,1,HKG,256
AK 136,2023-12-21 17:30:00,HKG,2023-12-21 17:13:00,1,Kuala Lumpur,368
5X 061,2023-12-21 17:30:00,"Taipei
Anchorage
Louisville",2023-12-21 17:59:00,0,HKG,225
CX 364,2023-12-21 17:30:00,Shanghai/PVG,2023-12-21 17:32:00,1,HKG,314
CX 391,2023-12-21 17:30:00,HKG,2023-12-21 17:11:00,1,Beijing/PEK,274
7L 8114,2023-12-21 17:30:00,HKG,2023-12-22 13:47:00,0,"Baku
Dammam",327
3U 3959,2023-12-21 17:35:00,HKG,2023-12-21 17:02:00,1,Chengdu Tianfu,334
HX 629,2023-12-21 17:35:00,HKG,2023-12-21 18:20:00,1,Seoul/ICN,311
CX 2031,2023-12-21 17:35:00,Chennai,2023-12-21 17:36:00,0,HKG,258
BR 856,2023-12-21 17:35:00,Taipei,2023-12-21 17:44:00,1,HKG,321
CX 695,2023-12-21 17:40:00,Delhi,2023-12-21 18:05:00,1,HKG,348
LX 138,2023-12-21 17:40:00,HKG,2023-12-21 17:44:00,1,Zurich,319
PR 306,2023-12-21 17:40:00,HKG,2023-12-21 18:09:00,1,Manila,283
MU 510,2023-12-21 17:40:00,Shanghai/PVG,2023-12-21 17:38:00,1,HKG,262
NZ 080,2023-12-21 17:40:00,Auckland,2023-12-21 17:51:00,1,HKG,311
EK 384,2023-12-21 17:40:00,HKG,2023-12-21 17:44:00,1,"Dubai
Bangkok",238
TG 638,2023-12-21 17:45:00,HKG,2023-12-21 19:02:00,1,Bangkok,287
FM 809,2023-12-21 17:45:00,HKG,2023-12-21 17:45:00,1,Shanghai/SHA,253
BA 027,2023-12-21 17:45:00,HKG,2023-12-21 18:08:00,1,London/LHR,265
HX 282,2023-12-21 17:45:00,Taipei,2023-12-21 18:23:00,1,HKG,362
CX 978,2023-12-21 17:50:00,Xiamen,2023-12-21 18:31:00,1,HKG,329
HX 657,2023-12-21 17:50:00,HKG,2023-12-21 18:02:00,1,Okinawa,258
UO 687,2023-12-21 17:50:00,HKG,2023-12-21 18:32:00,1,Osaka/Kansai,205
CZ 3076,2023-12-21 17:50:00,Wuhan,2023-12-21 17:47:00,1,HKG,269
9C 8922,2023-12-21 17:50:00,Shanghai/PVG,2023-12-21 17:55:00,1,HKG,297
CA 110,2023-12-21 17:50:00,Beijing/PEK,2023-12-21 17:53:00,1,HKG,320
UO 622,2023-12-21 17:55:00,Tokyo/HND,2023-12-21 18:10:00,1,HKG,361
CX 443,2023-12-21 17:55:00,HKG,2023-12-21 18:56:00,1,Taipei,305
CX 990,2023-12-21 17:55:00,Fuzhou,2023-12-21 18:03:00,1,HKG,259
EK 383,2023-12-21 18:00:00,Dubai,2023-12-21 18:07:00,1,HKG,359
5J 112,2023-12-21 18:00:00,HKG,2023-12-21 17:59:00,1,Manila,248
HX 641,2023-12-21 18:00:00,HKG,2023-12-21 20:09:00,1,Fukuoka,264
PO 098,2023-12-21 18:00:00,HKG,2023-12-22 00:07:00,0,Leipzig,235
QF 029,2023-12-21 18:00:00,HKG,2023-12-21 18:27:00,1,Melbourne,326
MM 066,2023-12-21 18:00:00,Osaka/Kansai,2023-12-21 18:21:00,1,HKG,192
D0 003,2023-12-21 18:05:00,"Nagoya
East Midlands",2023-12-21 18:22:00,0,HKG,341
HX 742,2023-12-21 18:05:00,HKG,2023-12-21 18:11:00,1,Phuket,289
MU 2090,2023-12-21 18:10:00,Ningbo,2023-12-21 18:20:00,1,HKG,203
HX 665,2023-12-21 18:10:00,HKG,2023-12-21 18:47:00,1,Nagoya,264
CX 411,2023-12-21 18:10:00,HKG,2023-12-21 18:53:00,1,Seoul/ICN,287
ZH 8033,2023-12-21 18:10:00,HKG,2023-12-21 17:53:00,1,Chengdu Tianfu,311
AK 137,2023-12-21 18:15:00,Kuala Lumpur,2023-12-21 18:04:00,1,HKG,282
CX 951,2023-12-21 18:15:00,HKG,2023-12-21 18:40:00,1,Qingdao,365
UO 182,2023-12-21 18:15:00,Taichung,2023-12-21 18:16:00,1,HKG,271
C8 9264,2023-12-21 18:20:00,"Baku
Milan/MXP",2023-12-21 20:27:00,0,HKG,311
CX 961,2023-12-21 18:20:00,HKG,2023-12-21 19:02:00,1,Hangzhou,365
AC 007,2023-12-21 18:20:00,HKG,2023-12-21 19:59:00,1,Vancouver,276
HU 706,2023-12-21 18:25:00,Haikou,2023-12-21 18:13:00,1,HKG,290
CX 630,2023-12-21 18:25:00,HKG,2023-12-21 17:43:00,1,Singapore,257
MF 8651,2023-12-21 18:25:00,HKG,2023-12-21 18:30:00,1,Fuzhou,275
5Y 8126,2023-12-21 18:25:00,HKG,2023-12-21 20:31:00,0,"Los Angeles
Seoul/ICN",350
5J 236,2023-12-21 18:25:00,HKG,2023-12-21 18:21:00,1,Cebu,353
HB 704,2023-12-21 18:30:00,Taipei,2023-12-21 18:38:00,1,HKG,318
BR 871,2023-12-21 18:30:00,HKG,2023-12-21 19:46:00,1,Taipei,340
CV 5794,2023-12-21 18:30:00,"Anchorage
Miami",2023-12-21 18:25:00,0,HKG,192
CX 402,2023-12-21 18:30:00,Taipei,2023-12-21 18:28:00,1,HKG,334
HX 255,2023-12-21 18:35:00,HKG,2023-12-21 19:18:00,1,Taipei,253
QF 128,2023-12-21 18:35:00,Sydney,2023-12-21 18:49:00,1,HKG,297
3U 3960,2023-12-21 18:40:00,Chengdu Tianfu,2023-12-21 18:30:00,1,HKG,314
CX 826,2023-12-21 18:40:00,Toronto,2023-12-21 19:31:00,1,HKG,309
SQ 896,2023-12-21 18:40:00,HKG,2023-12-21 18:37:00,1,Singapore,279
MU 2569,2023-12-21 18:40:00,HKG,2023-12-21 18:30:00,1,Wuhan,350
UO 116,2023-12-21 18:45:00,Taipei,2023-12-21 19:33:00,1,HKG,362
CX 879,2023-12-21 18:45:00,HKG,2023-12-21 19:34:00,1,San Francisco,276
CX 254,2023-12-21 18:45:00,HKG,2023-12-21 19:04:00,1,London/LHR,276
FM 810,2023-12-21 18:45:00,Shanghai/SHA,2023-12-21 18:51:00,1,HKG,238
QR 817,2023-12-21 18:50:00,Doha,2023-12-21 19:05:00,1,HKG,116
FX 169A,2023-12-21 18:50:00,HKG,2023-12-22 20:40:00,0,"Memphis
Anchorage
Tokyo/NRT",379
UO 134,2023-12-21 18:50:00,Kaohsiung,2023-12-21 18:42:00,1,HKG,306
SQ 895,2023-12-21 18:50:00,Singapore,2023-12-21 18:58:00,1,HKG,309
CX 527,2023-12-21 18:55:00,HKG,2023-12-21 19:14:00,1,Tokyo/NRT,303
CI 919,2023-12-21 18:55:00,HKG,2023-12-21 19:16:00,1,Taipei,302
TG 639,2023-12-21 18:55:00,Bangkok,2023-12-21 20:12:00,1,HKG,331
HX 107,2023-12-21 18:55:00,Haikou,2023-12-21 18:57:00,1,HKG,314
CX 674,2023-12-21 18:55:00,HKG,2023-12-21 20:08:00,1,Bangkok,302
CX 805,2023-12-21 18:55:00,HKG,2023-12-21 18:45:00,1,Toronto,337
CX 344,2023-12-21 19:00:00,Beijing/PEK,2023-12-21 19:12:00,1,HKG,384
UO 631,2023-12-21 19:00:00,HKG,2023-12-21 19:15:00,1,Seoul/ICN,282
UO 681,2023-12-21 19:00:00,HKG,2023-12-21 19:30:00,1,Nagoya,316
UO 851,2023-12-21 19:00:00,HKG,2023-12-21 19:37:00,1,Osaka/Kansai,285
7L 625,2023-12-21 19:00:00,Baku,2023-12-21 13:59:00,0,HKG,279
CA 115,2023-12-21 19:00:00,HKG,2023-12-21 19:01:00,1,Beijing/PEK,279
CI 5821,2023-12-21 19:00:00,HKG,2023-12-21 20:38:00,0,Taipei,293
UO 669,2023-12-21 19:00:00,HKG,2023-12-21 21:24:00,1,Fukuoka,262
UA 801,2023-12-21 19:05:00,HKG,2023-12-21 20:27:00,1,Los Angeles,342
CX 831,2023-12-21 19:05:00,HKG,2023-12-21 18:35:00,1,New York/JFK,329
CX 885,2023-12-21 19:05:00,HKG,2023-12-21 19:12:00,1,Los Angeles,305
CX 421,2023-12-21 19:05:00,HKG,2023-12-21 19:10:00,1,Taipei,312
CX 797,2023-12-21 19:05:00,Jakarta,2023-12-21 19:34:00,1,HKG,403
CX 135,2023-12-21 19:05:00,Melbourne,2023-12-21 19:19:00,1,HKG,427
CX 539,2023-12-21 19:10:00,HKG,2023-12-21 19:27:00,1,Nagoya,317
AY 099,2023-12-21 19:10:00,HKG,2023-12-21 19:13:00,1,Helsinki,376
CX 957,2023-12-21 19:10:00,HKG,2023-12-21 18:55:00,1,Zhengzhou,256
CX 837,2023-12-21 19:10:00,HKG,2023-12-21 20:11:00,1,Vancouver,310
QR 8452,2023-12-21 19:10:00,HKG,2023-12-21 19:47:00,0,"Doha
Osaka/Kansai",294
ZH 8034,2023-12-21 19:10:00,Chengdu Tianfu,2023-12-21 19:05:00,1,HKG,333
CX 916,2023-12-21 19:15:00,Chengdu Tianfu,2023-12-21 19:13:00,1,HKG,385
5J 113,2023-12-21 19:15:00,Manila,2023-12-21 19:21:00,1,HKG,282
FD 504,2023-12-21 19:15:00,HKG,2023-12-21 19:36:00,1,Bangkok/DMK,359
CX 362,2023-12-21 19:20:00,Shanghai/PVG,2023-12-21 19:45:00,1,HKG,305
PR 307,2023-12-21 19:20:00,Manila,2023-12-21 19:32:00,1,HKG,293
CX 111,2023-12-21 19:20:00,Sydney,2023-12-21 19:38:00,1,HKG,203
MU 505,2023-12-21 19:20:00,HKG,2023-12-21 19:35:00,1,Shanghai/PVG,286
UA 869,2023-12-21 19:20:00,HKG,2023-12-21 19:50:00,1,San Francisco,312
5J 237,2023-12-21 19:25:00,Cebu,2023-12-21 19:47:00,1,HKG,298
MF 8652,2023-12-21 19:25:00,Fuzhou,2023-12-21 19:24:00,1,HKG,377
HX 169,2023-12-21 19:25:00,Sanya,2023-12-21 19:21:00,1,HKG,276
7L 8212,2023-12-21 19:30:00,"Anchorage
New York/JFK
Baku",2023-12-22 16:30:00,0,HKG,388
CX 589,2023-12-21 19:30:00,HKG,2023-12-21 22:26:00,1,Fukuoka,256
QF 030,2023-12-21 19:30:00,Melbourne,2023-12-21 20:12:00,1,HKG,260
CX 722,2023-12-21 19:30:00,HKG,2023-12-21 19:42:00,1,Kuala Lumpur,254
ZH 9095,2023-12-21 19:30:00,HKG,2023-12-21 19:36:00,1,Wuxi,285
CI 935,2023-12-21 19:35:00,HKG,2023-12-21 20:06:00,1,Kaohsiung,253
CX 667,2023-12-21 19:35:00,Dhaka,2023-12-21 19:38:00,1,HKG,216
HO 1291,2023-12-21 19:35:00,HKG,2023-12-21 19:53:00,1,Shanghai/PVG,172
UO 115,2023-12-21 19:35:00,HKG,2023-12-21 20:13:00,1,Taipei,247
HX 241,2023-12-21 19:40:00,HKG,2023-12-21 20:23:00,1,Shanghai/PVG,417
HX 776,2023-12-21 19:40:00,HKG,2023-12-21 19:48:00,1,Bangkok,333
BR 872,2023-12-21 19:40:00,Taipei,2023-12-21 21:13:00,1,HKG,355
HX 687,2023-12-21 19:45:00,HKG,2023-12-21 19:52:00,1,Kumamoto,324
TG 606,2023-12-21 19:45:00,HKG,2023-12-21 19:28:00,1,Bangkok,294
AK 239,2023-12-21 19:45:00,HKG,2023-12-21 20:09:00,1,Kota Kinabalu,306
UO 226,2023-12-21 19:50:00,Ningbo,2023-12-21 20:04:00,1,HKG,233
UO 628,2023-12-21 19:50:00,Tokyo/HND,2023-12-21 20:50:00,1,HKG,325
HX 609,2023-12-21 19:50:00,HKG,2023-12-21 21:04:00,1,Tokyo/NRT,349
SQ 897,2023-12-21 19:55:00,Singapore,2023-12-21 19:55:00,1,HKG,301
FD 524,2023-12-21 19:55:00,HKG,2023-12-21 20:25:00,1,Phuket,296
CI 920,2023-12-21 19:55:00,Taipei,2023-12-21 20:20:00,1,HKG,338
UO 849,2023-12-21 20:00:00,HKG,2023-12-21 21:04:00,1,Tokyo/NRT,307
CX 3429,2023-12-21 20:00:00,HKG,2023-12-21 22:45:00,0,"Chicago
Anchorage",280
MU 2570,2023-12-21 20:00:00,Wuhan,2023-12-21 19:52:00,1,HKG,332
HC 511,2023-12-21 20:00:00,"Muscat
Maastricht",2023-12-21 20:53:00,0,HKG,352
ET 3685,2023-12-21 20:00:00,Addis Ababa,2023-12-22 00:11:00,0,HKG,296
CX 988,2023-12-21 20:05:00,Guangzhou,2023-12-21 20:43:00,1,HKG,267
BR 857,2023-12-21 20:05:00,HKG,2023-12-21 21:14:00,1,Taipei,280
UO 701,2023-12-21 20:05:00,HKG,2023-12-21 20:49:00,1,Bangkok,291
CI 923,2023-12-21 20:10:00,HKG,2023-12-21 20:11:00,1,Taipei,322
HB 321,2023-12-21 20:10:00,HKG,2023-12-21 20:49:00,1,Tokyo/NRT,229
UO 764,2023-12-21 20:10:00,Phuket,2023-12-21 20:10:00,1,HKG,293
CX 663,2023-12-21 20:10:00,Mumbai,2023-12-21 20:31:00,1,HKG,260
FD 505,2023-12-21 20:10:00,Bangkok/DMK,2023-12-21 20:14:00,1,HKG,306
CX 549,2023-12-21 20:15:00,HKG,2023-12-21 20:36:00,1,Tokyo/HND,385
VJ 966,2023-12-21 20:15:00,HKG,2023-12-21 20:20:00,1,Da Nang,316
CA 116,2023-12-21 20:15:00,Beijing/PEK,2023-12-21 20:13:00,1,HKG,345
AC 008,2023-12-21 20:20:00,Vancouver,2023-12-21 21:25:00,1,HKG,290
MU 506,2023-12-21 20:20:00,Shanghai/PVG,2023-12-21 20:34:00,1,HKG,222
5X 063,2023-12-21 20:20:00,"Anchorage
Louisville",2023-12-21 20:19:00,0,HKG,325
CX 913,2023-12-21 20:20:00,Manila,2023-12-21 21:13:00,1,HKG,237
CX 776,2023-12-21 20:25:00,HKG,2023-12-21 20:25:00,1,Jakarta,261
CX 757,2023-12-21 20:25:00,Bangkok,2023-12-21 20:39:00,1,HKG,296
CX 715,2023-12-21 20:25:00,Singapore,2023-12-21 20:30:00,1,HKG,242
5Y 8127,2023-12-21 20:25:00,"Anchorage
Los Angeles",2023-12-22 01:30:00,0,HKG,254
CX 561,2023-12-21 20:25:00,HKG,2023-12-21 20:44:00,1,Osaka/Kansai,346
CX 679,2023-12-21 20:30:00,Delhi,2023-12-21 21:15:00,1,HKG,305
5J 120,2023-12-21 20:30:00,HKG,2023-12-21 20:17:00,1,Clark,333
CX 369,2023-12-21 20:30:00,HKG,2023-12-21 20:44:00,1,Shanghai/PVG,363
CX 918,2023-12-21 20:30:00,HKG,2023-12-21 21:35:00,1,Manila,284
HX 220,2023-12-21 20:30:00,Nanjing,2023-12-21 20:26:00,1,HKG,273
AK 130,2023-12-21 20:30:00,HKG,2023-12-21 20:57:00,1,Kuala Lumpur,318
HO 1292,2023-12-21 20:35:00,Shanghai/PVG,2023-12-21 20:41:00,1,HKG,256
CX 331,2023-12-21 20:35:00,HKG,2023-12-21 20:44:00,1,Beijing/PEK,305
CI 936,2023-12-21 20:35:00,Kaohsiung,2023-12-21 21:02:00,1,HKG,294
HX 619,2023-12-21 20:35:00,HKG,2023-12-21 21:18:00,1,Osaka/Kansai,333
ZH 9096,2023-12-21 20:40:00,Wuxi,2023-12-21 20:44:00,1,HKG,287
AK 238,2023-12-21 20:40:00,Kota Kinabalu,2023-12-21 21:29:00,1,HKG,275
ET 3717,2023-12-21 20:40:00,Liege,2023-12-22 05:36:00,0,HKG,347
CX 473,2023-12-21 20:40:00,HKG,2023-12-21 20:44:00,1,Taipei,264
HX 304,2023-12-21 20:45:00,Beijing/PEK,2023-12-21 21:11:00,1,HKG,399
5J 114,2023-12-21 20:45:00,HKG,2023-12-21 21:19:00,1,Manila,266
CX 734,2023-12-21 20:45:00,HKG,2023-12-21 20:53:00,1,Singapore,343
TG 607,2023-12-21 20:45:00,Bangkok,2023-12-21 21:03:00,1,HKG,325
5X 1939,2023-12-21 20:45:00,"Anchorage
Ontario",2023-12-21 20:42:00,0,HKG,372
HX 239,2023-12-21 20:45:00,HKG,2023-12-21 20:58:00,1,Shanghai/SHA,379
CX 623,2023-12-21 20:50:00,Bengaluru,2023-12-21 21:02:00,1,HKG,313
HX 496,2023-12-21 20:50:00,Chongqing,2023-12-21 20:51:00,1,HKG,295
CA 117,2023-12-21 20:50:00,HKG,2023-12-21 21:10:00,1,Beijing/PEK,387
UO 567,2023-12-21 20:50:00,HKG,2023-12-21 20:47:00,1,Nha Trang,246
BR 809,2023-12-21 20:50:00,HKG,2023-12-21 21:16:00,1,Taipei,352
FD 525,2023-12-21 20:50:00,Phuket,2023-12-21 21:25:00,1,HKG,292
TR 974,2023-12-21 20:55:00,HKG,2023-12-21 20:47:00,1,Singapore,261
CX 581,2023-12-21 20:55:00,HKG,2023-12-21 21:26:00,1,Sapporo,288
HX 284,2023-12-21 20:55:00,Taipei,2023-12-21 20:58:00,1,HKG,345
UO 899,2023-12-21 21:00:00,HKG,2023-12-21 21:39:00,1,Osaka/Kansai,406
CI 5822,2023-12-21 21:00:00,Taipei,2023-12-21 23:21:00,0,HKG,264
EK 385,2023-12-21 21:00:00,"Bangkok
Dubai",2023-12-21 21:05:00,1,HKG,393
UO 559,2023-12-21 21:00:00,HKG,2023-12-21 22:04:00,1,Da Nang,293
MU 723,2023-12-21 21:00:00,HKG,2023-12-21 21:56:00,1,Shanghai/PVG,342
UO 639,2023-12-21 21:05:00,HKG,2023-12-21 21:50:00,1,Fukuoka,352
CX 3250,2023-12-21 21:05:00,"Zhengzhou
Shanghai/PVG",2023-12-21 20:56:00,0,HKG,293
UA 802,2023-12-21 21:05:00,Los Angeles,2023-12-21 22:09:00,1,HKG,322
QR 8453,2023-12-21 21:05:00,Doha,2023-12-21 21:11:00,0,HKG,262
HX 234,2023-12-21 21:10:00,Shanghai/PVG,2023-12-21 21:11:00,1,HKG,357
CI 924,2023-12-21 21:10:00,Taipei,2023-12-21 21:19:00,1,HKG,290
CX 459,2023-12-21 21:10:00,HKG,2023-12-21 20:57:00,1,Kaohsiung,177
BR 858,2023-12-21 21:10:00,Taipei,2023-12-21 22:13:00,1,HKG,311
CX 784,2023-12-21 21:10:00,HKG,2023-12-21 21:22:00,1,Denpasar,346
CX 521,2023-12-21 21:10:00,HKG,2023-12-21 21:38:00,1,Tokyo/NRT,257
CX 198,2023-12-21 21:15:00,HKG,2023-12-21 21:48:00,1,Auckland,346
VJ 967,2023-12-21 21:15:00,Da Nang,2023-12-21 21:35:00,1,HKG,236
RH 9486,2023-12-21 21:15:00,HKG,2023-12-22 12:15:00,0,"Istanbul
Almaty",320
5J 121,2023-12-21 21:15:00,Clark,2023-12-21 21:30:00,1,HKG,284
CX 2091,2023-12-21 21:15:00,HKG,2023-12-22 03:03:00,0,"Dallas FT.Worth
Anchorage",336
CX 126,2023-12-21 21:20:00,HKG,2023-12-22 16:11:00,1,Christchurch,231
CX 161,2023-12-21 21:20:00,Sydney,2023-12-21 21:48:00,1,HKG,306
AK 131,2023-12-21 21:20:00,Kuala Lumpur,2023-12-21 22:00:00,1,HKG,292
UO 871,2023-12-21 21:20:00,HKG,2023-12-21 21:56:00,1,Tokyo/NRT,322
HX 128,2023-12-21 21:25:00,Hangzhou,2023-12-21 21:29:00,1,HKG,268
CX 708,2023-12-21 21:25:00,HKG,2023-12-21 22:11:00,1,Bangkok,325
PR 310,2023-12-21 21:25:00,HKG,2023-12-21 21:27:00,1,Manila,245
CX 100,2023-12-21 21:25:00,HKG,2023-12-21 21:51:00,1,Sydney,220
QR 816,2023-12-21 21:30:00,HKG,2023-12-21 21:30:00,1,Doha,308
AK 8578,2023-12-21 21:30:00,HKG,2023-12-22 02:30:00,0,Kuching,346
TH 6820,2023-12-21 21:30:00,HKG,2023-12-21 21:40:00,0,Kuala Lumpur,369
FD 502,2023-12-21 21:30:00,HKG,2023-12-21 21:15:00,1,Bangkok/DMK,335
CX 565,2023-12-21 21:30:00,HKG,2023-12-21 21:49:00,1,"Osaka/Kansai
Taipei",310
CX 507,2023-12-21 21:35:00,HKG,2023-12-21 21:38:00,1,Osaka/Kansai,274
CX 113,2023-12-21 21:35:00,Auckland,2023-12-21 21:46:00,1,HKG,235
CX 451,2023-12-21 21:45:00,HKG,2023-12-21 22:08:00,1,"Tokyo/NRT
Taipei",276
AY 100,2023-12-21 21:45:00,Helsinki,2023-12-21 21:44:00,1,HKG,281
CX 104,2023-12-21 21:45:00,HKG,2023-12-21 22:06:00,1,Melbourne,282
