code,time_sch,dest,time_act,commercial,orig,pass_load
TR 978,2023-12-20 10:05:00,HKG,2023-12-20 09:57:00,1,Singapore,247
CX 954,2023-12-20 10:10:00,Qingdao,2023-12-20 10:21:00,1,HKG,256
SQ 7197,2023-12-20 10:10:00,HKG,2023-12-20 10:46:00,0,"New York/JFK
Anchorage",182
UO 616,2023-12-20 10:15:00,Kumamoto,2023-12-20 10:27:00,1,HKG,285
PR 300,2023-12-20 10:15:00,HKG,2023-12-20 10:06:00,1,Manila,286
HX 231,2023-12-20 10:15:00,HKG,2023-12-20 10:12:00,1,Shanghai/PVG,319
AC 022,2023-12-20 10:15:00,Vancouver,2023-12-20 10:22:00,1,HKG,128
CI 602,2023-12-20 10:20:00,Taipei,2023-12-20 10:48:00,1,HKG,290
HX 497,2023-12-20 10:20:00,HKG,2023-12-20 10:08:00,1,Chongqing,391
CI 934,2023-12-20 10:20:00,Kaohsiung,2023-12-20 10:16:00,1,HKG,222
HB 702,2023-12-20 10:20:00,Taipei,2023-12-20 10:45:00,1,HKG,343
UO 630,2023-12-20 10:20:00,Seoul/ICN,2023-12-20 10:44:00,1,HKG,307
JL 736,2023-12-20 10:20:00,Tokyo/NRT,2023-12-20 10:30:00,1,HKG,346
CX 986,2023-12-20 10:20:00,Chengdu Tianfu,2023-12-20 10:43:00,1,HKG,153
CX 723,2023-12-20 10:25:00,Kuala Lumpur,2023-12-20 10:45:00,1,HKG,308
CX 356,2023-12-20 10:25:00,Nanjing,2023-12-20 10:30:00,1,HKG,281
CX 584,2023-12-20 10:25:00,Sapporo,2023-12-20 10:40:00,1,HKG,270
CX 828,2023-12-20 10:25:00,Toronto,2023-12-20 10:56:00,1,HKG,217
CX 407,2023-12-20 10:25:00,HKG,2023-12-20 10:22:00,1,Taipei,311
MU 9623,2023-12-20 10:25:00,HKG,2023-12-20 09:55:00,1,Kunming,421
CX 494,2023-12-20 10:25:00,Taipei,2023-12-20 10:52:00,1,HKG,264
EY 925,2023-12-20 10:30:00,HKG,2023-12-20 10:32:00,0,Abu Dhabi,300
MU 765,2023-12-20 10:30:00,HKG,2023-12-20 10:43:00,1,Nanjing,224
CX 912,2023-12-20 10:30:00,HKG,2023-12-20 10:24:00,1,Manila,331
FD 516,2023-12-20 10:30:00,Chiang Mai,2023-12-20 10:36:00,1,HKG,283
CX 520,2023-12-20 10:30:00,Tokyo/NRT,2023-12-20 11:17:00,1,HKG,328
AK 8011,2023-12-20 10:35:00,Kuala Lumpur,2023-12-20 14:59:00,0,HKG,235
HX 129,2023-12-20 10:35:00,HKG,2023-12-20 10:39:00,1,Hangzhou,301
MF 8715,2023-12-20 10:35:00,HKG,2023-12-20 10:59:00,1,Quanzhou,389
HO 1649,2023-12-20 10:40:00,HKG,2023-12-20 10:35:00,1,Nanjing,274
CX 506,2023-12-20 10:45:00,Osaka/Kansai,2023-12-20 11:36:00,1,HKG,224
FD 509,2023-12-20 10:45:00,Bangkok/DMK,2023-12-20 11:15:00,1,HKG,337
CX 738,2023-12-20 10:45:00,HKG,2023-12-20 10:35:00,1,Dubai,252
CI 6843,2023-12-20 10:45:00,HKG,2023-12-20 11:43:00,0,Taipei,353
UO 625,2023-12-20 10:50:00,HKG,2023-12-20 10:53:00,1,Tokyo/HND,261
UO 172,2023-12-20 10:50:00,Taichung,2023-12-20 10:55:00,1,HKG,283
HX 221,2023-12-20 10:50:00,HKG,2023-12-20 10:52:00,1,Nanjing,364
MU 721,2023-12-20 10:50:00,HKG,2023-12-20 10:51:00,1,Shanghai/SHA,292
UO 870,2023-12-20 10:50:00,Tokyo/NRT,2023-12-20 11:36:00,1,HKG,313
Z2 1264,2023-12-20 10:55:00,HKG,2023-12-20 12:05:00,1,Manila,288
CX 917,2023-12-20 11:00:00,HKG,2023-12-20 10:37:00,1,Chengdu Tianfu,241
5J 111,2023-12-20 11:00:00,Manila,2023-12-20 11:26:00,1,HKG,292
UA 862,2023-12-20 11:00:00,San Francisco,2023-12-20 11:19:00,1,HKG,237
CX 163,2023-12-20 11:00:00,Melbourne,2023-12-20 11:34:00,1,HKG,219
RW 660,2023-12-20 11:05:00,HKG,2023-12-20 11:06:00,1,Clark,307
CI 904,2023-12-20 11:05:00,Taipei,2023-12-20 11:40:00,1,HKG,302
5X 003,2023-12-20 11:10:00,"Dubai
Cologne
Philadelphia",2023-12-20 11:39:00,0,HKG,377
HX 208,2023-12-20 11:10:00,Nanjing,2023-12-20 11:30:00,1,HKG,245
CX 588,2023-12-20 11:10:00,Fukuoka,2023-12-20 11:28:00,1,HKG,299
3S 521,2023-12-20 11:10:00,Leipzig,2023-12-20 11:29:00,0,HKG,249
TR 979,2023-12-20 11:10:00,Singapore,2023-12-20 11:16:00,1,HKG,342
CX 345,2023-12-20 11:15:00,HKG,2023-12-20 11:05:00,1,Beijing/PEK,397
AK 138,2023-12-20 11:15:00,HKG,2023-12-20 11:09:00,1,Kuala Lumpur,316
BR 852,2023-12-20 11:15:00,Taipei,2023-12-20 11:33:00,1,HKG,339
SQ 874,2023-12-20 11:20:00,HKG,2023-12-20 11:22:00,1,Singapore,369
KE 171,2023-12-20 11:20:00,HKG,2023-12-20 11:58:00,1,Seoul/ICN,274
MU 2685,2023-12-20 11:20:00,HKG,2023-12-20 11:14:00,1,Wuxi,332
MF 381,2023-12-20 11:20:00,HKG,2023-12-20 11:04:00,1,Xiamen,283
MF 8655,2023-12-20 11:20:00,HKG,2023-12-20 11:33:00,1,Hangzhou,303
MU 9624,2023-12-20 11:25:00,Kunming,2023-12-20 11:36:00,1,HKG,246
TW 115,2023-12-20 11:25:00,HKG,2023-12-20 12:30:00,1,Seoul/ICN,297
CX 983,2023-12-20 11:25:00,HKG,2023-12-20 11:48:00,1,Guangzhou,384
UO 227,2023-12-20 11:30:00,HKG,2023-12-20 11:47:00,1,Ningbo,263
HX 658,2023-12-20 11:30:00,Okinawa,2023-12-20 11:50:00,1,HKG,218
PR 301,2023-12-20 11:30:00,Manila,2023-12-20 11:36:00,1,HKG,279
MU 501,2023-12-20 11:30:00,HKG,2023-12-20 11:27:00,1,Shanghai/PVG,295
HX 618,2023-12-20 11:35:00,Osaka/Kansai,2023-12-20 11:46:00,1,HKG,387
MU 766,2023-12-20 11:35:00,Nanjing,2023-12-20 11:53:00,1,HKG,330
MF 8716,2023-12-20 11:35:00,Quanzhou,2023-12-20 12:10:00,1,HKG,274
UO 131,2023-12-20 11:35:00,HKG,2023-12-20 11:51:00,1,Kaohsiung,266
UO 106,2023-12-20 11:35:00,Taipei,2023-12-20 11:39:00,1,HKG,304
HO 1650,2023-12-20 11:40:00,Nanjing,2023-12-20 11:46:00,1,HKG,301
CX 739,2023-12-20 11:40:00,Singapore,2023-12-20 11:47:00,1,HKG,280
GH 1187,2023-12-20 11:40:00,Delhi,2023-12-20 13:21:00,0,HKG,207
TG 600,2023-12-20 11:45:00,HKG,2023-12-20 11:36:00,1,Bangkok,399
Z2 1265,2023-12-20 11:45:00,Manila,2023-12-20 12:54:00,1,HKG,267
CV 4169,2023-12-20 11:45:00,HKG,2023-12-20 13:42:00,0,"Luxembourg
Kuwait",276
CA 101,2023-12-20 11:45:00,HKG,2023-12-20 11:49:00,1,Beijing/PEK,387
3U 3957,2023-12-20 11:45:00,HKG,2023-12-20 11:13:00,1,Chengdu Tianfu,338
2C 610,2023-12-20 11:45:00,HKG,2023-12-20 11:28:00,0,Paris,325
5Y 8052,2023-12-20 11:50:00,"Anchorage
Miami",2023-12-20 11:55:00,0,HKG,408
MM 063,2023-12-20 11:50:00,HKG,2023-12-20 12:05:00,1,Osaka/Kansai,264
OZ 721,2023-12-20 11:50:00,HKG,2023-12-20 12:51:00,1,Seoul/ICN,306
ZH 9085,2023-12-20 11:50:00,HKG,2023-12-20 11:36:00,1,Nantong,222
UO 898,2023-12-20 11:50:00,Osaka/Kansai,2023-12-20 12:16:00,1,HKG,317
HX 603,2023-12-20 11:55:00,HKG,2023-12-20 12:01:00,1,Osaka/Kansai,341
ET 3793,2023-12-20 11:55:00,Liege,2023-12-20 20:15:00,0,HKG,302
CX 2036,2023-12-20 11:55:00,Osaka/Kansai,2023-12-20 11:48:00,0,HKG,368
MU 722,2023-12-20 11:55:00,Shanghai/SHA,2023-12-20 12:04:00,1,HKG,312
KL 887,2023-12-20 11:55:00,HKG,2023-12-20 12:03:00,1,Amsterdam,236
CX 653,2023-12-20 12:00:00,Bangkok,2023-12-20 11:59:00,1,HKG,354
AK 139,2023-12-20 12:00:00,Kuala Lumpur,2023-12-20 12:07:00,1,HKG,402
UO 193,2023-12-20 12:00:00,HKG,2023-12-20 11:45:00,1,Taichung,307
CX 332,2023-12-20 12:00:00,Beijing/PEK,2023-12-20 12:03:00,1,HKG,186
7L 247,2023-12-20 12:00:00,"Dubai/DWC
Baku",2023-12-20 20:07:00,0,HKG,256
RW 910,2023-12-20 12:05:00,Cebu,2023-12-20 12:05:00,1,HKG,160
CA 411,2023-12-20 12:05:00,HKG,2023-12-20 11:32:00,1,Chengdu Tianfu,308
HX 775,2023-12-20 12:05:00,Bangkok,2023-12-20 12:52:00,1,HKG,355
MU 5015,2023-12-20 12:05:00,HKG,2023-12-20 11:56:00,1,Beijing/PKX,267
BR 867,2023-12-20 12:10:00,HKG,2023-12-20 12:43:00,1,Taipei,205
CX 619,2023-12-20 12:10:00,Singapore,2023-12-20 12:29:00,1,HKG,267
CX 700,2023-12-20 12:10:00,HKG,2023-12-20 12:27:00,1,Bangkok,316
UO 112,2023-12-20 12:15:00,Taipei,2023-12-20 12:43:00,1,HKG,294
CX 960,2023-12-20 12:15:00,Hangzhou,2023-12-20 12:21:00,1,HKG,334
CX 730,2023-12-20 12:15:00,HKG,2023-12-20 12:08:00,1,Kuala Lumpur,239
CA 103,2023-12-20 12:15:00,HKG,2023-12-20 12:19:00,1,Tianjin,307
MU 2686,2023-12-20 12:20:00,Wuxi,2023-12-20 12:31:00,1,HKG,334
9C 8715,2023-12-20 12:20:00,HKG,2023-12-20 12:29:00,1,Shanghai/PVG,289
MF 382,2023-12-20 12:20:00,Xiamen,2023-12-20 12:22:00,1,HKG,407
MF 8656,2023-12-20 12:20:00,Hangzhou,2023-12-20 12:41:00,1,HKG,252
MU 5017,2023-12-20 12:25:00,HKG,2023-12-20 12:23:00,1,Shanghai/SHA,281
PR 318,2023-12-20 12:25:00,HKG,2023-12-20 12:26:00,1,Manila,314
TW 116,2023-12-20 12:25:00,Seoul/ICN,2023-12-20 13:29:00,1,HKG,292
CX 884,2023-12-20 12:25:00,Los Angeles,2023-12-20 12:46:00,1,HKG,317
CX 365,2023-12-20 12:30:00,HKG,2023-12-20 12:42:00,1,Shanghai/PVG,256
MU 502,2023-12-20 12:30:00,Shanghai/PVG,2023-12-20 12:37:00,1,HKG,228
SQ 875,2023-12-20 12:30:00,Singapore,2023-12-20 12:35:00,1,HKG,342
EY 926,2023-12-20 12:30:00,Abu Dhabi,2023-12-20 12:39:00,0,HKG,337
UO 551,2023-12-20 12:35:00,HKG,2023-12-20 12:12:00,1,Hanoi,246
CZ 309,2023-12-20 12:40:00,HKG,2023-12-20 13:08:00,1,Beijing/PKX,310
MU 701,2023-12-20 12:40:00,HKG,2023-12-20 12:22:00,1,Shanghai/PVG,317
SQ 7197,2023-12-20 12:40:00,Singapore,2023-12-20 13:43:00,0,HKG,354
CX 725,2023-12-20 12:45:00,Kuala Lumpur,2023-12-20 13:24:00,1,HKG,314
3U 3958,2023-12-20 12:45:00,Chengdu Tianfu,2023-12-20 12:37:00,1,HKG,351
CI 6844,2023-12-20 12:45:00,Taipei,2023-12-20 13:14:00,0,HKG,329
TG 601,2023-12-20 12:45:00,Bangkok,2023-12-20 12:58:00,1,HKG,321
CI 909,2023-12-20 12:50:00,HKG,2023-12-20 13:30:00,1,Taipei,321
SC 1151,2023-12-20 12:50:00,HKG,2023-12-20 14:23:00,1,Jinan,272
3S 512,2023-12-20 12:50:00,HKG,2023-12-20 12:39:00,0,"Leipzig
Dubai",453
KE 172,2023-12-20 12:50:00,Seoul/ICN,2023-12-20 13:14:00,1,HKG,234
CV 4982,2023-12-20 12:50:00,HKG,2023-12-20 14:15:00,0,Luxembourg,271
MM 064,2023-12-20 12:50:00,Osaka/Kansai,2023-12-20 13:05:00,1,HKG,364
CX 489,2023-12-20 12:50:00,HKG,2023-12-20 12:52:00,1,Taipei,228
UO 638,2023-12-20 12:55:00,Fukuoka,2023-12-20 13:03:00,1,HKG,208
MH 072,2023-12-20 12:55:00,HKG,2023-12-20 13:12:00,1,Kuala Lumpur,240
HX 706,2023-12-20 12:55:00,HKG,2023-12-20 13:18:00,1,Denpasar,276
NH 859,2023-12-20 12:55:00,HKG,2023-12-20 13:12:00,1,Tokyo/HND,370
7C 2101,2023-12-20 12:55:00,HKG,2023-12-20 13:10:00,1,Seoul/ICN,375
CX 431,2023-12-20 12:55:00,HKG,2023-12-20 12:58:00,1,Kaohsiung,363
UO 646,2023-12-20 13:00:00,Tokyo/NRT,2023-12-20 13:02:00,1,HKG,283
HX 246,2023-12-20 13:00:00,Shanghai/PVG,2023-12-20 12:55:00,1,HKG,332
CX 400,2023-12-20 13:00:00,Taipei,2023-12-20 13:23:00,1,HKG,345
CX 567,2023-12-20 13:00:00,HKG,2023-12-20 12:45:00,1,Osaka/Kansai,250
D4 701,2023-12-20 13:00:00,Karaganda,2023-12-20 13:27:00,0,HKG,292
QR 8424,2023-12-20 13:00:00,HKG,2023-12-20 12:58:00,0,"Doha
Osaka/Kansai",389
CA 102,2023-12-20 13:00:00,Beijing/PEK,2023-12-20 12:56:00,1,HKG,299
HX 305,2023-12-20 13:05:00,HKG,2023-12-20 13:02:00,1,Beijing/PEK,260
CA 111,2023-12-20 13:05:00,HKG,2023-12-20 12:55:00,1,Beijing/PEK,264
CX 995,2023-12-20 13:05:00,HKG,2023-12-20 13:08:00,1,Fuzhou,280
6E 1707,2023-12-20 13:10:00,HKG,2023-12-20 12:44:00,1,Delhi,375
ZH 9086,2023-12-20 13:10:00,Nantong,2023-12-20 13:12:00,1,HKG,302
GA 860,2023-12-20 13:15:00,HKG,2023-12-20 13:49:00,1,Jakarta,225
HX 258,2023-12-20 13:15:00,Shanghai/SHA,2023-12-20 14:00:00,1,HKG,337
MU 5018,2023-12-20 13:15:00,Shanghai/SHA,2023-12-20 13:30:00,1,HKG,383
ET 3618,2023-12-20 13:15:00,HKG,2023-12-20 20:39:00,0,Seoul/ICN,272
CX 417,2023-12-20 13:15:00,HKG,2023-12-20 14:36:00,1,Seoul/ICN,254
OZ 722,2023-12-20 13:15:00,Seoul/ICN,2023-12-20 13:57:00,1,HKG,220
CX 238,2023-12-20 13:20:00,HKG,2023-12-20 13:00:00,1,London/LHR,324
9C 8716,2023-12-20 13:20:00,Shanghai/PVG,2023-12-20 13:22:00,1,HKG,351
CX 870,2023-12-20 13:25:00,San Francisco,2023-12-20 13:37:00,1,HKG,380
PR 319,2023-12-20 13:25:00,Manila,2023-12-20 13:32:00,1,HKG,269
CX 503,2023-12-20 13:25:00,HKG,2023-12-20 13:22:00,1,Osaka/Kansai,223
CX 509,2023-12-20 13:25:00,HKG,2023-12-20 21:45:00,1,Tokyo/NRT,249
CX 253,2023-12-20 13:30:00,London/LHR,2023-12-20 13:51:00,1,HKG,342
CX 906,2023-12-20 13:30:00,HKG,2023-12-20 13:13:00,1,Manila,265
NH 8541,2023-12-20 13:30:00,HKG,2023-12-20 13:36:00,0,Tokyo/NRT,260
VN 592,2023-12-20 13:30:00,HKG,2023-12-20 13:49:00,1,Hanoi,245
HX 607,2023-12-20 13:30:00,HKG,2023-12-20 13:52:00,1,Tokyo/NRT,317
CX 360,2023-12-20 13:35:00,Shanghai/PVG,2023-12-20 13:39:00,1,HKG,243
UO 700,2023-12-20 13:35:00,Bangkok,2023-12-20 13:47:00,1,HKG,233
KL 888,2023-12-20 13:35:00,Amsterdam,2023-12-20 13:42:00,1,HKG,362
MU 5016,2023-12-20 13:35:00,Beijing/PKX,2023-12-20 13:53:00,1,HKG,339
BR 868,2023-12-20 13:35:00,Taipei,2023-12-20 13:42:00,1,HKG,299
MU 702,2023-12-20 13:40:00,Shanghai/PVG,2023-12-20 13:50:00,1,HKG,315
JL 029,2023-12-20 13:40:00,HKG,2023-12-20 14:04:00,1,Tokyo/HND,278
MU 203,2023-12-20 13:40:00,HKG,2023-12-20 12:52:00,1,Xian,235
CA 412,2023-12-20 13:40:00,Chengdu Tianfu,2023-12-20 13:31:00,1,HKG,308
FD 500,2023-12-20 13:40:00,HKG,2023-12-20 13:42:00,1,Bangkok/DMK,382
KZ 209,2023-12-20 13:45:00,HKG,2023-12-20 14:08:00,0,Tokyo/NRT,261
UO 684,2023-12-20 13:45:00,Nagoya,2023-12-20 13:45:00,1,HKG,282
CA 104,2023-12-20 13:45:00,Tianjin,2023-12-20 13:40:00,1,HKG,300
CZ 310,2023-12-20 13:45:00,Beijing/PKX,2023-12-20 14:08:00,1,HKG,235
CV 7073,2023-12-20 13:45:00,"Baku
Luxembourg",2023-12-20 15:53:00,0,HKG,360
CX 420,2023-12-20 13:50:00,Taipei,2023-12-20 13:55:00,1,HKG,183
HX 254,2023-12-20 13:50:00,Taipei,2023-12-20 14:57:00,1,HKG,356
5X 067,2023-12-20 13:50:00,"Anchorage
Louisville",2023-12-20 13:53:00,0,HKG,324
CX 977,2023-12-20 13:55:00,HKG,2023-12-20 14:05:00,1,Xiamen,367
HX 681,2023-12-20 13:55:00,HKG,2023-12-20 13:51:00,1,Okinawa,322
SQ 892,2023-12-20 13:55:00,HKG,2023-12-20 13:45:00,1,Singapore,285
7C 2102,2023-12-20 13:55:00,Seoul/ICN,2023-12-20 14:03:00,1,HKG,312
HX 253,2023-12-20 13:55:00,HKG,2023-12-20 14:24:00,1,Taipei,184
UO 821,2023-12-20 13:55:00,HKG,2023-12-20 13:55:00,1,Okinawa,359
CX 392,2023-12-20 14:00:00,Beijing/PEK,2023-12-20 14:08:00,1,HKG,288
UO 553,2023-12-20 14:00:00,HKG,2023-12-20 14:41:00,1,Da Nang,233
UO 650,2023-12-20 14:00:00,Tokyo/NRT,2023-12-20 14:04:00,1,HKG,300
CI 910,2023-12-20 14:05:00,Taipei,2023-12-20 14:46:00,1,HKG,264
KE 173,2023-12-20 14:05:00,HKG,2023-12-20 14:20:00,1,Seoul/ICN,278
CX 418,2023-12-20 14:05:00,Seoul/ICN,2023-12-20 14:15:00,1,HKG,478
SC 1152,2023-12-20 14:10:00,Jinan,2023-12-20 15:16:00,1,HKG,296
OD 605,2023-12-20 14:10:00,HKG,2023-12-20 14:28:00,1,Kuala Lumpur,211
BR 869,2023-12-20 14:10:00,HKG,2023-12-20 14:27:00,1,Taipei,310
CX 735,2023-12-20 14:10:00,Singapore,2023-12-20 14:39:00,1,HKG,241
CX 658,2023-12-20 14:10:00,HKG,2023-12-20 13:50:00,1,Singapore,403
D7 692,2023-12-20 14:15:00,HKG,2023-12-20 14:22:00,1,Kuala Lumpur,302
GA 863,2023-12-20 14:15:00,Jakarta,2023-12-20 15:14:00,1,HKG,327
VN 594,2023-12-20 14:15:00,HKG,2023-12-20 14:11:00,1,Ho Chi Minh,320
CX 841,2023-12-20 14:15:00,HKG,2023-12-20 13:31:00,1,New York/JFK,213
MH 6108,2023-12-20 14:15:00,HKG,2023-12-21 02:08:00,0,Kuala Lumpur,332
CX 937,2023-12-20 14:20:00,HKG,2023-12-20 13:57:00,1,Wuhan,217
CX 919,2023-12-20 14:20:00,Manila,2023-12-20 14:21:00,1,HKG,308
CX 543,2023-12-20 14:20:00,HKG,2023-12-20 14:36:00,1,Tokyo/HND,306
NH 860,2023-12-20 14:20:00,Tokyo/HND,2023-12-20 14:19:00,1,HKG,386
CX 780,2023-12-20 14:20:00,HKG,2023-12-20 14:12:00,1,Surabaya,367
CX 363,2023-12-20 14:25:00,HKG,2023-12-20 14:34:00,1,Shanghai/PVG,275
CX 779,2023-12-20 14:25:00,Surabaya,2023-12-20 15:13:00,1,HKG,321
MU 507,2023-12-20 14:25:00,HKG,2023-12-20 14:16:00,1,Shanghai/PVG,357
CA 419,2023-12-20 14:25:00,HKG,2023-12-20 13:33:00,1,Chongqing,218
VN 593,2023-12-20 14:30:00,Hanoi,2023-12-20 14:57:00,1,HKG,274
HX 238,2023-12-20 14:30:00,Shanghai/SHA,2023-12-20 14:39:00,1,HKG,348
CX 250,2023-12-20 14:30:00,HKG,2023-12-20 14:32:00,1,London/LHR,371
CX 751,2023-12-20 14:30:00,Bangkok,2023-12-20 14:28:00,1,HKG,374
5X 062,2023-12-20 14:35:00,HKG,2023-12-20 15:21:00,0,"Louisville
Anchorage",296
HX 453,2023-12-20 14:35:00,HKG,2023-12-20 14:13:00,1,Chengdu Tianfu,273
CX 718,2023-12-20 14:35:00,HKG,2023-12-20 14:38:00,1,Jakarta,192
CA 112,2023-12-20 14:35:00,Beijing/PEK,2023-12-20 14:29:00,1,HKG,309
FD 501,2023-12-20 14:40:00,Bangkok/DMK,2023-12-20 14:35:00,1,HKG,310
SV 985,2023-12-20 14:40:00,Riyadh,2023-12-20 14:49:00,0,HKG,312
ET 3629,2023-12-20 14:40:00,Addis Ababa,2023-12-21 05:55:00,0,HKG,283
BA 031,2023-12-20 14:40:00,HKG,2023-12-20 15:33:00,1,London/LHR,277
EK 382,2023-12-20 14:45:00,HKG,2023-12-20 14:50:00,1,Dubai,237
2C 611,2023-12-20 14:45:00,Paris,2023-12-20 14:30:00,0,HKG,343
HX 741,2023-12-20 14:45:00,Phuket,2023-12-20 15:07:00,1,HKG,265
5X 167,2023-12-20 14:45:00,HKG,2023-12-20 14:40:00,0,"Louisville
Singapore
Hanoi",257
MU 204,2023-12-20 14:45:00,Xian,2023-12-20 14:39:00,1,HKG,267
CX 005,2023-12-20 14:50:00,HKG,2023-12-20 14:49:00,0,"Tokyo/NRT
Taipei",371
QR 8425,2023-12-20 14:50:00,Doha,2023-12-20 15:42:00,0,HKG,348
UO 114,2023-12-20 14:50:00,Taipei,2023-12-20 15:32:00,1,HKG,301
MH 073,2023-12-20 14:50:00,Kuala Lumpur,2023-12-20 14:51:00,1,HKG,230
FJ 391,2023-12-20 14:50:00,HKG,2023-12-20 15:12:00,1,Nadi,274
CX 134,2023-12-20 14:55:00,HKG,2023-12-20 15:01:00,1,Melbourne,317
UO 688,2023-12-20 14:55:00,Osaka/Kansai,2023-12-20 14:55:00,1,HKG,334
CX 094,2023-12-20 14:55:00,"Anchorage
New York/JFK",2023-12-20 15:06:00,0,HKG,274
HB 703,2023-12-20 14:55:00,HKG,2023-12-20 14:59:00,1,Taipei,269
UO 652,2023-12-20 14:55:00,Tokyo/NRT,2023-12-20 14:50:00,1,HKG,281
HX 610,2023-12-20 14:55:00,Tokyo/NRT,2023-12-20 15:39:00,1,HKG,296
MU 503,2023-12-20 14:55:00,HKG,2023-12-20 15:07:00,1,Shanghai/PVG,288
NH 8542,2023-12-20 15:00:00,Tokyo/NRT,2023-12-20 14:59:00,0,HKG,332
CX 501,2023-12-20 15:00:00,HKG,2023-12-20 14:59:00,1,Tokyo/NRT,336
3S 590,2023-12-20 15:00:00,HKG,2023-12-20 15:22:00,0,"Leipzig
Tokyo/NRT",399
CX 380,2023-12-20 15:00:00,Shanghai/PVG,2023-12-20 15:38:00,1,HKG,348
UO 173,2023-12-20 15:05:00,HKG,2023-12-20 14:48:00,1,Taichung,249
CX 635,2023-12-20 15:05:00,Singapore,2023-12-20 15:27:00,1,HKG,325
CX 110,2023-12-20 15:05:00,HKG,2023-12-20 15:20:00,1,Sydney,292
CX 171,2023-12-20 15:10:00,Perth,2023-12-20 15:41:00,1,HKG,286
OD 606,2023-12-20 15:10:00,Kuala Lumpur,2023-12-20 15:47:00,1,HKG,323
QR 818,2023-12-20 15:10:00,HKG,2023-12-20 15:03:00,1,Doha,298
5X 058,2023-12-20 15:10:00,HKG,2023-12-20 15:18:00,0,"Ontario
Honolulu",377
CX 930,2023-12-20 15:10:00,HKG,2023-12-20 14:53:00,1,Manila,382
CX 047,2023-12-20 15:15:00,Mumbai,2023-12-20 16:34:00,0,HKG,366
CX 922,2023-12-20 15:15:00,HKG,2023-12-20 15:19:00,1,Cebu,304
CZ 3011,2023-12-20 15:15:00,HKG,2023-12-20 14:56:00,1,Shenyang,374
CX 608,2023-12-20 15:15:00,HKG,2023-12-20 15:06:00,1,Phnom Penh,280
VN 595,2023-12-20 15:20:00,Ho Chi Minh,2023-12-20 15:24:00,1,HKG,281
BR 870,2023-12-20 15:20:00,Taipei,2023-12-20 15:40:00,1,HKG,389
CX 766,2023-12-20 15:20:00,HKG,2023-12-20 15:10:00,1,Ho Chi Minh,350
RH 9487,2023-12-20 15:20:00,"Almaty
Istanbul",2023-12-21 00:02:00,0,HKG,340
KE 174,2023-12-20 15:25:00,Seoul/ICN,2023-12-20 15:29:00,1,HKG,274
CX 500,2023-12-20 15:25:00,Tokyo/NRT,2023-12-20 15:36:00,1,HKG,362
CX 495,2023-12-20 15:25:00,HKG,2023-12-20 15:30:00,1,Taipei,277
MU 508,2023-12-20 15:25:00,Shanghai/PVG,2023-12-20 15:25:00,1,HKG,277
CA 420,2023-12-20 15:25:00,Chongqing,2023-12-20 15:15:00,1,HKG,340
CX 750,2023-12-20 15:30:00,HKG,2023-12-20 15:43:00,1,Bangkok,248
KE 9313,2023-12-20 15:30:00,HKG,2023-12-20 19:36:00,0,Seoul/ICN,268
D7 693,2023-12-20 15:30:00,Kuala Lumpur,2023-12-20 15:43:00,1,HKG,301
UO 619,2023-12-20 15:35:00,HKG,2023-12-20 16:00:00,1,Seoul/ICN,250
CX 838,2023-12-20 15:35:00,Vancouver,2023-12-20 15:54:00,1,HKG,286
UO 725,2023-12-20 15:35:00,HKG,2023-12-20 15:46:00,1,Phuket,358
JL 026,2023-12-20 15:35:00,Tokyo/HND,2023-12-20 15:37:00,1,HKG,390
CV 5933,2023-12-20 15:35:00,"Anchorage
New York/JFK
Luxembourg",2023-12-20 16:02:00,0,HKG,298
UO 566,2023-12-20 15:35:00,Nha Trang,2023-12-20 15:38:00,1,HKG,299
KZ 206,2023-12-20 15:40:00,Tokyo/NRT,2023-12-20 15:37:00,0,HKG,361
HX 237,2023-12-20 15:40:00,HKG,2023-12-20 15:39:00,1,Shanghai/PVG,227
UO 862,2023-12-20 15:45:00,Osaka/Kansai,2023-12-20 15:48:00,1,HKG,326
CX 472,2023-12-20 15:45:00,Taipei,2023-12-20 15:56:00,1,HKG,262
SQ 893,2023-12-20 15:45:00,Singapore,2023-12-20 15:48:00,1,HKG,233
UO 759,2023-12-20 15:45:00,HKG,2023-12-20 15:51:00,1,Bangkok,227
UO 601,2023-12-20 15:50:00,HKG,2023-12-20 16:19:00,1,Fukuoka,310
D0 004,2023-12-20 15:50:00,HKG,2023-12-20 20:47:00,0,"East Midlands
Cincinnati
Nagoya",216
CX 719,2023-12-20 15:50:00,Jakarta,2023-12-20 15:58:00,1,HKG,279
CA 427,2023-12-20 15:50:00,HKG,2023-12-20 15:50:00,1,Chengdu Tianfu,371
ZH 9091,2023-12-20 15:55:00,HKG,2023-12-20 16:10:00,1,Quanzhou,297
6E 1708,2023-12-20 15:55:00,Delhi,2023-12-20 16:03:00,1,HKG,290
MU 504,2023-12-20 15:55:00,Shanghai/PVG,2023-12-20 16:09:00,1,HKG,349
PG 805,2023-12-20 15:55:00,HKG,2023-12-20 15:37:00,1,Samui,313
HB 283,2023-12-20 16:00:00,Bangkok,2023-12-20 16:18:00,1,HKG,348
C8 7402,2023-12-20 16:00:00,HKG,2023-12-20 15:54:00,0,Luxembourg,255
CX 657,2023-12-20 16:00:00,Singapore,2023-12-20 16:13:00,1,HKG,405
