code,time_sch,dest,time_act,commercial,orig,pass_load
3S 512,2023-12-20 21:45:00,Cincinnati,2023-12-20 21:56:00,0,HKG,348
CX 451,2023-12-20 21:45:00,HKG,2023-12-20 23:01:00,1,"Tokyo/NRT
Taipei",307
AY 100,2023-12-20 21:45:00,Helsinki,2023-12-20 21:49:00,1,HKG,306
CX 724,2023-12-20 21:50:00,HKG,2023-12-20 22:11:00,1,Kuala Lumpur,324
EK 380,2023-12-20 21:50:00,HKG,2023-12-20 22:25:00,1,Dubai,332
CX 381,2023-12-20 21:55:00,HKG,2023-12-20 22:15:00,1,Shanghai/PVG,342
CX 583,2023-12-20 21:55:00,HKG,2023-12-20 23:04:00,1,Sapporo,308
QR 8467,2023-12-20 22:00:00,Doha,2023-12-20 23:18:00,0,HKG,315
5J 115,2023-12-20 22:00:00,Manila,2023-12-20 23:15:00,1,HKG,363
CX 716,2023-12-20 22:05:00,HKG,2023-12-20 21:40:00,1,Singapore,296
CX 939,2023-12-20 22:05:00,Manila,2023-12-20 23:07:00,1,HKG,332
CX 531,2023-12-20 22:05:00,HKG,2023-12-20 22:02:00,1,"Nagoya
Taipei",274
RH 9376,2023-12-20 22:15:00,HKG,2023-12-20 21:53:00,0,Chennai,268
CX 742,2023-12-20 22:15:00,HKG,2023-12-20 22:21:00,1,Hanoi,389
CX 902,2023-12-20 22:15:00,HKG,2023-12-20 22:04:00,1,Manila,361
FX 5986,2023-12-20 22:15:00,Memphis,2023-12-20 22:05:00,0,HKG,269
FX 5391,2023-12-20 22:20:00,"Osaka/Kansai
Oakland",2023-12-20 22:23:00,0,HKG,249
TH 6827,2023-12-20 22:20:00,Kuala Lumpur,2023-12-20 22:19:00,0,HKG,367
UO 183,2023-12-20 22:20:00,HKG,2023-12-20 22:19:00,1,Taichung,316
CX 505,2023-12-20 22:20:00,HKG,2023-12-20 23:20:00,1,Tokyo/NRT,363
CX 393,2023-12-20 22:25:00,HKG,2023-12-20 21:59:00,1,Beijing/PEK,305
FD 503,2023-12-20 22:25:00,Bangkok/DMK,2023-12-20 23:13:00,1,HKG,225
UA 878,2023-12-20 22:30:00,San Francisco,2023-12-20 22:28:00,1,HKG,360
UO 135,2023-12-20 22:35:00,HKG,2023-12-20 22:27:00,1,Kaohsiung,371
LH 8473,2023-12-20 22:35:00,"Dubai/DWC
Frankfurt",2023-12-20 22:36:00,0,HKG,328
CX 991,2023-12-20 22:35:00,HKG,2023-12-20 22:37:00,1,Fuzhou,319
JL 735,2023-12-20 22:35:00,HKG,2023-12-20 23:24:00,1,Tokyo/NRT,263
CX 419,2023-12-20 22:40:00,HKG,2023-12-20 22:51:00,1,Seoul/ICN,245
AF 185,2023-12-20 22:40:00,Paris,2023-12-20 22:40:00,1,HKG,255
PR 311,2023-12-20 22:45:00,Manila,2023-12-20 22:41:00,1,HKG,325
UO 685,2023-12-20 22:45:00,HKG,2023-12-20 23:04:00,1,Nagoya,311
HX 742,2023-12-20 22:45:00,HKG,2023-12-20 23:07:00,1,Phuket,235
SQ 898,2023-12-20 22:45:00,HKG,2023-12-20 22:40:00,1,Singapore,341
OZ 745,2023-12-20 22:50:00,HKG,2023-12-21 00:33:00,1,Seoul/ICN,283
ET 609,2023-12-20 22:50:00,"Bangkok
Addis Ababa",2023-12-20 22:58:00,1,HKG,301
HX 283,2023-12-20 22:50:00,HKG,2023-12-20 22:37:00,1,Taipei,274
LX 139,2023-12-20 22:50:00,Zurich,2023-12-20 23:08:00,1,HKG,394
HB 284,2023-12-20 22:55:00,HKG,2023-12-20 22:52:00,1,Bangkok,345
CX 251,2023-12-20 22:55:00,London/LHR,2023-12-20 23:52:00,1,HKG,285
HX 779,2023-12-20 22:55:00,Bangkok,2023-12-20 22:57:00,1,HKG,259
FX 9798,2023-12-20 23:00:00,HKG,2023-12-21 01:34:00,0,Anchorage,321
RH 353,2023-12-20 23:00:00,Manila,2023-12-20 23:46:00,0,HKG,336
CX 702,2023-12-20 23:00:00,HKG,2023-12-20 23:03:00,1,Bangkok,322
UO 703,2023-12-20 23:00:00,HKG,2023-12-20 23:20:00,1,Bangkok,333
GTR3912,2023-12-20 23:00:00,HKG,2023-12-21 00:20:00,0,Budapest,249
BA 032,2023-12-20 23:00:00,London/LHR,2023-12-20 22:56:00,1,HKG,275
CI 921,2023-12-20 23:00:00,HKG,2023-12-20 23:29:00,1,Taipei,258
TH 6821,2023-12-20 23:05:00,Kuala Lumpur,2023-12-20 23:12:00,0,HKG,386
UO 573,2023-12-20 23:05:00,HKG,2023-12-20 23:02:00,1,Manila,315
UO 117,2023-12-20 23:05:00,HKG,2023-12-21 00:18:00,1,Taipei,347
CX 479,2023-12-20 23:10:00,HKG,2023-12-20 23:11:00,1,Taipei,300
KE 177,2023-12-20 23:10:00,HKG,2023-12-21 00:48:00,1,Seoul/ICN,364
UO 755,2023-12-20 23:10:00,HKG,2023-12-20 23:22:00,1,Chiang Mai,309
CX 764,2023-12-20 23:15:00,HKG,2023-12-20 23:16:00,1,Ho Chi Minh,246
RH 4568,2023-12-20 23:15:00,Taipei,2023-12-21 15:09:00,0,HKG,223
HB 705,2023-12-20 23:20:00,HKG,2023-12-20 23:20:00,1,Taipei,304
ES 723,2023-12-20 23:20:00,HKG,2023-12-20 23:18:00,0,Bahrain,310
CZ 5009,2023-12-20 23:20:00,HKG,2023-12-20 23:28:00,1,Beijing/PKX,276
HX 108,2023-12-20 23:20:00,HKG,2023-12-20 22:41:00,1,Haikou,295
CX 271,2023-12-20 23:20:00,Amsterdam,2023-12-20 23:20:00,1,HKG,370
UO 647,2023-12-20 23:25:00,HKG,2023-12-21 02:15:00,1,Tokyo/NRT,266
RH 351,2023-12-20 23:35:00,Manila,2023-12-21 01:51:00,0,HKG,241
ET 3447,2023-12-20 23:35:00,Addis Ababa,2023-12-21 13:34:00,0,HKG,406
CX 989,2023-12-20 23:35:00,HKG,2023-12-20 23:34:00,1,Guangzhou,282
CX 255,2023-12-20 23:35:00,London/LHR,2023-12-20 23:37:00,1,HKG,294
CV 7332,2023-12-20 23:40:00,HKG,2023-12-21 00:54:00,0,"Luxembourg
Ashgabat",242
CX 050,2023-12-20 23:40:00,Shanghai/PVG,2023-12-20 23:43:00,0,HKG,300
BA 028,2023-12-20 23:40:00,London/LHR,2023-12-20 23:43:00,1,HKG,367
HX 170,2023-12-20 23:40:00,HKG,2023-12-21 00:02:00,1,Sanya,308
LH 797,2023-12-20 23:45:00,Frankfurt,2023-12-20 23:52:00,1,HKG,290
MH 078,2023-12-20 23:50:00,HKG,2023-12-21 00:09:00,1,Kuala Lumpur,369
HX 766,2023-12-20 23:50:00,HKG,2023-12-21 00:56:00,1,Bangkok,353
HX 761,2023-12-20 23:50:00,Bangkok,2023-12-20 23:42:00,1,HKG,304
HB 231,2023-12-20 23:50:00,Manila,2023-12-20 23:58:00,1,HKG,352
CX 2062,2023-12-20 23:55:00,Chengdu,2023-12-20 23:54:00,0,HKG,304
UO 689,2023-12-20 23:55:00,HKG,2023-12-21 01:26:00,1,Osaka/Kansai,279
CX 101,2023-12-20 23:55:00,Sydney,2023-12-21 00:05:00,1,HKG,335
UO 624,2023-12-20 23:55:00,Tokyo/HND,2023-12-21 00:04:00,1,HKG,371
CX 3242,2023-12-20 23:55:00,HKG,2023-12-21 01:14:00,0,"Jakarta
Penang",359
