time_sch,time_act,code,dest,stat,orig,pass_load,time_diff
2023-12-21 08:55:00,2023-12-21 09:15:00,EI 602 Aer Lingus,Amsterdam,BAGGAGE HANDLED,Dublin (DUB),264,1200.0
2023-12-21 08:55:00,2023-12-21 10:39:00,KL 1638 KLM,Amsterdam,BAGGAGE HANDLED,Florence (FLR),311,6240.0
2023-12-21 08:55:00,2023-12-21 08:55:00,LH 2301 Lufthansa,Munich (MUC),CANCELLED,Amsterdam,329,0.0
2023-12-21 08:55:00,2023-12-21 08:55:00,DL 47 Delta Air Lines,New York JFK (JFK),DEPARTED,Amsterdam,268,0.0
2023-12-21 09:00:00,2023-12-21 09:34:00,EJU 3851 easyJet Europe,Amsterdam,BAGGAGE HANDLED,Milan Malpensa (MXP),282,2040.0
2023-12-21 09:00:00,2023-12-21 09:23:00,LX 724 Swiss International Airlines,Amsterdam,BAGGAGE HANDLED,Zurich (ZRH),353,1380.0
2023-12-21 09:00:00,2023-12-21 10:15:00,KL 1924 KLM,Amsterdam,BAGGAGE HANDLED,Geneva (GVA),350,4500.0
2023-12-21 09:00:00,2023-12-21 10:06:00,KL 1838 KLM,Amsterdam,BAGGAGE HANDLED,Vienna (VIE),275,3960.0
2023-12-21 09:00:00,2023-12-21 10:22:00,KL 1684 KLM,Amsterdam,BAGGAGE HANDLED,Bilbao (BIO),257,4920.0
2023-12-21 09:00:00,2023-12-21 09:00:00,KL 1084 KLM,Amsterdam,CANCELLED,Cork (ORK),290,0.0
2023-12-21 09:00:00,2023-12-21 09:00:00,KL 1619 KLM,Milan Linate (LIN),DEPARTED,Amsterdam,277,0.0
2023-12-21 09:00:00,2023-12-21 09:00:00,B6 2288 JetBlue,Amsterdam,BAGGAGE HANDLED,New York JFK (JFK),365,0.0
2023-12-21 09:00:00,2023-12-21 10:13:00,BT 617 AirBaltic,Amsterdam,BAGGAGE HANDLED,Riga (RIX),271,4380.0
2023-12-21 09:00:00,2023-12-21 10:01:00,KL 1000 KLM,Amsterdam,BAGGAGE HANDLED,London Heathrow (LHR),311,3660.0
2023-12-21 09:00:00,2023-12-21 09:53:00,EZY 2511 easyJet,Amsterdam,BAGGAGE HANDLED,London Luton (LTN),276,3180.0
2023-12-21 09:00:00,2023-12-21 10:28:00,FB 461 Bulgaria Air,Amsterdam,BAGGAGE HANDLED,Sofia (SOF),365,5280.0
2023-12-21 09:05:00,2023-12-21 10:17:00,KL 1692 KLM,Amsterdam,BAGGAGE HANDLED,Lisbon (LIS),340,4320.0
2023-12-21 09:05:00,2023-12-21 09:05:00,KL 602 KLM,Amsterdam,BAGGAGE HANDLED,Los Angeles (LAX),318,0.0
2023-12-21 09:05:00,2023-12-21 09:05:00,KL 1903 KLM,Hanover (HAJ),DEPARTED,Amsterdam,249,0.0
2023-12-21 09:05:00,2023-12-21 09:31:00,EZY 8678 easyJet,London Gatwick (LGW),DEPARTED,Amsterdam,419,1560.0
2023-12-21 09:10:00,2023-12-21 10:20:00,KL 1722 KLM,Amsterdam,BAGGAGE HANDLED,Brussels (BRU),334,4200.0
2023-12-21 09:10:00,2023-12-21 10:30:00,OS 371 Austrian Airlines,Amsterdam,BAGGAGE HANDLED,Vienna (VIE),297,4800.0
2023-12-21 09:10:00,2023-12-21 10:41:00,BT 857 AirBaltic,Amsterdam,BAGGAGE HANDLED,Tallinn (TLL),192,5460.0
2023-12-21 09:15:00,2023-12-21 09:28:00,UA 71 United Airlines,Newark (EWR),DEPARTED,Amsterdam,272,780.0
2023-12-21 09:15:00,2023-12-21 09:15:00,KL 1993 KLM,Krakow (KRK),DEPARTED,Amsterdam,257,0.0
2023-12-21 09:15:00,2023-12-21 09:15:00,KL 1353 KLM,Prague (PRG),DEPARTED,Amsterdam,244,0.0
2023-12-21 09:15:00,2023-12-21 09:15:00,KL 961 KLM,Newcastle (NCL),DEPARTED,Amsterdam,238,0.0
2023-12-21 09:15:00,2023-12-21 09:15:00,EJU 7977 easyJet Europe,Hurghada (HRG),DEPARTED,Amsterdam,277,0.0
2023-12-21 09:15:00,2023-12-21 09:15:00,DL 57 Delta Air Lines,Salt L. City (SLC),DEPARTED,Amsterdam,316,0.0
2023-12-21 09:15:00,2023-12-21 09:28:00,DL 179 Delta Air Lines,Portland (PDX),DEPARTED,Amsterdam,369,780.0
2023-12-21 09:15:00,2023-12-21 10:45:00,JU 360 Air Serbia,Amsterdam,BAGGAGE HANDLED,Belgrade (BEG),279,5400.0
2023-12-21 09:15:00,2023-12-21 10:34:00,KL 1854 KLM,Amsterdam,BAGGAGE HANDLED,Dusseldorf (DUS),350,4740.0
2023-12-21 09:15:00,2023-12-21 09:15:00,DL 56 Delta Air Lines,Amsterdam,BAGGAGE HANDLED,Salt L. City (SLC),253,0.0
2023-12-21 09:20:00,2023-12-21 09:20:00,UA 909 United Airlines,Amsterdam,BAGGAGE HANDLED,Chicago (ORD),362,0.0
2023-12-21 09:20:00,2023-12-21 09:20:00,KL 1723 KLM,Brussels (BRU),CANCELLED,Amsterdam,304,0.0
2023-12-21 09:20:00,2023-12-21 10:33:00,BA 428 British Airways,Amsterdam,BAGGAGE HANDLED,London Heathrow (LHR),309,4380.0
2023-12-21 09:20:00,2023-12-21 11:06:00,BT 961 AirBaltic,Amsterdam,BAGGAGE HANDLED,Vilnius (VNO),314,6360.0
2023-12-21 09:25:00,2023-12-21 10:47:00,BA 8497 British Airways,Amsterdam,BAGGAGE HANDLED,London City (LCY),276,4920.0
2023-12-21 09:25:00,2023-12-21 09:25:00,DL 142 Delta Air Lines,Amsterdam,BAGGAGE HANDLED,Seattle (SEA),276,0.0
2023-12-21 09:25:00,2023-12-21 10:24:00,EZY 2161 easyJet,Amsterdam,BAGGAGE HANDLED,Manchester (MAN),238,3540.0
2023-12-21 09:25:00,2023-12-21 09:25:00,KL 1373 KLM,Bucharest (OTP),CANCELLED,Amsterdam,334,0.0
2023-12-21 09:25:00,2023-12-21 09:25:00,KL 1545 KLM,Leeds Bradford (LBA),CANCELLED,Amsterdam,323,0.0
2023-12-21 09:25:00,2023-12-21 09:25:00,KL 1739 KLM,Luxembourg (LUX),CANCELLED,Amsterdam,219,0.0
2023-12-21 09:25:00,2023-12-21 09:25:00,KL 1753 KLM,Bremen (BRE),CANCELLED,Amsterdam,356,0.0
2023-12-21 09:25:00,2023-12-21 09:25:00,KL 987 KLM,London City (LCY),CANCELLED,Amsterdam,305,0.0
2023-12-21 09:25:00,2023-12-21 09:41:00,KL 1779 KLM,Hamburg (HAM),DEPARTED,Amsterdam,264,960.0
2023-12-21 09:25:00,2023-12-21 09:25:00,KL 1985 KLM,Basel (BSL),CANCELLED,Amsterdam,218,0.0
2023-12-21 09:30:00,2023-12-21 10:24:00,AF 1241 Air France,Paris de Gaulle (CDG),DEPARTED,Amsterdam,320,3240.0
2023-12-21 09:30:00,2023-12-21 09:42:00,KL 573 KLM,Entebbe (EBB),DEPARTED,Amsterdam,274,720.0
2023-12-21 09:30:00,2023-12-21 10:39:00,EZY 2512 easyJet,London Luton (LTN),DEPARTED,Amsterdam,269,4140.0
2023-12-21 09:30:00,2023-12-21 09:30:00,KL 1059 KLM,Cardiff (CWL),CANCELLED,Amsterdam,345,0.0
2023-12-21 09:30:00,2023-12-21 09:30:00,KL 1413 KLM,Lyon (LYS),CANCELLED,Amsterdam,291,0.0
2023-12-21 09:30:00,2023-12-21 09:30:00,KL 1555 KLM,Turin (TRN),CANCELLED,Amsterdam,310,0.0
2023-12-21 09:30:00,2023-12-21 10:57:00,KL 1793 KLM,Munich (MUC),DEPARTED,Amsterdam,234,5220.0
2023-12-21 09:30:00,2023-12-21 09:30:00,KL 1905 KLM,Belgrade (BEG),CANCELLED,Amsterdam,304,0.0
2023-12-21 09:30:00,2023-12-21 09:30:00,BA 8450 British Airways,London City (LCY),DEPARTED,Amsterdam,292,0.0
2023-12-21 09:30:00,2023-12-21 09:30:00,KL 1265 KLM,Marseille (MRS),CANCELLED,Amsterdam,298,0.0
2023-12-21 09:30:00,2023-12-21 11:21:00,KL 1927 KLM,Geneva (GVA),DEPARTED,Amsterdam,287,6660.0
2023-12-21 09:30:00,2023-12-21 09:30:00,AF 1340 Air France,Amsterdam,CANCELLED,Paris de Gaulle (CDG),116,0.0
2023-12-21 09:35:00,2023-12-21 09:59:00,EI 603 Aer Lingus,Dublin (DUB),DEPARTED,Amsterdam,340,1440.0
2023-12-21 09:35:00,2023-12-21 11:20:00,KL 1778 KLM,Amsterdam,BAGGAGE HANDLED,Hamburg (HAM),379,6300.0
2023-12-21 09:35:00,2023-12-21 10:22:00,EJU 3852 easyJet Europe,Milan Malpensa (MXP),DEPARTED,Amsterdam,305,2820.0
2023-12-21 09:35:00,2023-12-21 09:52:00,KL 623 KLM,Atlanta (ATL),DEPARTED,Amsterdam,394,1020.0
2023-12-21 09:35:00,2023-12-21 09:58:00,KL 749 KLM,Cartagena (CTG),DEPARTED,Amsterdam,329,1380.0
2023-12-21 09:35:00,2023-12-21 10:43:00,KL 1253 KLM,Nice (NCE),DEPARTED,Amsterdam,309,4080.0
2023-12-21 09:35:00,2023-12-21 09:35:00,KL 1895 KLM,Graz (GRZ),CANCELLED,Amsterdam,268,0.0
2023-12-21 09:40:00,2023-12-21 11:10:00,VY 8300 Vueling,Amsterdam,BAGGAGE HANDLED,Barcelona (BCN),302,5400.0
2023-12-21 09:40:00,2023-12-21 10:53:00,UX 1091 Air Europa,Amsterdam,BAGGAGE HANDLED,Madrid (MAD),314,4380.0
2023-12-21 09:40:00,2023-12-21 10:49:00,LO 265 LOT Polish Airlines,Amsterdam,BAGGAGE HANDLED,Warsaw (WAW),309,4140.0
2023-12-21 09:40:00,2023-12-21 09:40:00,KL 702 KLM,Amsterdam,BAGGAGE HANDLED,Santiago (SCL),306,0.0
2023-12-21 09:40:00,2023-12-21 10:31:00,EI 841 Aer Lingus,Cork (ORK),DEPARTED,Amsterdam,244,3060.0
2023-12-21 09:40:00,2023-12-21 09:54:00,HV 5749 Transavia,Casablanca (CMN),DEPARTED,Amsterdam,252,840.0
2023-12-21 09:40:00,2023-12-21 09:40:00,KL 1073 KLM,Manchester (MAN),CANCELLED,Amsterdam,388,0.0
2023-12-21 09:40:00,2023-12-21 09:40:00,KL 1179 KLM,Linkoping (LPI),CANCELLED,Amsterdam,327,0.0
2023-12-21 09:40:00,2023-12-21 09:40:00,KL 1601 KLM,Rome (FCO),CANCELLED,Amsterdam,281,0.0
2023-12-21 09:40:00,2023-12-21 09:40:00,KL 1917 KLM,Gdansk (GDN),CANCELLED,Amsterdam,364,0.0
2023-12-21 09:40:00,2023-12-21 10:07:00,KL 1957 KLM,Zurich (ZRH),DEPARTED,Amsterdam,197,1620.0
2023-12-21 09:45:00,2023-12-21 09:45:00,KL 1199 KLM,Stavanger (SVG),CANCELLED,Amsterdam,289,0.0
2023-12-21 09:45:00,2023-12-21 10:26:00,KL 1443 KLM,Aberdeen (ABZ),DEPARTED,Amsterdam,169,2460.0
2023-12-21 09:45:00,2023-12-21 09:45:00,KL 1455 KLM,Nantes (NTE),CANCELLED,Amsterdam,381,0.0
2023-12-21 09:45:00,2023-12-21 10:31:00,KL 1823 KLM,Berlin Brandenburg (BER),DEPARTED,Amsterdam,373,2760.0
2023-12-21 09:45:00,2023-12-21 10:50:00,KL 1845 KLM,Vienna (VIE),DEPARTED,Amsterdam,274,3900.0
2023-12-21 09:45:00,2023-12-21 10:57:00,SK 2551 Scandinavian Airlines,Amsterdam,BAGGAGE HANDLED,Copenhagen (CPH),337,4320.0
2023-12-21 09:45:00,2023-12-21 10:19:00,VY 8354 Vueling,Amsterdam,BAGGAGE HANDLED,Bilbao (BIO),331,2040.0
2023-12-21 09:45:00,2023-12-21 10:17:00,KL 1167 KLM,Helsinki (HEL),DEPARTED,Amsterdam,255,1920.0
2023-12-21 09:50:00,2023-12-21 09:50:00,KL 618 KLM,Amsterdam,BAGGAGE HANDLED,Boston (BOS),302,0.0
2023-12-21 09:50:00,2023-12-21 09:50:00,KL 1653 KLM,Venice (VCE),CANCELLED,Amsterdam,290,0.0
2023-12-21 09:50:00,2023-12-21 09:50:00,KL 1701 KLM,Madrid (MAD),CANCELLED,Amsterdam,365,0.0
2023-12-21 09:50:00,2023-12-21 10:44:00,LX 725 Swiss International Airlines,Zurich (ZRH),DEPARTED,Amsterdam,344,3240.0
2023-12-21 09:50:00,2023-12-21 10:00:00,KL 601 KLM,Los Angeles (LAX),DEPARTED,Amsterdam,302,600.0
2023-12-21 09:55:00,2023-12-21 11:12:00,EZY 2162 easyJet,Manchester (MAN),DEPARTED,Amsterdam,302,4620.0
2023-12-21 09:55:00,2023-12-21 10:31:00,KL 1127 KLM,Copenhagen (CPH),DEPARTED,Amsterdam,422,2160.0
2023-12-21 09:55:00,2023-12-21 09:55:00,KL 1315 KLM,Bordeaux (BOD),CANCELLED,Amsterdam,252,0.0
2023-12-21 09:55:00,2023-12-21 10:58:00,AY 1301 Finnair,Amsterdam,BAGGAGE HANDLED,Helsinki (HEL),303,3780.0
2023-12-21 09:55:00,2023-12-21 11:36:00,KL 1869 KLM,Stuttgart (STR),DEPARTED,Amsterdam,318,6060.0
2023-12-21 09:55:00,2023-12-21 11:07:00,KL 982 KLM,Amsterdam,BAGGAGE HANDLED,London City (LCY),293,4320.0
2023-12-21 09:55:00,2023-12-21 11:11:00,KL 1765 KLM,Frankfurt (FRA),DEPARTED,Amsterdam,325,4560.0
2023-12-21 09:55:00,2023-12-21 09:55:00,KL 1533 KLM,Teesside International (MME),DEPARTED,Amsterdam,280,0.0
2023-12-21 10:00:00,2023-12-21 11:39:00,BT 618 AirBaltic,Riga (RIX),DEPARTED,Amsterdam,334,5940.0
2023-12-21 10:00:00,2023-12-21 10:43:00,HV 5807 Transavia,Thessaloniki (SKG),DEPARTED,Amsterdam,297,2580.0
2023-12-21 10:00:00,2023-12-21 11:58:00,JU 361 Air Serbia,Belgrade (BEG),DEPARTED,Amsterdam,354,7080.0
2023-12-21 10:00:00,2023-12-21 10:53:00,KL 605 KLM,San Francisco (SFO),DEPARTED,Amsterdam,348,3180.0
2023-12-21 10:00:00,2023-12-21 11:45:00,OS 372 Austrian Airlines,Vienna (VIE),DEPARTED,Amsterdam,313,6300.0
2023-12-21 10:00:00,2023-12-21 10:00:00,DL 36 Delta Air Lines,Amsterdam,BAGGAGE HANDLED,Orlando (MCO),279,0.0
2023-12-21 10:00:00,2023-12-21 10:00:00,DL 162 Delta Air Lines,Amsterdam,BAGGAGE HANDLED,Minneapolis (MSP),279,0.0
2023-12-21 10:00:00,2023-12-21 11:04:00,EZY 2921 easyJet,Amsterdam,BAGGAGE HANDLED,Bristol (BRS),262,3840.0
2023-12-21 10:00:00,2023-12-21 11:41:00,SK 821 Scandinavian Airlines,Amsterdam,BAGGAGE HANDLED,Oslo (OSL),285,6060.0
2023-12-21 10:00:00,2023-12-21 10:19:00,KL 1485 KLM,Humberside (HUY),CANCELLED,Amsterdam,348,1140.0
2023-12-21 10:05:00,2023-12-21 10:53:00,KL 689 KLM,Cancun (CUN),DEPARTED,Amsterdam,380,2880.0
2023-12-21 10:05:00,2023-12-21 11:11:00,BA 2540 British Airways,Amsterdam,BAGGAGE HANDLED,London Gatwick (LGW),384,3960.0
2023-12-21 10:05:00,2023-12-21 10:05:00,LH 988 Lufthansa,Amsterdam,CANCELLED,Frankfurt (FRA),316,0.0
2023-12-21 10:05:00,2023-12-21 10:55:00,KL 661 KLM,Houston (IAH),DEPARTED,Amsterdam,270,3000.0
2023-12-21 10:05:00,2023-12-21 10:05:00,KL 1641 KLM,Florence (FLR),CANCELLED,Amsterdam,322,0.0
2023-12-21 10:05:00,2023-12-21 10:20:00,KL 515 KLM,Dar Es Salaam (DAR),DEPARTED,Amsterdam,355,900.0
2023-12-21 10:05:00,2023-12-21 11:09:00,KL 1975 KLM,Budapest (BUD),DEPARTED,Amsterdam,227,3840.0
2023-12-21 10:05:00,2023-12-21 10:05:00,KL 1669 KLM,Barcelona (BCN),CANCELLED,Amsterdam,332,0.0
2023-12-21 10:10:00,2023-12-21 11:50:00,BT 858 AirBaltic,Tallinn (TLL),DEPARTED,Amsterdam,236,6000.0
2023-12-21 10:10:00,2023-12-21 10:10:00,KL 682 KLM,Amsterdam,BAGGAGE HANDLED,Vancouver (YVR),342,0.0
2023-12-21 10:10:00,2023-12-21 10:10:00,KL 592 KLM,Amsterdam,BAGGAGE HANDLED,Johannesburg (JNB),282,0.0
2023-12-21 10:10:00,2023-12-21 10:10:00,KL 1363 KLM,Warsaw (WAW),CANCELLED,Amsterdam,309,0.0
2023-12-21 10:10:00,2023-12-21 10:10:00,KL 1343 KLM,Billund (BLL),DEPARTED,Amsterdam,255,0.0
2023-12-21 10:10:00,2023-12-21 11:55:00,BA 8496 British Airways,London City (LCY),DEPARTED,Amsterdam,229,6300.0
2023-12-21 10:10:00,2023-12-21 10:10:00,KL 1143 KLM,Oslo (OSL),CANCELLED,Amsterdam,281,0.0
2023-12-21 10:10:00,2023-12-21 10:10:00,DL 133 Delta Air Lines,Detroit (DTW),DEPARTED,Amsterdam,371,0.0
2023-12-21 10:15:00,2023-12-21 10:15:00,KL 1855 KLM,Dusseldorf (DUS),DEPARTED,Amsterdam,381,0.0
2023-12-21 10:15:00,2023-12-21 10:26:00,KL 751 KLM,Guayaquil (GYE),DEPARTED,Amsterdam,434,660.0
2023-12-21 10:15:00,2023-12-21 12:23:00,BA 429 British Airways,London Heathrow (LHR),DEPARTED,Amsterdam,174,7680.0
2023-12-21 10:15:00,2023-12-21 11:46:00,EJU 7850 easyJet Europe,Amsterdam,BAGGAGE HANDLED,Birmingham (BHX),305,5460.0
2023-12-21 10:15:00,2023-12-21 11:08:00,LY 337 El Al,Amsterdam,BAGGAGE HANDLED,Tel Aviv (TLV),312,3180.0
2023-12-21 10:15:00,2023-12-21 10:15:00,AC 808 Air Canada,Amsterdam,BAGGAGE HANDLED,Toronto (YYZ),329,0.0
2023-12-21 10:20:00,2023-12-21 10:58:00,UA 21 United Airlines,Houston (IAH),DEPARTED,Amsterdam,311,2280.0
2023-12-21 10:20:00,2023-12-21 10:37:00,PY 993 Surinam Airways,Paramaribo (PBM),DEPARTED,Amsterdam,331,1020.0
2023-12-21 10:20:00,2023-12-21 10:20:00,KL 1009 KLM,London Heathrow (LHR),CANCELLED,Amsterdam,295,0.0
2023-12-21 10:20:00,2023-12-21 10:53:00,KL 597 KLM,Cape Town (CPT),DEPARTED,Amsterdam,316,1980.0
2023-12-21 10:20:00,2023-12-21 10:31:00,KL 591 KLM,Johannesburg (JNB),DEPARTED,Amsterdam,321,660.0
2023-12-21 10:20:00,2023-12-21 11:37:00,FB 462 Bulgaria Air,Sofia (SOF),DEPARTED,Amsterdam,328,4620.0
2023-12-21 10:20:00,2023-12-21 11:37:00,VY 6814 Vueling,Amsterdam,BAGGAGE HANDLED,Florence (FLR),294,4620.0
2023-12-21 10:20:00,2023-12-21 10:20:00,LH 2302 Lufthansa,Amsterdam,CANCELLED,Munich (MUC),310,0.0
2023-12-21 10:20:00,2023-12-21 11:57:00,EJU 8673 easyJet Europe,Amsterdam,BAGGAGE HANDLED,London Gatwick (LGW),427,5820.0
2023-12-21 10:20:00,2023-12-21 11:21:00,3O 121 Air Arabia Maroc,Amsterdam,BAGGAGE HANDLED,Nador (NDR),403,3660.0
2023-12-21 10:20:00,2023-12-21 12:09:00,BT 962 AirBaltic,Vilnius (VNO),DEPARTED,Amsterdam,288,6540.0
2023-12-21 10:20:00,2023-12-21 10:20:00,AF 1341 Air France,Paris de Gaulle (CDG),CANCELLED,Amsterdam,296,0.0
2023-12-21 10:25:00,2023-12-21 13:22:00,SK 552 Scandinavian Airlines,Copenhagen (CPH),DEPARTED,Amsterdam,280,10620.0
2023-12-21 10:25:00,2023-12-21 12:38:00,VY 8301 Vueling,Barcelona (BCN),DEPARTED,Amsterdam,353,7980.0
2023-12-21 10:25:00,2023-12-21 10:25:00,SQ 323 Singapore Airlines,Singapore (SIN),DEPARTED,Amsterdam,271,0.0
2023-12-21 10:30:00,2023-12-21 10:30:00,DL 74 Delta Air Lines,Amsterdam,BAGGAGE HANDLED,Atlanta (ATL),333,0.0
2023-12-21 10:30:00,2023-12-21 10:30:00,KL 644 KLM,Amsterdam,BAGGAGE HANDLED,New York JFK (JFK),256,0.0
2023-12-21 10:30:00,2023-12-21 13:00:00,KL 741 KLM,Amsterdam,BAGGAGE HANDLED,Bogota (BOG),317,9000.0
2023-12-21 10:30:00,2023-12-21 10:30:00,KL 1224 KLM,Amsterdam,CANCELLED,Paris de Gaulle (CDG),376,0.0
2023-12-21 10:30:00,2023-12-21 10:51:00,KL 1352 KLM,Amsterdam,BAGGAGE HANDLED,Prague (PRG),385,1260.0
2023-12-21 10:30:00,2023-12-21 11:25:00,OU 450 Croatia Airlines,Amsterdam,BAGGAGE HANDLED,Zagreb (ZAG),282,3300.0
2023-12-21 10:30:00,2023-12-21 10:46:00,DL 143 Delta Air Lines,Seattle (SEA),DEPARTED,Amsterdam,303,960.0
2023-12-21 10:30:00,2023-12-21 11:34:00,SK 1553 Scandinavian Airlines,Amsterdam,BAGGAGE HANDLED,Stockholm (ARN),359,3840.0
2023-12-21 10:30:00,2023-12-21 13:36:00,LO 266 LOT Polish Airlines,Warsaw (WAW),DEPARTED,Amsterdam,296,11160.0
2023-12-21 10:30:00,2023-12-21 11:23:00,VY 8355 Vueling,Bilbao (BIO),DEPARTED,Amsterdam,260,3180.0
2023-12-21 10:35:00,2023-12-21 10:57:00,DL 161 Delta Air Lines,Minneapolis (MSP),DEPARTED,Amsterdam,276,1320.0
2023-12-21 10:35:00,2023-12-21 10:35:00,DL 136 Delta Air Lines,Amsterdam,BAGGAGE HANDLED,Detroit (DTW),305,0.0
2023-12-21 10:35:00,2023-12-21 10:35:00,KL 1583 KLM,Bologna (BLQ),CANCELLED,Amsterdam,290,0.0
2023-12-21 10:40:00,2023-12-21 12:43:00,RO 361 Tarom,Amsterdam,BAGGAGE HANDLED,Bucharest (OTP),298,7380.0
2023-12-21 10:40:00,2023-12-21 12:59:00,PC 1251 Pegasus Airlines,Amsterdam,BAGGAGE HANDLED,Istanbul Sabiha (SAW),276,8340.0
2023-12-21 10:40:00,2023-12-21 11:51:00,OR 365 TUI fly,Amsterdam,BAGGAGE HANDLED,Curacao (CUR),312,4260.0
2023-12-21 10:40:00,2023-12-21 12:17:00,KM 394 Air Malta,Amsterdam,BAGGAGE HANDLED,Malta (MLA),286,5820.0
2023-12-21 10:40:00,2023-12-21 11:56:00,EJU 7936 easyJet Europe,Amsterdam,BAGGAGE HANDLED,Copenhagen (CPH),203,4560.0
2023-12-21 10:40:00,2023-12-21 10:40:00,AA 204 American Airlines,Amsterdam,BAGGAGE HANDLED,Philadelphia (PHL),293,0.0
2023-12-21 10:40:00,2023-12-21 10:40:00,KL 1109 KLM,Stockholm (ARN),CANCELLED,Amsterdam,308,0.0
2023-12-21 10:40:00,2023-12-21 11:54:00,EZY 2922 easyJet,Bristol (BRS),DEPARTED,Amsterdam,287,4440.0
2023-12-21 10:40:00,2023-12-21 11:15:00,KL 705 KLM,Rio de Janeiro (GIG),DEPARTED,Amsterdam,316,2100.0
2023-12-21 10:40:00,2023-12-21 13:25:00,SK 822 Scandinavian Airlines,Oslo (OSL),DEPARTED,Amsterdam,295,9900.0
2023-12-21 10:40:00,2023-12-21 12:15:00,TK 1951 Turkish Airlines,Amsterdam,BAGGAGE HANDLED,Istanbul Airport (IST),377,5700.0
2023-12-21 10:45:00,2023-12-21 11:21:00,KL 735 KLM,Curacao (CUR),DEPARTED,Amsterdam,287,2160.0
2023-12-21 10:45:00,2023-12-21 11:45:00,BA 430 British Airways,Amsterdam,BAGGAGE HANDLED,London Heathrow (LHR),388,3600.0
2023-12-21 10:50:00,2023-12-21 13:00:00,BA 2541 British Airways,London Gatwick (LGW),DEPARTED,Amsterdam,290,7800.0
2023-12-21 10:50:00,2023-12-21 10:50:00,LH 989 Lufthansa,Frankfurt (FRA),CANCELLED,Amsterdam,352,0.0
2023-12-21 10:50:00,2023-12-21 10:50:00,OR 1601 TUI fly,Fuerteventura (FUE),DEPARTED,Amsterdam,295,0.0
2023-12-21 10:50:00,2023-12-21 11:00:00,KL 758 KLM,Amsterdam,BAGGAGE HANDLED,Panama City (PTY),256,600.0
2023-12-21 10:55:00,2023-12-21 11:14:00,KL 791 KLM,Sao Paulo (GRU),DEPARTED,Amsterdam,249,1140.0
2023-12-21 10:55:00,2023-12-21 13:16:00,EJU 7925 easyJet Europe,Prague (PRG),DEPARTED,Amsterdam,355,8460.0
2023-12-21 10:55:00,2023-12-21 11:14:00,DL 73 Delta Air Lines,Atlanta (ATL),DEPARTED,Amsterdam,392,1140.0
2023-12-21 11:00:00,2023-12-21 11:20:00,UA 908 United Airlines,Chicago (ORD),DEPARTED,Amsterdam,249,1200.0
2023-12-21 11:00:00,2023-12-21 11:43:00,OG 460 Play,Amsterdam,BAGGAGE HANDLED,Reykjavik (KEF),417,2580.0
2023-12-21 11:00:00,2023-12-21 11:00:00,KL 1926 KLM,Amsterdam,CANCELLED,Geneva (GVA),355,0.0
2023-12-21 11:00:00,2023-12-21 11:59:00,KL 986 KLM,Amsterdam,BAGGAGE HANDLED,London City (LCY),333,3540.0
2023-12-21 11:00:00,2023-12-21 11:39:00,FR 420 Ryanair,Amsterdam,BAGGAGE HANDLED,Dublin (DUB),247,2340.0
2023-12-21 11:00:00,2023-12-21 12:03:00,EJU 7836 easyJet Europe,Amsterdam,BAGGAGE HANDLED,Edinburgh (EDI),172,3780.0
2023-12-21 11:00:00,2023-12-21 12:53:00,EJU 3857 easyJet Europe,Amsterdam,BAGGAGE HANDLED,Milan Malpensa (MXP),216,6780.0
2023-12-21 11:00:00,2023-12-21 12:33:00,AZ 120 ITA Airways,Amsterdam,BAGGAGE HANDLED,Milan Linate (LIN),285,5580.0
2023-12-21 11:00:00,2023-12-21 11:29:00,QR 275 Qatar Airways,Amsterdam,BAGGAGE HANDLED,Doha (DOH),306,1740.0
2023-12-21 11:00:00,2023-12-21 12:19:00,AZ 108 ITA Airways,Amsterdam,BAGGAGE HANDLED,Rome (FCO),254,4740.0
2023-12-21 11:00:00,2023-12-21 12:01:00,AM 25 Aeromexico,Amsterdam,BAGGAGE HANDLED,Mexico City (MEX),260,3660.0
2023-12-21 11:00:00,2023-12-21 11:00:00,LH 2303 Lufthansa,Munich (MUC),CANCELLED,Amsterdam,248,0.0
2023-12-21 11:00:00,2023-12-21 11:50:00,OR 351 TUI fly,Curacao (CUR),DEPARTED,Amsterdam,410,3000.0
2023-12-21 11:00:00,2023-12-21 11:18:00,CD 598 Corendon Dutch Airlines,Amsterdam,BAGGAGE HANDLED,Curacao (CUR),253,1080.0
2023-12-21 11:00:00,2023-12-21 12:50:00,VY 6815 Vueling,Florence (FLR),DEPARTED,Amsterdam,353,6600.0
2023-12-21 11:00:00,2023-12-21 12:38:00,UX 1098 Air Europa,Madrid (MAD),DEPARTED,Amsterdam,186,5880.0
2023-12-21 11:05:00,2023-12-21 16:44:00,EJU 7853 easyJet Europe,Manchester (MAN),DEPARTED,Amsterdam,405,20340.0
2023-12-21 11:05:00,2023-12-21 11:05:00,KL 1303 KLM,Toulouse (TLS),CANCELLED,Amsterdam,286,0.0
2023-12-21 11:05:00,2023-12-21 12:21:00,KL 1516 KLM,Amsterdam,BAGGAGE HANDLED,Norwich (NWI),324,4560.0
2023-12-21 11:05:00,2023-12-21 11:05:00,KL 1002 KLM,Amsterdam,CANCELLED,London Heathrow (LHR),294,0.0
2023-12-21 11:10:00,2023-12-21 12:28:00,HV 6610 Transavia,Amsterdam,BAGGAGE HANDLED,Innsbruck (INN),349,4680.0
