time_sch,time_act,code,dest,stat,orig,pass_load,time_diff
2023-12-21 07:15:00,2023-12-21 07:15:00,KL 1776 KLM,Amsterdam,BAGGAGE HANDLED,Hamburg (HAM),284,0.0
2023-12-21 07:15:00,2023-12-21 07:15:00,KL 1880 KLM,Amsterdam,CANCELLED,Nuremberg (NUE),387,0.0
2023-12-21 07:15:00,2023-12-21 07:15:00,KL 1900 KLM,Amsterdam,BAGGAGE HANDLED,Hanover (HAJ),375,0.0
2023-12-21 07:20:00,2023-12-21 07:20:00,KL 1001 KLM,London Heathrow (LHR),CANCELLED,Amsterdam,301,0.0
2023-12-21 07:20:00,2023-12-21 07:20:00,KL 1736 KLM,Amsterdam,BAGGAGE HANDLED,Luxembourg (LUX),251,0.0
2023-12-21 07:20:00,2023-12-21 07:58:00,PY 994 Surinam Airways,Amsterdam,BAGGAGE HANDLED,Paramaribo (PBM),278,2280.0
2023-12-21 07:20:00,2023-12-21 07:41:00,EJU 2164 easyJet Europe,Manchester (MAN),DEPARTED,Amsterdam,348,1260.0
2023-12-21 07:20:00,2023-12-21 07:49:00,EJU 7835 easyJet Europe,Edinburgh (EDI),DEPARTED,Amsterdam,300,1740.0
2023-12-21 07:20:00,2023-12-21 07:33:00,EJU 7865 easyJet Europe,Geneva (GVA),DEPARTED,Amsterdam,329,780.0
2023-12-21 07:20:00,2023-12-21 07:45:00,HV 5817 Transavia,Bari (BRI),DEPARTED,Amsterdam,280,1500.0
2023-12-21 07:25:00,2023-12-21 07:25:00,KL 1124 KLM,Amsterdam,BAGGAGE HANDLED,Copenhagen (CPH),275,0.0
2023-12-21 07:25:00,2023-12-21 07:25:00,KL 1328 KLM,Amsterdam,BAGGAGE HANDLED,Aalborg (AAL),214,0.0
2023-12-21 07:25:00,2023-12-21 07:45:00,KL 1818 KLM,Amsterdam,BAGGAGE HANDLED,Berlin Brandenburg (BER),339,1200.0
2023-12-21 07:25:00,2023-12-21 07:56:00,HV 5163 Transavia,Riga (RIX),DEPARTED,Amsterdam,283,1860.0
2023-12-21 07:25:00,2023-12-21 08:05:00,LH 1003 Lufthansa,Frankfurt (FRA),DEPARTED,Amsterdam,340,2400.0
2023-12-21 07:30:00,2023-12-21 07:30:00,KL 1866 KLM,Amsterdam,CANCELLED,Stuttgart (STR),338,0.0
2023-12-21 07:30:00,2023-12-21 07:30:00,KL 1206 KLM,Amsterdam,BAGGAGE HANDLED,Kristiansand (KRS),308,0.0
2023-12-21 07:30:00,2023-12-21 07:44:00,KL 933 KLM,Dublin (DUB),DEPARTED,Amsterdam,302,840.0
2023-12-21 07:35:00,2023-12-21 07:35:00,KL 1984 KLM,Amsterdam,BAGGAGE HANDLED,Basel (BSL),244,0.0
2023-12-21 07:35:00,2023-12-21 07:35:00,KL 1350 KLM,Amsterdam,BAGGAGE HANDLED,Prague (PRG),296,0.0
2023-12-21 07:35:00,2023-12-21 07:35:00,KL 1196 KLM,Amsterdam,BAGGAGE HANDLED,Stavanger (SVG),276,0.0
2023-12-21 07:35:00,2023-12-21 07:35:00,KL 1152 KLM,Amsterdam,BAGGAGE HANDLED,Gothenburg (GOT),231,0.0
2023-12-21 07:35:00,2023-12-21 08:24:00,KL 878 KLM,Amsterdam,BAGGAGE HANDLED,Mumbai (BOM),276,2940.0
2023-12-21 07:35:00,2023-12-21 07:35:00,KL 662 KLM,Amsterdam,BAGGAGE HANDLED,Houston (IAH),325,0.0
2023-12-21 07:40:00,2023-12-21 08:03:00,KL 736 KLM,Amsterdam,BAGGAGE HANDLED,Curacao (CUR),397,1380.0
2023-12-21 07:40:00,2023-12-21 07:40:00,KL 569 KLM,Amsterdam,BAGGAGE HANDLED,Kilimanjaro (JRO),245,0.0
2023-12-21 07:40:00,2023-12-21 08:04:00,KL 1699 KLM,Madrid (MAD),DEPARTED,Amsterdam,281,1440.0
2023-12-21 07:40:00,2023-12-21 07:50:00,KL 1187 KLM,Bergen (BGO),DEPARTED,Amsterdam,246,600.0
2023-12-21 07:40:00,2023-12-21 08:05:00,HV 6003 Transavia,Oporto (OPO),DEPARTED,Amsterdam,234,1500.0
2023-12-21 07:45:00,2023-12-21 07:45:00,KL 1312 KLM,Amsterdam,BAGGAGE HANDLED,Bordeaux (BOD),374,0.0
2023-12-21 07:45:00,2023-12-21 07:45:00,KL 1791 KLM,Munich (MUC),DEPARTED,Amsterdam,390,0.0
2023-12-21 07:45:00,2023-12-21 07:45:00,KL 1125 KLM,Copenhagen (CPH),DEPARTED,Amsterdam,307,0.0
2023-12-21 07:50:00,2023-12-21 08:05:00,KL 1184 KLM,Amsterdam,BAGGAGE HANDLED,Bergen (BGO),303,900.0
2023-12-21 07:50:00,2023-12-21 07:50:00,KL 1454 KLM,Amsterdam,BAGGAGE HANDLED,Nantes (NTE),419,0.0
2023-12-21 07:55:00,2023-12-21 07:55:00,KL 1197 KLM,Stavanger (SVG),DEPARTED,Amsterdam,327,0.0
2023-12-21 07:55:00,2023-12-21 07:55:00,OR 703 TUI fly,Amsterdam,BAGGAGE HANDLED,Punta Cana (PUJ),395,0.0
2023-12-21 07:55:00,2023-12-21 08:17:00,KL 1992 KLM,Amsterdam,BAGGAGE HANDLED,Krakow (KRK),297,1320.0
2023-12-21 07:55:00,2023-12-21 07:55:00,KL 1372 KLM,Amsterdam,BAGGAGE HANDLED,Bucharest (OTP),303,0.0
2023-12-21 07:55:00,2023-12-21 08:07:00,KL 1300 KLM,Amsterdam,BAGGAGE HANDLED,Toulouse (TLS),287,720.0
2023-12-21 07:55:00,2023-12-21 07:55:00,KL 1178 KLM,Amsterdam,BAGGAGE HANDLED,Linkoping (LPI),282,0.0
2023-12-21 07:55:00,2023-12-21 07:55:00,DL 72 Delta Air Lines,Amsterdam,BAGGAGE HANDLED,Atlanta (ATL),350,0.0
2023-12-21 08:00:00,2023-12-21 08:00:00,KL 1471 KLM,Glasgow (GLA),CANCELLED,Amsterdam,273,0.0
2023-12-21 08:00:00,2023-12-21 08:00:00,KL 1867 KLM,Stuttgart (STR),DEPARTED,Amsterdam,346,0.0
2023-12-21 08:05:00,2023-12-21 08:05:00,8R 6768 Amelia,Amsterdam,BAGGAGE HANDLED,Strasbourg (SXB),287,0.0
2023-12-21 08:05:00,2023-12-21 08:05:00,KL 1821 KLM,Berlin Brandenburg (BER),CANCELLED,Amsterdam,261,0.0
2023-12-21 08:05:00,2023-12-21 09:50:00,KL 1277 KLM,Edinburgh (EDI),DEPARTED,Amsterdam,240,6300.0
2023-12-21 08:05:00,2023-12-21 08:05:00,KL 1153 KLM,Gothenburg (GOT),DEPARTED,Amsterdam,350,0.0
2023-12-21 08:05:00,2023-12-21 08:28:00,KL 1071 KLM,Manchester (MAN),DEPARTED,Amsterdam,300,1380.0
2023-12-21 08:05:00,2023-12-21 08:05:00,KL 985 KLM,London City (LCY),DEPARTED,Amsterdam,359,0.0
2023-12-21 08:05:00,2023-12-21 14:09:00,KL 1514 KLM,Amsterdam,BAGGAGE HANDLED,Norwich (NWI),248,21840.0
2023-12-21 08:05:00,2023-12-21 08:19:00,KL 1441 KLM,Aberdeen (ABZ),DEPARTED,Amsterdam,388,840.0
2023-12-21 08:05:00,2023-12-21 08:05:00,UA 946 United Airlines,Amsterdam,BAGGAGE HANDLED,Washington (IAD),331,0.0
2023-12-21 08:05:00,2023-12-21 08:05:00,KL 672 KLM,Amsterdam,BAGGAGE HANDLED,Montreal (YUL),303,0.0
2023-12-21 08:10:00,2023-12-21 08:45:00,KL 1229 KLM,Paris de Gaulle (CDG),DEPARTED,Amsterdam,313,2100.0
2023-12-21 08:10:00,2023-12-21 08:10:00,OR 225 TUI fly,Cancun (CUN),DEPARTED,Amsterdam,225,0.0
2023-12-21 08:10:00,2023-12-21 08:39:00,LH 986 Lufthansa,Amsterdam,BAGGAGE HANDLED,Frankfurt (FRA),214,1740.0
2023-12-21 08:10:00,2023-12-21 08:10:00,KL 1762 KLM,Amsterdam,BAGGAGE HANDLED,Frankfurt (FRA),349,0.0
2023-12-21 08:10:00,2023-12-21 08:29:00,KL 1362 KLM,Amsterdam,BAGGAGE HANDLED,Warsaw (WAW),309,1140.0
2023-12-21 08:15:00,2023-12-21 08:15:00,KL 1883 KLM,Nuremberg (NUE),DEPARTED,Amsterdam,323,0.0
2023-12-21 08:15:00,2023-12-21 08:15:00,OR 3451 TUI fly,Marsa Alam (RMF),DEPARTED,Amsterdam,334,0.0
2023-12-21 08:15:00,2023-12-21 08:15:00,KL 1276 KLM,Amsterdam,CANCELLED,Edinburgh (EDI),302,0.0
2023-12-21 08:15:00,2023-12-21 08:15:00,LH 2300 Lufthansa,Amsterdam,CANCELLED,Munich (MUC),280,0.0
2023-12-21 08:15:00,2023-12-21 08:15:00,KL 1916 KLM,Amsterdam,BAGGAGE HANDLED,Gdansk (GDN),306,0.0
2023-12-21 08:15:00,2023-12-21 08:46:00,KL 1554 KLM,Amsterdam,BAGGAGE HANDLED,Turin (TRN),340,1860.0
2023-12-21 08:15:00,2023-12-21 08:15:00,KL 1270 KLM,Amsterdam,BAGGAGE HANDLED,Wroclaw (WRO),354,0.0
2023-12-21 08:15:00,2023-12-21 08:15:00,KL 1530 KLM,Amsterdam,CANCELLED,Teesside International (MME),234,0.0
2023-12-21 08:15:00,2023-12-21 08:15:00,KL 1482 KLM,Amsterdam,BAGGAGE HANDLED,Humberside (HUY),384,0.0
2023-12-21 08:15:00,2023-12-21 08:15:00,DL 134 Delta Air Lines,Amsterdam,BAGGAGE HANDLED,Detroit (DTW),244,0.0
2023-12-21 08:15:00,2023-12-21 08:15:00,KL 1212 KLM,Amsterdam,BAGGAGE HANDLED,Sandefjord (TRF),237,0.0
2023-12-21 08:15:00,2023-12-21 08:55:00,KL 1070 KLM,Amsterdam,BAGGAGE HANDLED,Manchester (MAN),190,2400.0
2023-12-21 08:15:00,2023-12-21 08:15:00,DL 258 Delta Air Lines,Amsterdam,BAGGAGE HANDLED,Boston (BOS),280,0.0
2023-12-21 08:15:00,2023-12-21 08:38:00,KL 952 KLM,Amsterdam,BAGGAGE HANDLED,Newcastle (NCL),230,1380.0
2023-12-21 08:20:00,2023-12-21 08:20:00,DL 178 Delta Air Lines,Amsterdam,BAGGAGE HANDLED,Portland (PDX),225,0.0
2023-12-21 08:20:00,2023-12-21 08:48:00,EZS 1221 easyJet Switzerland,Amsterdam,BAGGAGE HANDLED,Basel (BSL),274,1680.0
2023-12-21 08:20:00,2023-12-21 08:43:00,EZY 8677 easyJet,Amsterdam,BAGGAGE HANDLED,London Gatwick (LGW),314,1380.0
2023-12-21 08:20:00,2023-12-21 11:25:00,CD 417 Corendon Dutch Airlines,Hurghada (HRG),DEPARTED,Amsterdam,180,11100.0
2023-12-21 08:20:00,2023-12-21 08:20:00,KL 1049 KLM,Bristol (BRS),CANCELLED,Amsterdam,299,0.0
2023-12-21 08:20:00,2023-12-21 08:56:00,KL 1665 KLM,Barcelona (BCN),DEPARTED,Amsterdam,272,2160.0
2023-12-21 08:25:00,2023-12-21 08:25:00,EJU 7953 easyJet Europe,Nice (NCE),DEPARTED,Amsterdam,323,0.0
2023-12-21 08:25:00,2023-12-21 08:37:00,KL 1107 KLM,Stockholm (ARN),DEPARTED,Amsterdam,223,720.0
2023-12-21 08:25:00,2023-12-21 08:35:00,KL 1421 KLM,Birmingham (BHX),DEPARTED,Amsterdam,396,600.0
2023-12-21 08:25:00,2023-12-21 08:25:00,KL 872 KLM,Amsterdam,BAGGAGE HANDLED,New Delhi (DEL),256,0.0
2023-12-21 08:25:00,2023-12-21 09:20:00,KL 1662 KLM,Amsterdam,BAGGAGE HANDLED,Barcelona (BCN),311,3300.0
2023-12-21 08:25:00,2023-12-21 09:58:00,KL 1618 KLM,Amsterdam,BAGGAGE HANDLED,Milan Linate (LIN),334,5580.0
2023-12-21 08:25:00,2023-12-21 09:25:00,KL 880 KLM,Amsterdam,BAGGAGE HANDLED,Bengaluru (BLR),331,3600.0
2023-12-21 08:25:00,2023-12-21 08:25:00,KL 808 KLM,Amsterdam,BAGGAGE HANDLED,Manila (MNL),368,0.0
2023-12-21 08:25:00,2023-12-21 08:25:00,KL 678 KLM,Amsterdam,BAGGAGE HANDLED,Calgary (YYC),327,0.0
2023-12-21 08:30:00,2023-12-21 08:51:00,HV 6113 Transavia,Malaga (AGP),DEPARTED,Amsterdam,292,1260.0
2023-12-21 08:30:00,2023-12-21 08:30:00,KL 1540 KLM,Amsterdam,CANCELLED,Leeds Bradford (LBA),311,0.0
2023-12-21 08:30:00,2023-12-21 08:30:00,KL 1763 KLM,Frankfurt (FRA),DEPARTED,Amsterdam,350,0.0
2023-12-21 08:30:00,2023-12-21 08:30:00,KL 836 KLM,Amsterdam,BAGGAGE HANDLED,Denpasar (DPS),258,0.0
2023-12-21 08:30:00,2023-12-21 08:30:00,KL 1329 KLM,Aalborg (AAL),DEPARTED,Amsterdam,254,0.0
2023-12-21 08:30:00,2023-12-21 08:40:00,KL 957 KLM,Newcastle (NCL),DEPARTED,Amsterdam,284,600.0
2023-12-21 08:30:00,2023-12-21 09:12:00,KL 1140 KLM,Amsterdam,BAGGAGE HANDLED,Oslo (OSL),321,2520.0
2023-12-21 08:35:00,2023-12-21 08:54:00,KL 1046 KLM,Amsterdam,BAGGAGE HANDLED,Bristol (BRS),283,1140.0
2023-12-21 08:35:00,2023-12-21 10:04:00,KL 1710 KLM,Amsterdam,BAGGAGE HANDLED,Oporto (OPO),362,5340.0
2023-12-21 08:35:00,2023-12-21 08:35:00,KL 1341 KLM,Billund (BLL),DEPARTED,Amsterdam,235,0.0
2023-12-21 08:35:00,2023-12-21 08:58:00,AF 1240 Air France,Amsterdam,BAGGAGE HANDLED,Paris de Gaulle (CDG),262,1380.0
2023-12-21 08:35:00,2023-12-21 08:35:00,DL 48 Delta Air Lines,Amsterdam,BAGGAGE HANDLED,New York JFK (JFK),238,0.0
2023-12-21 08:35:00,2023-12-21 09:11:00,KL 932 KLM,Amsterdam,BAGGAGE HANDLED,Dublin (DUB),319,2160.0
2023-12-21 08:35:00,2023-12-21 09:32:00,KL 1250 KLM,Amsterdam,BAGGAGE HANDLED,Nice (NCE),348,3420.0
2023-12-21 08:35:00,2023-12-21 09:16:00,KL 1412 KLM,Amsterdam,BAGGAGE HANDLED,Lyon (LYS),287,2460.0
2023-12-21 08:35:00,2023-12-21 09:55:00,KL 1572 KLM,Amsterdam,BAGGAGE HANDLED,Athens (ATH),253,4800.0
2023-12-21 08:35:00,2023-12-21 08:52:00,KL 1582 KLM,Amsterdam,BAGGAGE HANDLED,Bologna (BLQ),265,1020.0
2023-12-21 08:35:00,2023-12-21 09:06:00,KL 1007 KLM,London Heathrow (LHR),DEPARTED,Amsterdam,379,1860.0
2023-12-21 08:35:00,2023-12-21 08:50:00,UA 20 United Airlines,Amsterdam,BAGGAGE HANDLED,Houston (IAH),258,900.0
2023-12-21 08:40:00,2023-12-21 09:02:00,KL 1420 KLM,Amsterdam,BAGGAGE HANDLED,Birmingham (BHX),320,1320.0
2023-12-21 08:40:00,2023-12-21 08:40:00,KC 903 Air Astana,Amsterdam,BAGGAGE HANDLED,Atyrau (GUW),205,0.0
2023-12-21 08:40:00,2023-12-21 09:22:00,KL 1104 KLM,Amsterdam,BAGGAGE HANDLED,Stockholm (ARN),269,2520.0
2023-12-21 08:40:00,2023-12-21 09:27:00,KL 1264 KLM,Amsterdam,BAGGAGE HANDLED,Marseille (MRS),297,2820.0
2023-12-21 08:40:00,2023-12-21 10:09:00,KL 1938 KLM,Amsterdam,BAGGAGE HANDLED,Zagreb (ZAG),235,5340.0
2023-12-21 08:40:00,2023-12-21 10:08:00,KL 1898 KLM,Amsterdam,BAGGAGE HANDLED,Belgrade (BEG),326,5280.0
2023-12-21 08:40:00,2023-12-21 09:40:00,KL 1698 KLM,Amsterdam,BAGGAGE HANDLED,Madrid (MAD),361,3600.0
2023-12-21 08:40:00,2023-12-21 09:50:00,KL 1650 KLM,Amsterdam,BAGGAGE HANDLED,Venice (VCE),305,4200.0
2023-12-21 08:40:00,2023-12-21 08:40:00,KL 1502 KLM,Amsterdam,CANCELLED,Valencia (VLC),259,0.0
2023-12-21 08:40:00,2023-12-21 08:57:00,KL 1440 KLM,Amsterdam,BAGGAGE HANDLED,Aberdeen (ABZ),329,1020.0
2023-12-21 08:40:00,2023-12-21 08:40:00,KL 983 KLM,London City (LCY),DEPARTED,Amsterdam,274,0.0
2023-12-21 08:40:00,2023-12-21 08:50:00,OR 3721 TUI fly,Ilha Do Sal (SID),DEPARTED,Amsterdam,346,600.0
2023-12-21 08:40:00,2023-12-21 08:40:00,WA 917 KLM Cityhopper,Southampton (SOU),DEPARTED,Amsterdam,324,0.0
2023-12-21 08:45:00,2023-12-21 10:03:00,KL 1972 KLM,Amsterdam,BAGGAGE HANDLED,Budapest (BUD),248,4680.0
2023-12-21 08:45:00,2023-12-21 09:35:00,KL 1790 KLM,Amsterdam,BAGGAGE HANDLED,Munich (MUC),264,3000.0
2023-12-21 08:45:00,2023-12-21 09:42:00,KL 1164 KLM,Amsterdam,BAGGAGE HANDLED,Helsinki (HEL),192,3420.0
2023-12-21 08:45:00,2023-12-21 09:21:00,KL 713 KLM,Paramaribo (PBM),DEPARTED,Amsterdam,260,2160.0
2023-12-21 08:45:00,2023-12-21 09:03:00,KL 1693 KLM,Lisbon (LIS),DEPARTED,Amsterdam,312,1080.0
2023-12-21 08:50:00,2023-12-21 09:46:00,KL 1952 KLM,Amsterdam,BAGGAGE HANDLED,Zurich (ZRH),203,3360.0
2023-12-21 08:50:00,2023-12-21 10:00:00,KL 1596 KLM,Amsterdam,BAGGAGE HANDLED,Rome (FCO),289,4200.0
2023-12-21 08:50:00,2023-12-21 09:18:00,KL 1470 KLM,Amsterdam,BAGGAGE HANDLED,Glasgow (GLA),341,1680.0
2023-12-21 08:50:00,2023-12-21 08:50:00,KL 1172 KLM,Amsterdam,BAGGAGE HANDLED,Trondheim (TRD),359,0.0
2023-12-21 08:50:00,2023-12-21 09:00:00,8R 6769 Amelia,Strasbourg (SXB),DEPARTED,Amsterdam,349,600.0
2023-12-21 08:50:00,2023-12-21 09:36:00,EZS 1222 easyJet Switzerland,Basel (BSL),DEPARTED,Amsterdam,255,2760.0
2023-12-21 08:50:00,2023-12-21 09:13:00,KL 1711 KLM,Oporto (OPO),DEPARTED,Amsterdam,354,1380.0
2023-12-21 08:50:00,2023-12-21 10:01:00,LH 987 Lufthansa,Frankfurt (FRA),DEPARTED,Amsterdam,304,4260.0
2023-12-21 08:50:00,2023-12-21 09:01:00,KL 1515 KLM,Norwich (NWI),DEPARTED,Amsterdam,326,660.0
2023-12-21 08:55:00,2023-12-21 09:44:00,EI 840 Aer Lingus,Amsterdam,BAGGAGE HANDLED,Cork (ORK),287,2940.0
