time_sch,time_act,code,dest,stat,orig
07:25,07:25,LH 1003 Lufthansa,Frankfurt (FRA),CANCELLED,Amsterdam
07:30,07:41,CD 511 Corendon Dutch Airlines,Banjul (BJL),DEPARTED,Amsterdam
07:30,07:43,EJU 7801 easyJet Europe,Milan Malpensa (MXP),DEPARTED,Amsterdam
07:30,07:30,EJU 7865 easyJet Europe,Geneva (GVA),DEPARTED,Amsterdam
07:30,07:30,KL 933 KLM,Dublin (DUB),CANCELLED,Amsterdam
07:40,07:40,KL 1187 KLM,Bergen (BGO),CANCELLED,Amsterdam
07:40,08:30,KL 1699 KLM,Madrid (MAD),DEPARTED,Amsterdam
07:45,07:45,EJU 7839 easyJet Europe,London Stansted (STN),DEPARTED,Amsterdam
07:45,07:45,KL 1125 KLM,Copenhagen (CPH),CANCELLED,Amsterdam
07:45,07:45,KL 1791 KLM,Munich (MUC),CANCELLED,Amsterdam
07:55,07:55,KL 1197 KLM,Stavanger (SVG),CANCELLED,Amsterdam
07:55,07:55,OR 1631 TUI fly,Las Palmas de Gran Canaria (LPA),DEPARTED,Amsterdam
08:00,08:38,HV 6887 Transavia,Reykjavik (KEF),DEPARTED,Amsterdam
08:00,08:00,KL 1441 KLM,Aberdeen (ABZ),CANCELLED,Amsterdam
08:00,08:00,KL 1471 KLM,Glasgow (GLA),CANCELLED,Amsterdam
08:00,08:00,KL 1867 KLM,Stuttgart (STR),CANCELLED,Amsterdam
08:05,08:05,KL 985 KLM,London City (LCY),CANCELLED,Amsterdam
08:05,08:05,KL 1071 KLM,Manchester (MAN),CANCELLED,Amsterdam
08:05,08:05,KL 1153 KLM,Gothenburg (GOT),CANCELLED,Amsterdam
08:05,08:05,KL 1277 KLM,Edinburgh (EDI),CANCELLED,Amsterdam
08:05,08:05,KL 1821 KLM,Berlin Brandenburg (BER),CANCELLED,Amsterdam
08:10,08:28,KL 1229 KLM,Paris de Gaulle (CDG),DEPARTED,Amsterdam
08:15,08:15,EJU 7979 easyJet Europe,Marrakech (RAK),DEPARTED,Amsterdam
08:15,08:15,KL 1049 KLM,Bristol (BRS),DEPARTED,Amsterdam
08:15,08:15,OR 3701 TUI fly,Ilha Do Sal (SID),DEPARTED,Amsterdam
08:20,08:37,KL 1665 KLM,Barcelona (BCN),DEPARTED,Amsterdam
08:25,08:25,KL 1107 KLM,Stockholm (ARN),CANCELLED,Amsterdam
08:25,08:39,KL 1421 KLM,Birmingham (BHX),DEPARTED,Amsterdam
08:25,08:36,KL 1883 KLM,Nuremberg (NUE),DEPARTED,Amsterdam
08:30,09:55,KL 957 KLM,Newcastle (NCL),DEPARTED,Amsterdam
08:30,08:30,KL 1329 KLM,Aalborg (AAL),DEPARTED,Amsterdam
08:30,08:30,KL 1763 KLM,Frankfurt (FRA),DEPARTED,Amsterdam
08:35,08:58,KL 1007 KLM,London Heathrow (LHR),DEPARTED,Amsterdam
08:35,08:48,KL 1341 KLM,Billund (BLL),DEPARTED,Amsterdam
08:40,08:40,KL 915 KLM,Southampton (SOU),DEPARTED,Amsterdam
08:40,08:51,KL 983 KLM,London City (LCY),DEPARTED,Amsterdam
08:45,09:12,KL 713 KLM,Paramaribo (PBM),DEPARTED,Amsterdam
08:50,09:11,8R 6769 Amelia,Strasbourg (SXB),DEPARTED,Amsterdam
08:50,08:50,EZS 1222 easyJet Switzerland,Basel (BSL),DEPARTED,Amsterdam
08:50,09:19,EZY 2514 easyJet,London Luton (LTN),DEPARTED,Amsterdam
08:50,08:50,KL 1515 KLM,Norwich (NWI),CANCELLED,Amsterdam
08:50,08:50,KL 1693 KLM,Lisbon (LIS),CANCELLED,Amsterdam
08:50,08:50,KL 1711 KLM,Oporto (OPO),DEPARTED,Amsterdam
08:55,08:55,DL 47 Delta Air Lines,New York JFK (JFK),DEPARTED,Amsterdam
08:55,09:36,LH 987 Lufthansa,Frankfurt (FRA),DEPARTED,Amsterdam
08:55,11:01,LH 2301 Lufthansa,Munich (MUC),DEPARTED,Amsterdam
09:00,09:14,HV 5805 Transavia,Thessaloniki (SKG),DEPARTED,Amsterdam
09:00,09:00,KL 1619 KLM,Milan Linate (LIN),CANCELLED,Amsterdam
09:05,09:05,KL 1903 KLM,Hanover (HAJ),CANCELLED,Amsterdam
09:10,10:13,EJU 5282 easyJet Europe,Berlin Brandenburg (BER),DEPARTED,Amsterdam
09:10,09:30,EZY 8678 easyJet,London Gatwick (LGW),DEPARTED,Amsterdam
09:15,09:15,DL 57 Delta Air Lines,Salt L. City (SLC),DEPARTED,Amsterdam
09:15,09:15,DL 179 Delta Air Lines,Portland (PDX),DEPARTED,Amsterdam
09:15,09:15,KL 1353 KLM,Prague (PRG),DEPARTED,Amsterdam
09:15,09:15,KL 1993 KLM,Krakow (KRK),DEPARTED,Amsterdam
09:15,10:11,LY 338 El Al,Tel Aviv (TLV),DEPARTED,Amsterdam
09:15,09:15,UA 71 United Airlines,Newark (EWR),DEPARTED,Amsterdam
09:15,09:59,XQ 723 SunExpress,Kayseri (ASR),DEPARTED,Amsterdam
09:15,10:25,XQ 885 SunExpress,Izmir (ADB),DEPARTED,Amsterdam
09:20,09:33,KL 961 KLM,Newcastle (NCL),DEPARTED,Amsterdam
09:20,09:20,KL 1723 KLM,Brussels (BRU),CANCELLED,Amsterdam
09:25,09:25,KL 987 KLM,London City (LCY),DEPARTED,Amsterdam
09:25,09:25,KL 1373 KLM,Bucharest (OTP),DEPARTED,Amsterdam
09:25,09:25,KL 1545 KLM,Leeds Bradford (LBA),CANCELLED,Amsterdam
09:25,09:25,KL 1739 KLM,Luxembourg (LUX),DEPARTED,Amsterdam
09:25,09:25,KL 1753 KLM,Bremen (BRE),CANCELLED,Amsterdam
09:25,09:47,KL 1779 KLM,Hamburg (HAM),DEPARTED,Amsterdam
09:25,09:25,KL 1985 KLM,Basel (BSL),CANCELLED,Amsterdam
09:30,10:15,AF 1241 Air France,Paris de Gaulle (CDG),DEPARTED,Amsterdam
09:30,10:07,EZY 2512 easyJet,London Luton (LTN),DEPARTED,Amsterdam
09:30,09:30,KL 1059 KLM,Cardiff (CWL),DEPARTED,Amsterdam
09:30,09:30,KL 1265 KLM,Marseille (MRS),CANCELLED,Amsterdam
09:30,09:30,KL 1555 KLM,Turin (TRN),CANCELLED,Amsterdam
09:30,10:06,KL 1793 KLM,Munich (MUC),DEPARTED,Amsterdam
09:30,09:45,KL 1905 KLM,Belgrade (BEG),DEPARTED,Amsterdam
09:30,09:30,KL 1927 KLM,Geneva (GVA),DEPARTED,Amsterdam
09:35,11:11,EI 603 Aer Lingus,Dublin (DUB),DEPARTED,Amsterdam
09:35,10:25,EJU 3852 easyJet Europe,Milan Malpensa (MXP),DEPARTED,Amsterdam
09:35,09:35,KL 623 KLM,Atlanta (ATL),DEPARTED,Amsterdam
09:35,10:07,KL 741 KLM,Cartagena (CTG),DEPARTED,Amsterdam
09:35,09:35,KL 1917 KLM,Gdansk (GDN),CANCELLED,Amsterdam
09:40,09:51,EI 841 Aer Lingus,Cork (ORK),DEPARTED,Amsterdam
09:40,10:34,KL 1073 KLM,Manchester (MAN),DEPARTED,Amsterdam
09:40,09:40,KL 1179 KLM,Linkoping (LPI),DEPARTED,Amsterdam
09:40,10:06,KL 1253 KLM,Nice (NCE),DEPARTED,Amsterdam
09:40,09:40,KL 1601 KLM,Rome (FCO),DEPARTED,Amsterdam
09:40,09:40,KL 1957 KLM,Zurich (ZRH),CANCELLED,Amsterdam
09:40,09:52,OR 1661 TUI fly,Tenerife (TFS),DEPARTED,Amsterdam
09:45,09:45,KL 1167 KLM,Helsinki (HEL),CANCELLED,Amsterdam
09:45,09:45,KL 1199 KLM,Stavanger (SVG),DEPARTED,Amsterdam
09:45,09:57,KL 1443 KLM,Aberdeen (ABZ),DEPARTED,Amsterdam
09:45,09:45,KL 1455 KLM,Nantes (NTE),CANCELLED,Amsterdam
09:45,09:45,KL 1823 KLM,Berlin Brandenburg (BER),CANCELLED,Amsterdam
09:45,10:35,KL 1845 KLM,Vienna (VIE),DEPARTED,Amsterdam
09:50,11:52,EZY 2162 easyJet,Manchester (MAN),DEPARTED,Amsterdam
09:50,09:50,KL 601 KLM,Los Angeles (LAX),DEPARTED,Amsterdam
09:50,09:50,KL 1653 KLM,Venice (VCE),DEPARTED,Amsterdam
09:50,10:12,KL 1701 KLM,Madrid (MAD),DEPARTED,Amsterdam
09:50,11:27,LX 725 Swiss International Airlines,Zurich (ZRH),DEPARTED,Amsterdam
09:55,10:12,KL 1127 KLM,Copenhagen (CPH),DEPARTED,Amsterdam
09:55,09:55,KL 1315 KLM,Bordeaux (BOD),CANCELLED,Amsterdam
09:55,09:55,KL 1485 KLM,Humberside (HUY),CANCELLED,Amsterdam
09:55,09:55,KL 1533 KLM,Teesside International (MME),CANCELLED,Amsterdam
09:55,09:55,KL 1765 KLM,Frankfurt (FRA),DEPARTED,Amsterdam
09:55,10:17,KL 1869 KLM,Stuttgart (STR),DEPARTED,Amsterdam
09:55,10:29,KL 1975 KLM,Budapest (BUD),DEPARTED,Amsterdam
10:00,11:05,BT 618 AirBaltic,Riga (RIX),DEPARTED,Amsterdam
10:00,12:04,JU 361 Air Serbia,Belgrade (BEG),DEPARTED,Amsterdam
10:00,10:14,KL 605 KLM,San Francisco (SFO),DEPARTED,Amsterdam
10:00,11:15,OS 372 Austrian Airlines,Vienna (VIE),DEPARTED,Amsterdam
10:00,11:20,VY 6815 Vueling,Florence (FLR),DEPARTED,Amsterdam
10:05,10:05,KL 567 KLM,Dar Es Salaam (DAR),DEPARTED,Amsterdam
10:05,10:05,KL 661 KLM,Houston (IAH),DEPARTED,Amsterdam
10:05,10:29,KL 1641 KLM,Florence (FLR),DEPARTED,Amsterdam
10:05,10:05,KL 1669 KLM,Barcelona (BCN),CANCELLED,Amsterdam
10:10,10:32,BA 8496 British Airways,London City (LCY),DEPARTED,Amsterdam
10:10,11:23,BT 858 AirBaltic,Tallinn (TLL),DEPARTED,Amsterdam
10:10,10:22,DL 133 Delta Air Lines,Detroit (DTW),DEPARTED,Amsterdam
10:10,11:41,FR 2335 Ryanair,Malaga (AGP),DEPARTED,Amsterdam
10:10,10:10,KL 1143 KLM,Oslo (OSL),CANCELLED,Amsterdam
10:10,10:24,KL 1343 KLM,Billund (BLL),DEPARTED,Amsterdam
10:10,10:10,KL 1363 KLM,Warsaw (WAW),CANCELLED,Amsterdam
10:15,10:54,BA 429 British Airways,London Heathrow (LHR),DEPARTED,Amsterdam
10:15,10:36,EJU 9863 easyJet Europe,Basel (BSL),DEPARTED,Amsterdam
10:15,10:50,KL 755 KLM,Guayaquil (GYE),DEPARTED,Amsterdam
10:15,10:32,KL 1855 KLM,Dusseldorf (DUS),DEPARTED,Amsterdam
10:20,10:53,AF 1341 Air France,Paris de Gaulle (CDG),DEPARTED,Amsterdam
10:20,11:35,BT 962 AirBaltic,Vilnius (VNO),DEPARTED,Amsterdam
10:20,11:45,FB 462 Bulgaria Air,Sofia (SOF),DEPARTED,Amsterdam
10:20,10:37,KL 591 KLM,Johannesburg (JNB),DEPARTED,Amsterdam
10:20,10:57,KL 597 KLM,Cape Town (CPT),DEPARTED,Amsterdam
10:20,11:17,KL 1009 KLM,London Heathrow (LHR),DEPARTED,Amsterdam
10:20,10:54,PY 993 Surinam Airways,Paramaribo (PBM),DEPARTED,Amsterdam
10:20,10:20,UA 21 United Airlines,Houston (IAH),CANCELLED,Amsterdam
10:20,10:43,XQ 541 SunExpress,Antalya (AYT),DEPARTED,Amsterdam
10:25,10:25,KL 627 KLM,Miami (MIA),DEPARTED,Amsterdam
10:25,11:53,SK 552 Scandinavian Airlines,Copenhagen (CPH),DEPARTED,Amsterdam
10:25,10:36,SQ 323 Singapore Airlines,Singapore (SIN),DEPARTED,Amsterdam
10:25,11:33,VY 8301 Vueling,Barcelona (BCN),DEPARTED,Amsterdam
10:30,10:30,DL 143 Delta Air Lines,Seattle (SEA),DEPARTED,Amsterdam
10:30,11:29,LO 266 LOT Polish Airlines,Warsaw (WAW),DEPARTED,Amsterdam
10:35,10:35,DL 161 Delta Air Lines,Minneapolis (MSP),DEPARTED,Amsterdam
10:35,11:35,EK 146 Emirates,Kuwait (KWI),DEPARTED,Amsterdam
10:35,10:35,KL 1583 KLM,Bologna (BLQ),DEPARTED,Amsterdam
10:40,11:47,EZY 2922 easyJet,Bristol (BRS),DEPARTED,Amsterdam
10:40,13:54,KL 705 KLM,Rio de Janeiro (GIG),DEPARTED,Amsterdam
10:40,11:11,KL 1109 KLM,Stockholm (ARN),DEPARTED,Amsterdam
10:40,11:21,OR 1633 TUI fly,Las Palmas de Gran Canaria (LPA),DEPARTED,Amsterdam
10:40,11:54,SK 822 Scandinavian Airlines,Oslo (OSL),DEPARTED,Amsterdam
10:45,11:00,KL 735 KLM,Curacao (CUR),DEPARTED,Amsterdam
10:50,11:38,KL 777 KLM,Port O Spain (POS),DEPARTED,Amsterdam
10:50,12:27,LH 989 Lufthansa,Frankfurt (FRA),DEPARTED,Amsterdam
10:55,12:21,BA 2541 British Airways,London Gatwick (LGW),DEPARTED,Amsterdam
10:55,11:05,DL 73 Delta Air Lines,Atlanta (ATL),DEPARTED,Amsterdam
10:55,11:44,KL 791 KLM,Sao Paulo (GRU),DEPARTED,Amsterdam
10:55,11:08,KL 879 KLM,Bengaluru (BLR),DEPARTED,Amsterdam
11:00,12:01,BA 431 British Airways,London Heathrow (LHR),DEPARTED,Amsterdam
11:00,11:20,CI 74 China Airlines,Taipei (TPE),DEPARTED,Amsterdam
11:00,11:58,EJU 7927 easyJet Europe,Prague (PRG),DEPARTED,Amsterdam
11:00,11:00,LH 2303 Lufthansa,Munich (MUC),CANCELLED,Amsterdam
11:00,11:12,UA 908 United Airlines,Chicago (ORD),DEPARTED,Amsterdam
11:00,12:09,UX 1098 Air Europa,Madrid (MAD),DEPARTED,Amsterdam
11:05,11:05,KL 1303 KLM,Toulouse (TLS),CANCELLED,Amsterdam
11:10,12:11,EJU 7849 easyJet Europe,Birmingham (BHX),DEPARTED,Amsterdam
11:10,12:16,EJU 7955 easyJet Europe,Nice (NCE),DEPARTED,Amsterdam
11:10,13:02,SK 556 Scandinavian Airlines,Stockholm (ARN),DEPARTED,Amsterdam
11:15,12:28,3O 122 Air Arabia Maroc,Nador (NDR),DEPARTED,Amsterdam
11:20,12:16,3O 128 Air Arabia Maroc,Tanger (TNG),DEPARTED,Amsterdam
11:20,11:43,AY 1302 Finnair,Helsinki (HEL),DEPARTED,Amsterdam
11:20,11:30,B6 32 JetBlue,Boston (BOS),DEPARTED,Amsterdam
11:20,11:20,KL 757 KLM,Panama City (PTY),DEPARTED,Amsterdam
11:20,12:46,OU 451 Croatia Airlines,Zagreb (ZAG),DEPARTED,Amsterdam
11:30,11:48,DL 259 Delta Air Lines,Boston (BOS),DEPARTED,Amsterdam
11:30,12:44,EJU 7985 easyJet Europe,London Southend (SEN),DEPARTED,Amsterdam
11:30,11:30,KL 1613 KLM,Istanbul Airport (IST),CANCELLED,Amsterdam
11:35,11:52,HV 6001 Transavia,Oporto (OPO),DEPARTED,Amsterdam
11:35,11:35,KL 743 KLM,Lima (LIM),DEPARTED,Amsterdam
11:35,11:35,KL 1445 KLM,Aberdeen (ABZ),CANCELLED,Amsterdam
11:40,11:40,DL 49 Delta Air Lines,New York JFK (JFK),DEPARTED,Amsterdam
11:40,12:10,KC 904 Air Astana,Atyrau (GUW),DEPARTED,Amsterdam
11:40,12:09,KL 565 KLM,Nairobi (NBO),DEPARTED,Amsterdam
11:40,12:36,RO 362 Tarom,Bucharest (OTP),DEPARTED,Amsterdam
11:45,12:40,HV 6331 Transavia,Valencia (VLC),DEPARTED,Amsterdam
11:45,12:03,KL 877 KLM,Mumbai (BOM),DEPARTED,Amsterdam
11:45,11:45,KL 1563 KLM,Genoa (GOA),DEPARTED,Amsterdam
11:50,12:51,AZ 121 ITA Airways,Milan Linate (LIN),DEPARTED,Amsterdam
11:50,13:08,EZY 8680 easyJet,London Gatwick (LGW),DEPARTED,Amsterdam
11:50,12:07,KL 1623 KLM,Milan Linate (LIN),DEPARTED,Amsterdam
11:55,13:44,AF 1795 Air France,Lyon (LYS),DEPARTED,Amsterdam
11:55,12:58,AZ 107 ITA Airways,Rome (FCO),DEPARTED,Amsterdam
11:55,11:55,KL 1185 KLM,Bergen (BGO),DEPARTED,Amsterdam
11:55,13:16,PC 1252 Pegasus Airlines,Istanbul Sabiha (SAW),DEPARTED,Amsterdam
12:00,12:17,AC 809 Air Canada,Toronto (YYZ),DEPARTED,Amsterdam
12:00,13:15,EW 4349 Eurowings,Salzburg (SZG),DEPARTED,Amsterdam
12:00,12:57,HV 5465 Transavia,Verona (VRN),DEPARTED,Amsterdam
12:00,12:00,KL 935 KLM,Dublin (DUB),DEPARTED,Amsterdam
12:00,12:19,KL 1273 KLM,Poznan (POZ),DEPARTED,Amsterdam
12:00,13:15,OG 461 Play,Reykjavik (KEF),DEPARTED,Amsterdam
12:00,13:25,TK 1952 Turkish Airlines,Istanbul Airport (IST),DEPARTED,Amsterdam
12:00,12:32,UA 947 United Airlines,Washington (IAD),DEPARTED,Amsterdam
12:05,13:20,EJU 9286 easyJet Europe,Berlin Brandenburg (BER),DEPARTED,Amsterdam
12:05,12:05,KL 1085 KLM,Cork (ORK),CANCELLED,Amsterdam
12:10,12:10,KL 929 KLM,Inverness (INV),CANCELLED,Amsterdam
12:10,12:10,KL 1255 KLM,Rennes (RNS),CANCELLED,Amsterdam
12:10,12:10,KL 1271 KLM,Wroclaw (WRO),CANCELLED,Amsterdam
12:10,12:47,KL 1475 KLM,Glasgow (GLA),DEPARTED,Amsterdam
12:10,12:37,KL 1795 KLM,Munich (MUC),DEPARTED,Amsterdam
12:10,12:51,OR 391 TUI fly,Curacao (CUR),DEPARTED,Amsterdam
12:15,12:34,DL 37 Delta Air Lines,Orlando (MCO),DEPARTED,Amsterdam
12:15,13:53,I2 3723 Iberia Express,Madrid (MAD),DEPARTED,Amsterdam
12:15,13:33,KL 1129 KLM,Copenhagen (CPH),DEPARTED,Amsterdam
12:15,12:35,KL 1809 KLM,Dresden (DRS),DEPARTED,Amsterdam
12:15,13:01,KL 1959 KLM,Zurich (ZRH),DEPARTED,Amsterdam
12:20,13:48,HV 6817 Transavia,Ljubljana (LJU),DEPARTED,Amsterdam
12:20,12:38,KL 871 KLM,New Delhi (DEL),DEPARTED,Amsterdam
12:20,13:07,KL 1155 KLM,Gothenburg (GOT),DEPARTED,Amsterdam
12:20,12:33,KL 1281 KLM,Edinburgh (EDI),DEPARTED,Amsterdam
12:20,12:20,KL 1345 KLM,Billund (BLL),CANCELLED,Amsterdam
12:20,13:11,KL 1355 KLM,Prague (PRG),DEPARTED,Amsterdam
12:20,12:44,KL 1919 KLM,Gdansk (GDN),DEPARTED,Amsterdam
12:20,12:43,KL 1929 KLM,Geneva (GVA),DEPARTED,Amsterdam
12:25,13:19,A3 625 Aegean Airlines,Athens (ATH),DEPARTED,Amsterdam
12:25,12:39,KL 959 KLM,Newcastle (NCL),DEPARTED,Amsterdam
12:25,13:39,KL 1201 KLM,Stavanger (SVG),DEPARTED,Amsterdam
12:25,12:57,KL 1233 KLM,Paris de Gaulle (CDG),DEPARTED,Amsterdam
12:25,12:25,KL 1333 KLM,Aalborg (AAL),CANCELLED,Amsterdam
12:25,12:25,KL 1575 KLM,Athens (ATH),CANCELLED,Amsterdam
12:25,14:15,OS 380 Austrian Airlines,Vienna (VIE),DEPARTED,Amsterdam
12:30,13:05,CX 270 Cathay Pacific,Hong Kong (HKG),DEPARTED,Amsterdam
12:30,12:46,FI 507 Icelandair,Reykjavik (KEF),DEPARTED,Amsterdam
12:30,12:30,KL 861 KLM,Tokyo (NRT),DEPARTED,Amsterdam
12:30,12:50,KL 1825 KLM,Berlin Brandenburg (BER),DEPARTED,Amsterdam
12:30,13:23,UD 424 UR Airlines,Erbil (EBL),DEPARTED,Amsterdam
12:35,12:35,KL 1075 KLM,Manchester (MAN),CANCELLED,Amsterdam
12:35,12:35,KL 1425 KLM,Birmingham (BHX),CANCELLED,Amsterdam
12:35,12:53,KL 1695 KLM,Lisbon (LIS),DEPARTED,Amsterdam
12:35,12:35,KL 1767 KLM,Frankfurt (FRA),CANCELLED,Amsterdam
12:40,13:27,KL 677 KLM,Calgary (YYC),DEPARTED,Amsterdam
12:40,12:52,KL 759 KLM,San Jose (SJO),DEPARTED,Amsterdam
12:40,12:40,KL 1885 KLM,Nuremberg (NUE),CANCELLED,Amsterdam
12:45,13:11,KL 1943 KLM,Zagreb (ZAG),DEPARTED,Amsterdam
12:50,13:06,DL 75 Delta Air Lines,Atlanta (ATL),DEPARTED,Amsterdam
12:50,13:24,EJU 7837 easyJet Europe,Edinburgh (EDI),DEPARTED,Amsterdam
12:50,13:02,KL 767 KLM,Bonaire (BON),DEPARTED,Amsterdam
12:50,12:50,KL 1873 KLM,Stuttgart (STR),CANCELLED,Amsterdam
12:50,13:04,QR 276 Qatar Airways,Doha (DOH),DEPARTED,Amsterdam
12:55,13:39,EZY 3052 easyJet,Belfast Intl Airport (BFS),DEPARTED,Amsterdam
12:55,13:08,KL 867 KLM,Osaka Kansai (KIX),DEPARTED,Amsterdam
12:55,13:48,OR 369 TUI fly,Curacao (CUR),DEPARTED,Amsterdam
13:00,13:43,DL 135 Delta Air Lines,Detroit (DTW),DEPARTED,Amsterdam
13:00,13:29,FI 501 Icelandair,Reykjavik (KEF),DEPARTED,Amsterdam
13:00,13:00,KL 611 KLM,Chicago (ORD),DEPARTED,Amsterdam
13:00,13:00,KL 651 KLM,Washington (IAD),CANCELLED,Amsterdam
13:05,13:05,AA 203 American Airlines,Philadelphia (PHL),DEPARTED,Amsterdam
13:10,14:06,EZY 2516 easyJet,London Luton (LTN),DEPARTED,Amsterdam
13:10,13:10,KL 1781 KLM,Hamburg (HAM),DEPARTED,Amsterdam
13:10,13:27,KL 1857 KLM,Dusseldorf (DUS),DEPARTED,Amsterdam
13:10,13:26,KL 1979 KLM,Budapest (BUD),DEPARTED,Amsterdam
13:15,13:15,DL 163 Delta Air Lines,Minneapolis (MSP),DEPARTED,Amsterdam
13:15,14:09,KL 1547 KLM,Leeds Bradford (LBA),DEPARTED,Amsterdam
13:20,13:49,EI 605 Aer Lingus,Dublin (DUB),DEPARTED,Amsterdam
13:20,13:31,KL 1741 KLM,Luxembourg (LUX),DEPARTED,Amsterdam
13:25,13:39,HV 193 Transavia,Marsa Alam (RMF),DEPARTED,Amsterdam
13:25,13:38,KL 691 KLM,Toronto (YYZ),DEPARTED,Amsterdam
13:25,13:37,KL 1909 KLM,Hanover (HAJ),DEPARTED,Amsterdam
13:30,15:36,EJU 9845 easyJet Europe,Birmingham (BHX),DEPARTED,Amsterdam
13:30,13:30,KL 1017 KLM,London Heathrow (LHR),CANCELLED,Amsterdam
13:30,13:30,KL 1703 KLM,Madrid (MAD),CANCELLED,Amsterdam
13:30,13:30,KL 1725 KLM,Brussels (BRU),CANCELLED,Amsterdam
13:35,13:35,KL 641 KLM,New York JFK (JFK),DEPARTED,Amsterdam
13:35,16:09,TK 7769 Turkish Airlines,Istanbul Sabiha (SAW),DEPARTED,Amsterdam
13:40,13:40,B6 2289 JetBlue,New York JFK (JFK),DEPARTED,Amsterdam
13:40,14:15,BA 8460 British Airways,London City (LCY),DEPARTED,Amsterdam
13:40,14:19,EJU 4072 easyJet Europe,Venice (VCE),DEPARTED,Amsterdam
13:40,16:21,TP 671 TAP Air Portugal,Lisbon (LIS),DEPARTED,Amsterdam
13:40,14:00,VY 8303 Vueling,Barcelona (BCN),DEPARTED,Amsterdam
13:45,15:59,LH 2305 Lufthansa,Munich (MUC),DEPARTED,Amsterdam
13:50,14:51,KL 587 KLM,Lagos (LOS),DEPARTED,Amsterdam
13:50,13:50,KL 1503 KLM,Valencia (VLC),CANCELLED,Amsterdam
13:50,13:50,KL 1713 KLM,Oporto (OPO),DEPARTED,Amsterdam
13:50,14:36,VY 1376 Vueling,Alicante (ALC),DEPARTED,Amsterdam
13:55,14:39,AF 1641 Air France,Paris de Gaulle (CDG),DEPARTED,Amsterdam
14:00,14:25,AM 26 Aeromexico,Mexico City (MEX),DEPARTED,Amsterdam
14:00,14:32,CD 599 Corendon Dutch Airlines,Curacao (CUR),DEPARTED,Amsterdam
14:00,14:38,HV 6601 Transavia,Innsbruck (INN),DEPARTED,Amsterdam
14:00,16:24,KL 1169 KLM,Helsinki (HEL),DEPARTED,Amsterdam
14:00,15:05,TK 1962 Turkish Airlines,Istanbul Airport (IST),DEPARTED,Amsterdam
14:10,14:25,BA 435 British Airways,London Heathrow (LHR),DEPARTED,Amsterdam
14:10,14:48,EJU 3854 easyJet Europe,Milan Malpensa (MXP),DEPARTED,Amsterdam
14:10,15:15,FR 421 Ryanair,Dublin (DUB),DEPARTED,Amsterdam
14:10,14:30,HV 5661 Transavia,Las Palmas de Gran Canaria (LPA),DEPARTED,Amsterdam
14:10,14:10,KL 1643 KLM,Florence (FLR),DEPARTED,Amsterdam
14:15,15:37,EZY 3174 easyJet,Glasgow (GLA),DEPARTED,Amsterdam
14:15,17:16,KL 1365 KLM,Warsaw (WAW),DEPARTED,Amsterdam
14:15,14:53,LO 264 LOT Polish Airlines,Warsaw (WAW),DEPARTED,Amsterdam
14:20,15:29,EZY 2164 easyJet,Manchester (MAN),DEPARTED,Amsterdam
14:20,15:04,HV 6673 Transavia,Tenerife (TFS),DEPARTED,Amsterdam
14:20,14:36,HV 6867 Transavia,Athens (ATH),DEPARTED,Amsterdam
14:20,14:20,KL 1325 KLM,Aalesund (AES),DEPARTED,Amsterdam
14:20,14:20,KL 1603 KLM,Rome (FCO),CANCELLED,Amsterdam
14:20,14:20,KL 1829 KLM,Berlin Brandenburg (BER),DEPARTED,Amsterdam
14:20,15:42,KL 1977 KLM,Budapest (BUD),DEPARTED,Amsterdam
14:20,15:01,KL 1995 KLM,Krakow (KRK),DEPARTED,Amsterdam
14:25,15:20,KL 589 KLM,Accra (ACC),DEPARTED,Amsterdam
14:25,14:55,KL 1147 KLM,Oslo (OSL),DEPARTED,Amsterdam
14:25,14:45,KL 1307 KLM,Toulouse (TLS),DEPARTED,Amsterdam
14:25,14:25,KL 1673 KLM,Barcelona (BCN),DEPARTED,Amsterdam
14:25,14:25,KL 1687 KLM,Bilbao (BIO),CANCELLED,Amsterdam
14:25,14:25,KL 1847 KLM,Vienna (VIE),CANCELLED,Amsterdam
14:25,15:59,KU 128 Kuwait Airways,Kuwait (KWI),DEPARTED,Amsterdam
14:30,15:02,EK 148 Emirates,Dubai International (DXB),DEPARTED,Amsterdam
14:30,14:44,KL 685 KLM,Mexico City (MEX),DEPARTED,Amsterdam
14:30,14:42,KL 1257 KLM,Nice (NCE),DEPARTED,Amsterdam
14:30,15:02,VY 8435 Vueling,Lisbon (LIS),DEPARTED,Amsterdam
14:35,15:06,KL 427 KLM,Dubai International (DXB),DEPARTED,Amsterdam
14:35,14:35,KL 1115 KLM,Stockholm (ARN),DEPARTED,Amsterdam
14:35,15:13,KL 1267 KLM,Marseille (MRS),DEPARTED,Amsterdam
14:35,14:49,KL 1631 KLM,Milan Malpensa (MXP),DEPARTED,Amsterdam
14:45,16:29,EJU 7841 easyJet Europe,London Stansted (STN),DEPARTED,Amsterdam
14:45,14:45,KL 1591 KLM,Bologna (BLQ),DEPARTED,Amsterdam
14:45,16:34,LH 993 Lufthansa,Frankfurt (FRA),DEPARTED,Amsterdam
14:50,16:11,AF 1741 Air France,Paris de Gaulle (CDG),DEPARTED,Amsterdam
14:50,15:56,BA 2543 British Airways,London Gatwick (LGW),DEPARTED,Amsterdam
14:50,15:54,EZY 3444 easyJet,Liverpool (LPL),DEPARTED,Amsterdam
